mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	absolute_root	offset_x	offset_y	minDistance	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
290	287	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
290	287	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
291	288	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
291	288	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
291	288	1/2	1/2	2/2	1	1	iv		0	-2.95925		/			c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
291	288	3/4	3/4	2/2	1	1	#viio6		0	-3.59073		/			c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
292	289	0	0	2/2	1	1	i]		0	-3.87776		/			c	i		i		i					]			m	1	1	0, -3, 1		0.0	0.0	0	11	0.0	0.0	4.0	0.0
293	290	0	0	2/2	1	1	i2							VI(2)	c	i		i2		i		2						mm7	1	1	-2, 0, -3, 1		0.0	-2.0	0	11	0.0	0.0	4.0	0.0
294	291	0	0	2/2	1	1	VI		0	-3.72253		/			c	i		VI		VI								M	1	1	-4, 0, -3		-4.0	-4.0	0	11	0.0	0.0	4.0	0.0
295	292	0	0	2/2	1	1	i64								c	i		i64		i		64						m	1	1	1, 0, -3		0.0	1.0	0	11	0.0	0.0	4.0	0.0
296	293	0	0	2/2	1	1	viio7/V}		0	-4.3338		/			c	i		viio7/V		vii	o	7		V			}	o7	1	1	6, 3, 0, -3		6.0	6.0	0	14	0.0	0.0	14.0	0.0
298	295	5/16	5/16	4/4	1	1	viio2/V{		-5.90686	-5.53801		/			c	i		viio2/V		vii	o	2		V			{	o7	1	1	-3, 6, 3, 0		6.0	-3.0	0	4	0.0	0.0	0.125	0.0
298	295	11/32	11/32	4/4	1	1	V/V		0	-5.27895		/			c	i		V/V		V				V				M	1	1	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.375	0.0
298	295	7/16	7/16	4/4	1	1	viio43/V		0.505263	-4.89999		/			c	i		viio43/V		vii	o	43		V				o7	1	1	0, -3, 6, 3		6.0	0.0	0	8	0.0	0.0	1.125	0.0
298	295	23/32	23/32	4/4	1	1	V6}								c	i		V6		V		6					}	M	1	1	5, 2, 1		1.0	5.0	0	4	0.0	0.0	0.5	0.0
299	296	11/32	11/32	4/4	1	1	#viio2{								c	i		#viio2		#vii	o	2					{	o7	1	1	-4, 5, 2, -1		5.0	-4.0	0	4	0.0	0.0	0.125	0.0
299	296	3/8	3/8	4/4	1	1	V								c	i		V		V								M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.375	0.0
299	296	15/32	15/32	4/4	1	1	#viio43		0	-3.34252		/			c	i		#viio43		#vii	o	43						o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	8	0.0	0.0	1.125	0.0
299	296	3/4	3/4	4/4	1	1	i6}		0	-3.27771		/			c	i		i6		i		6					}	m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	0.5	0.0
300	297	11/32	11/32	4/4	1	1	#viio2/iv{		0	-5.21534		/			c	i		#viio2/iv		#vii	o	2		iv			{	o7	1	1	-5, 4, 1, -2		4.0	-5.0	0	7	0.0	0.0	0.21875	0.0
300	297	3/8	3/8	4/4	1	1	V/iv		0.661167	-5.76506		/			c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	7	0.0	0.0	0.65625	0.0
300	297	15/32	15/32	4/4	1	1	#viio43/iv		-2.47938	-5.9545		/			c	i		#viio43/iv		#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4.0	-2.0	0	7	0.0	0.0	0.21875	0.0
300	297	1/2	1/2	4/4	1	1	i6(11#762)/iv		0	-5.78366		/			c	i		i6(11#762)/iv		i		6	11#762	iv				m	1	1	-4, -5, 1, 4	-2	-1.0	-4.0	0	8	0.0	0.0	2.0	0.0
300	297	3/4	3/4	4/4	1	1	i6/iv		0	-6.41514		/			c	i		i6/iv		i		6		iv				m	1	1	-4, 0, -1		-1.0	-4.0	0	6	0.0	0.0	0.75	0.0
300	297	7/8	7/8	4/4	1	1	v43/iv		0	-6.22569		/			c	i		v43/iv		v		43		iv				mm7	1	1	1, -2, 0, -3		0.0	1.0	0	5	0.0	0.0	0.625	0.0
301	298	0	0	4/4	1	1	i/iv		0	-2.78466		/			c	i		i/iv		i				iv				m	1	1	-1, -4, 0		-1.0	-1.0	0	5	0.0	0.0	0.625	0.0
301	298	1/8	1/8	4/4	1	1	i6		0	-2.92699		/			c	i		i6		i		6						m	1	1	-3, 1, 0		0.0	-3.0	0	5	0.0	0.0	0.625	0.0
301	298	1/4	1/4	4/4	1	1	V43								c	i		V43		V		43						Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	0.625	0.0
301	298	3/8	3/8	4/4	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	5	0.0	0.0	0.625	0.0
301	298	1/2	1/2	4/4	1	1	iio6								c	i		iio6		ii	o	6						o	1	1	-1, -4, 2		2.0	-1.0	0	4	0.0	0.0	0.5	0.0
301	298	3/4	3/4	4/4	1	1	V7								c	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	5	0.0	0.0	0.625	0.0
302	299	0	0	2/2	1	1	i|PAC}{								c	i		i		i						PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	7	0.0	0.0	1.5	0.0
302	299	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
303	300	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
303	300	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
303	300	1/2	1/2	2/2	1	1	iv								c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
303	300	3/4	3/4	2/2	1	1	#viio6								c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
304	301	0	0	2/2	1	1	i								c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
304	301	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
304	301	3/4	3/4	2/2	1	1	V7/iv								c	i		V7/iv		V		7		iv				Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	4	0.0	0.0	0.75	0.0
305	302	0	0	2/2	1	1	iv6								c	i		iv6		iv		6						m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.75	0.0
305	302	1/4	1/4	2/2	1	1	V/iv								c	i		V/iv		V				iv				M	1	1	0, 4, 1		0.0	0.0	0	4	0.0	0.0	0.75	0.0
305	302	1/2	1/2	2/2	1	1	iv								c	i		iv		iv								m	1	1	-1, -4, 0		-1.0	-1.0	0	4	0.0	0.0	0.75	0.0
305	302	3/4	3/4	2/2	1	1	#viio6		0	-3.57351		/			c	i		#viio6		#vii	o	6						o	1	1	2, -1, 5		5.0	2.0	2	2	0.5	0.25	0.5	0.3333333333333333
306	303	0	0	2/2	1	1	i		0	-4.33127		/			c	i		i		i								m	1	1	0, -3, 1		0.0	0.0	0	6	0.0	0.0	1.5	0.0
306	303	1/2	1/2	2/2	1	1	i2		0.252631	-4.33149		/		VI(2)	c	i		i2		i		2						mm7	1	1	-2, 0, -3, 1		0.0	-2.0	0	7	0.0	0.0	2.0	0.0
307	304	0	0	2/2	1	1	VI		0	-4.01554		/			c	i		VI		VI								M	1	1	-4, 0, -3		-4.0	-4.0	0	7	0.0	0.0	2.0	0.0
307	304	1/2	1/2	2/2	1	1	i64		0	-4.45757		/			c	i		i64		i		64						m	1	1	1, 0, -3		0.0	1.0	0	7	0.0	0.0	2.0	0.0
308	305	0	0	2/2	1	1	viio7/V		0	-4.45757		/			c	i		viio7/V		vii	o	7		V				o7	1	1	6, 3, 0, -3		6.0	6.0	0	14	0.0	0.0	3.5	0.0
310	307	0	0	2/2	1	1	V(64)								c	i		V(64)		V			64					M	1	1	1, 0, -3		1.0	1.0	0	7	0.0	0.0	1.75	0.0
311	308	0	0	2/2	1	1	V7								c	i		V7		V		7						Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	8	0.0	0.0	2.0	0.0
312	309	0	0	2/2	1	1	i|PAC}		0	-3.38406		/			c	i		i		i						PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	7	0.0	0.0	1.75	0.0
