mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	articulation	slur
72	72	287	287	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	843			
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	844			
73	73	288	288	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	845			
73	73	579/2	579/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	846			
73	73	290	290	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	847			
73	73	583/2	583/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	848			
73	73	288	288	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	849			
73	73	577/2	577/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	850			
73	73	289	289	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	851			
73	73	579/2	579/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	852			
73	73	290	290	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	853			
73	73	581/2	581/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	854			
73	73	291	291	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	855			
73	73	583/2	583/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	856			
74	74	292	292	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	857			
74	74	585/2	585/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	858			
74	74	293	293	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	859			
74	74	587/2	587/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	860			
74	74	294	294	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	861			
74	74	589/2	589/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	862			
74	74	295	295	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	863			
74	74	591/2	591/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	864			
74	74	292	292	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	865			
74	74	293	293	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	866			
74	74	294	294	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	867			
74	74	295	295	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	868			
75	75	296	296	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	2/3	869			
75	75	296	296	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	870			
75	75	889/3	889/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	871			
75	75	890/3	890/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	872			
75	75	297	297	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	873			
75	75	892/3	892/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	874			
75	75	893/3	893/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	875			
75	75	298	298	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	876			
75	75	895/3	895/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	877			
75	75	896/3	896/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	878			
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	879			
75	75	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	880			
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	881			
75	75	296	296	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	882			
76	76	300	300	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	883			
76	76	301	301	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	884			
76	76	302	302	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	885			
76	76	303	303	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	886			
76	76	300	300	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	887			
76	76	901/3	901/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	888			
76	76	902/3	902/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	889			
76	76	301	301	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	890			
76	76	904/3	904/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	891			
76	76	905/3	905/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	892			
76	76	302	302	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	893			
76	76	907/3	907/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	894			
76	76	908/3	908/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	895			
76	76	303	303	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	896			
76	76	910/3	910/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	897			
76	76	911/3	911/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	898			
77	77	304	304	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	899			
77	77	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	900			
77	77	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	901			
77	77	305	305	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	902			
77	77	916/3	916/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	903			
77	77	917/3	917/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	904			
77	77	306	306	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	905			
77	77	919/3	919/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	906			
77	77	920/3	920/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	907			
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	908			
77	77	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	909			
77	77	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	910			
77	77	304	304	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	911			
78	78	308	308	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	912			
78	78	309	309	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	913			
78	78	310	310	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	914			
78	78	311	311	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	915			
78	78	308	308	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	916			
78	78	925/3	925/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	917			
78	78	926/3	926/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	918			
78	78	309	309	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	919			
78	78	928/3	928/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	920			
78	78	929/3	929/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	921			
78	78	310	310	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	922			
78	78	931/3	931/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	923			
78	78	932/3	932/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	924			
78	78	311	311	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	925			
78	78	934/3	934/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	926			
78	78	935/3	935/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	927			
79	79	312	312	0.3333333333333333	0	0	Chord	2/2	1	1	1/12		1/8	2/3	928			
79	79	937/3	937/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	929			
79	79	938/3	938/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	930			
79	79	313	313	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	931			
79	79	940/3	940/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	932			
79	79	941/3	941/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	933			
79	79	314	314	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	934			
79	79	943/3	943/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	935			
79	79	944/3	944/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	936			
79	79	315	315	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	937			
79	79	946/3	946/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	938			
79	79	947/3	947/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	939			
79	79	312	312	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	940			
80	80	316	316	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	941			
80	80	317	317	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	942			
80	80	318	318	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	943			
80	80	319	319	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	944			
80	80	316	316	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	945			
80	80	949/3	949/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	946			
80	80	950/3	950/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	947			
80	80	317	317	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	948			
80	80	952/3	952/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	949			
80	80	953/3	953/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	950			
80	80	318	318	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	951			
80	80	955/3	955/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	952			
80	80	956/3	956/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	953			
80	80	319	319	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	954			
80	80	958/3	958/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	955			
80	80	959/3	959/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	956			
81	81	320	320	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	957			
81	81	321	321	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	958			
81	81	323	323	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	959			
81	81	320	320	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	960			
81	81	961/3	961/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	961			
81	81	962/3	962/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	962			
81	81	321	321	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	963			
81	81	964/3	964/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	964			
81	81	965/3	965/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	965			
81	81	322	322	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	966			
81	81	967/3	967/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	967			
81	81	968/3	968/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	968			
81	81	323	323	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	969			
81	81	970/3	970/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	970			
81	81	971/3	971/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	971			
82	82	324	324	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	972	f		
82	82	325	325	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	973			
82	82	976/3	976/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	974			
82	82	977/3	977/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	975			
82	82	326	326	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	976			
82	82	327	327	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	977			
82	82	982/3	982/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	978			
82	82	983/3	983/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	979			
82	82	324	324	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	980			
82	82	973/3	973/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	981			
82	82	974/3	974/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	982			
82	82	325	325	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	983			
82	82	976/3	976/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	984			
82	82	977/3	977/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	985			
82	82	326	326	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	986			
82	82	979/3	979/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	987			
82	82	980/3	980/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	988			
82	82	327	327	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	989			
82	82	982/3	982/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	990			
82	82	983/3	983/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	991			
83	83	328	328	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	992			
83	83	329	329	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	993			
83	83	988/3	988/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	994			
83	83	989/3	989/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	995			
83	83	330	330	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	996			
83	83	331	331	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	997			
83	83	994/3	994/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	998			
83	83	995/3	995/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	999			
83	83	328	328	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1000			
83	83	985/3	985/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1001			
83	83	986/3	986/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1002			
83	83	329	329	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1003			
83	83	988/3	988/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1004			
83	83	989/3	989/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1005			
83	83	330	330	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1006			
83	83	991/3	991/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1007			
83	83	992/3	992/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1008			
83	83	331	331	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1009			
83	83	994/3	994/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1010			
83	83	995/3	995/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1011			
84	84	332	332	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1012			
84	84	333	333	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1013			
84	84	1000/3	1000/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1014			
84	84	1001/3	1001/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1015			
84	84	334	334	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1016			
84	84	335	335	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1017			
84	84	1006/3	1006/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1018			
84	84	1007/3	1007/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1019			
84	84	332	332	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1020			
84	84	997/3	997/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1021			
84	84	998/3	998/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1022			
84	84	333	333	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1023			
84	84	1000/3	1000/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1024			
84	84	1001/3	1001/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1025			
84	84	334	334	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1026			
84	84	1003/3	1003/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1027			
84	84	1004/3	1004/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1028			
84	84	335	335	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1029			
84	84	1006/3	1006/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1030			
84	84	1007/3	1007/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1031			
85	85	336	336	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1032			
85	85	337	337	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1033			
85	85	1012/3	1012/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1034			
85	85	1013/3	1013/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1035			
85	85	338	338	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1036			
85	85	339	339	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1037			
85	85	1018/3	1018/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1038			
85	85	1019/3	1019/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1039			
85	85	336	336	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1040			
85	85	1009/3	1009/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1041			
85	85	1010/3	1010/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1042			
85	85	337	337	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1043			
85	85	1012/3	1012/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1044			
85	85	1013/3	1013/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1045			
85	85	338	338	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1046			
85	85	1015/3	1015/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1047			
85	85	1016/3	1016/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1048			
85	85	339	339	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1049			
85	85	1018/3	1018/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1050			
85	85	1019/3	1019/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1051			
86	86	340	340	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1052			
86	86	341	341	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1053			
86	86	1024/3	1024/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1054			
86	86	1025/3	1025/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1055			
86	86	342	342	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1056			
86	86	343	343	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1057			
86	86	1030/3	1030/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1058			
86	86	1031/3	1031/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1059			
86	86	340	340	0.3333333333333333	0	0	Chord	2/2	2	1	1/12		1/8	2/3	1060			
86	86	1021/3	1021/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12		1/8	2/3	1061			
86	86	1022/3	1022/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12		1/8	2/3	1062			
86	86	341	341	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12		1/8	2/3	1063			
86	86	1024/3	1024/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12		1/8	2/3	1064			
86	86	1025/3	1025/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12		1/8	2/3	1065			
86	86	342	342	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12		1/8	2/3	1066			
86	86	1027/3	1027/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12		1/8	2/3	1067			
86	86	1028/3	1028/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12		1/8	2/3	1068			
86	86	343	343	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12		1/8	2/3	1069			
86	86	1030/3	1030/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12		1/8	2/3	1070			
86	86	1031/3	1031/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12		1/8	2/3	1071			
87	87	344	344	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1072			
87	87	693/2	693/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1073	p		
87	87	347	347	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1074			
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1075			
87	87	344	344	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1076			
88	88	348	348	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1077			45
88	88	349	349	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1078			45
88	88	350	350	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1079			45
88	88	351	351	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1080			
88	88	348	348	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1081			
88	88	697/2	697/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1082			
88	88	349	349	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1083			
88	88	699/2	699/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1084			
88	88	350	350	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1085			
88	88	701/2	701/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1086			
88	88	351	351	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1087			
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1088			
89	89	352	352	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	1089			46
89	89	705/2	705/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1090			
89	89	353	353	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1091			
89	89	709/2	709/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1092			
89	89	355	355	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1093			
89	89	711/2	711/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1094			
89	89	352	352	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1095			
89	89	705/2	705/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1096			
89	89	353	353	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1097			
89	89	707/2	707/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1098			
89	89	354	354	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1099			
90	90	356	356	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1100			47
90	90	357	357	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1101			47
90	90	358	358	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1102			47
90	90	359	359	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1103			
90	90	356	356	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	1104			
90	90	713/2	713/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1105			
90	90	357	357	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1106			
90	90	715/2	715/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1107			
90	90	358	358	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	1108			
90	90	717/2	717/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	1109			
90	90	359	359	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1110			
