mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	crescendo_hairpin	crescendo_line	diminuendo_line	decrescendo_hairpin
114	110	2669/6	2765/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1205											
114	110	2671/6	2767/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1206											
114	110	891/2	923/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1207											
114	110	2675/6	2771/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1208											
114	110	2677/6	2773/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1209											
114	110	885/2	917/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1210			articStaccatoBelow								
114	110	889/2	921/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
114	110	889/2	921/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1211			articStaccatoAbove								
115	111	893/2	925/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1212											
115	111	2681/6	2777/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1213											
115	111	2683/6	2779/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1214											
115	111	895/2	927/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1215	<										
115	111	2687/6	2783/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1216											
115	111	2689/6	2785/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1217											
115	111	897/2	929/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1218											
115	111	2693/6	2789/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1219											
115	111	2695/6	2791/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1220											
115	111	899/2	931/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1221											
115	111	2699/6	2795/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1222											
115	111	2701/6	2797/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1223											
115	111	893/2	925/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1224											
115	111	897/2	929/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1225			articStaccatoBelow								
115	111	899/2	931/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1226			articStaccatoBelow								
116	112	901/2	933/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1227											
116	112	2705/6	2801/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1228											
116	112	2707/6	2803/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1229											
116	112	903/2	935/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1230											
116	112	2711/6	2807/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1231											
116	112	2713/6	2809/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1232											
116	112	905/2	937/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1233											
116	112	2717/6	2813/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1234											
116	112	2719/6	2815/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1235											
116	112	907/2	939/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1236											
116	112	2723/6	2819/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1237											
116	112	2725/6	2821/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1238											
116	112	901/2	933/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1239			articStaccatoBelow								
116	112	905/2	937/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
116	112	905/2	937/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1240			articStaccatoAbove								
117	113	909/2	941/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1241											
117	113	2729/6	2825/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1242											
117	113	2731/6	2827/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1243											
117	113	911/2	943/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1244											
117	113	2735/6	2831/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1245											
117	113	2737/6	2833/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1246											
117	113	913/2	945/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1247											
117	113	2741/6	2837/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1248											
117	113	2743/6	2839/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1249											
117	113	915/2	947/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1250											
117	113	2747/6	2843/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1251											
117	113	2749/6	2845/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1252											
117	113	909/2	941/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1253											
117	113	913/2	945/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1254			articStaccatoBelow								
117	113	915/2	947/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1255			articStaccatoBelow								
118	114	917/2	949/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1256											
118	114	2753/6	2849/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1257											
118	114	2755/6	2851/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1258											
118	114	919/2	951/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1259											
118	114	2759/6	2855/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1260											
118	114	2761/6	2857/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1261											
118	114	921/2	953/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1262											
118	114	2765/6	2861/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1263											
118	114	2767/6	2863/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1264											
118	114	923/2	955/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1265											
118	114	2771/6	2867/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1266											
118	114	2773/6	2869/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1267											
118	114	917/2	949/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1268			articStaccatoBelow								
118	114	921/2	953/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
118	114	921/2	953/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1269			articStaccatoAbove								
119	115	925/2	957/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1270											
119	115	2777/6	2873/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1271											
119	115	2779/6	2875/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1272											
119	115	927/2	959/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1273											
119	115	2783/6	2879/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1274											
119	115	2785/6	2881/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1275											
119	115	929/2	961/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1276											
119	115	2789/6	2885/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1277											
119	115	2791/6	2887/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1278											
119	115	931/2	963/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1279											
119	115	2795/6	2891/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1280											
119	115	2797/6	2893/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1281											
119	115	925/2	957/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1282											
119	115	929/2	961/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1283			articStaccatoBelow								
119	115	931/2	963/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1284			articStaccatoBelow								
120	116	933/2	965/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1285											
120	116	2801/6	2897/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1286											
120	116	2803/6	2899/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1287											
120	116	935/2	967/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1288											
120	116	2807/6	2903/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1289											
120	116	2809/6	2905/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1290											
120	116	937/2	969/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1291											
120	116	2813/6	2909/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1292											
120	116	2815/6	2911/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1293											
120	116	939/2	971/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1294											
120	116	2819/6	2915/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1295											
120	116	2821/6	2917/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1296											
120	116	933/2	965/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1297			articStaccatoBelow								
120	116	937/2	969/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
120	116	937/2	969/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1298			articStaccatoAbove								
121	117	941/2	973/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1299											
121	117	2825/6	2921/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1300											
121	117	2827/6	2923/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1301											
121	117	943/2	975/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1302											
121	117	2831/6	2927/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1303											
121	117	2833/6	2929/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1304											
121	117	945/2	977/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1305											
121	117	2837/6	2933/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1306											
121	117	2839/6	2935/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1307											
121	117	947/2	979/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1308											
121	117	2843/6	2939/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1309											
121	117	2845/6	2941/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1310											
121	117	941/2	973/2	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1311											
121	117	945/2	977/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1312			articStaccatoBelow								
121	117	947/2	979/2	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1313			articStaccatoBelow								
122	118	949/2	981/2	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	1314											
122	118	2849/6	2945/6	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1315											
122	118	2851/6	2947/6	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1316											
122	118	951/2	983/2	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1317											
122	118	2855/6	2951/6	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1318											
122	118	2857/6	2953/6	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1319											
122	118	953/2	985/2	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1320											
122	118	2861/6	2957/6	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1321											
122	118	2863/6	2959/6	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1322											
122	118	955/2	987/2	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1323											
122	118	2867/6	2963/6	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1324											
122	118	2869/6	2965/6	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1325											
122	118	949/2	981/2	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1326			articStaccatoAbove								
122	118	953/2	985/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
122	118	953/2	985/2	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1327			articStaccatoAbove								
123	119	961/2	993/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
123	119	961/2	993/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1328			articStaccatoAbove								
123	119	957/2	989/2	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	1329											
123	119	2873/6	2969/6	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1330											
123	119	2875/6	2971/6	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1331											
123	119	959/2	991/2	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1332											
123	119	2879/6	2975/6	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1333											
123	119	2881/6	2977/6	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1334											
123	119	961/2	993/2	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1335											
123	119	2885/6	2981/6	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1336											
123	119	2887/6	2983/6	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1337											
123	119	963/2	995/2	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1338											
123	119	2891/6	2987/6	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1339											
123	119	2893/6	2989/6	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1340											
124	120	969/2	1001/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
124	120	969/2	1001/2	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1341			articStaccatoAbove								
124	120	965/2	997/2	0.3333333333333333		0	0	Chord	4/4	2	1	1/12		1/8	2/3	1342											
124	120	2897/6	2993/6	0.3333333333333333		1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1343											
124	120	2899/6	2995/6	0.3333333333333333		1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1344											
124	120	967/2	999/2	0.3333333333333333		1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1345											
124	120	2903/6	2999/6	0.3333333333333333		1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1346											
124	120	2905/6	3001/6	0.3333333333333333		5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1347											
124	120	969/2	1001/2	0.3333333333333333		1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1348											
124	120	2909/6	3005/6	0.3333333333333333		7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1349											
124	120	2911/6	3007/6	0.3333333333333333		2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1350											
124	120	971/2	1003/2	0.3333333333333333		3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1351											
124	120	2915/6	3011/6	0.3333333333333333		5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1352											
124	120	2917/6	3013/6	0.3333333333333333		11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1353											
125	121	973/2	1005/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1354	ff		articStaccatoAbove								
125	121	487	503	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1355							139				
125	121	975/2	1007/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1356							139				
125	121	488	504	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1357							139				
125	121	977/2	1009/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1358							139				
125	121	489	505	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1359							139				
125	121	979/2	1011/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1360							139				
125	121	490	506	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1361											
125	121	973/2	1005/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1362			articStaccatoBelow								
125	121	487	503	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1363							140				
125	121	975/2	1007/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1364							140				
125	121	488	504	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1365							140				
125	121	977/2	1009/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1366							140				
125	121	489	505	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1367							140				
125	121	979/2	1011/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1368							140				
125	121	490	506	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1369											
126	122	981/2	1013/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1370							141				
126	122	491	507	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1371							141				
126	122	983/2	1015/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1372							141				
126	122	492	508	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1373							141				
126	122	985/2	1017/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					141				
126	122	985/2	1017/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1374							141				
126	122	493	509	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1375							141				
126	122	987/2	1019/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1376							141				
126	122	494	510	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1377											
126	122	981/2	1013/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1378							142				
126	122	491	507	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1379							142				
126	122	983/2	1015/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1380							142				
126	122	492	508	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1381							142				
126	122	985/2	1017/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1382							142				
126	122	493	509	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1383							142				
126	122	987/2	1019/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1384							142				
126	122	494	510	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1385											
127	123	989/2	1021/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1386							143				
127	123	495	511	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1387							143				
127	123	991/2	1023/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1388							143				
127	123	496	512	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1389											
127	123	993/2	1025/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
127	123	993/2	1025/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1390							144				
127	123	497	513	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1391							144				
127	123	995/2	1027/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1392							144				
127	123	498	514	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1393											
127	123	989/2	1021/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1394							145				
127	123	495	511	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1395							145				
127	123	991/2	1023/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1396							145				
127	123	496	512	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1397											
127	123	993/2	1025/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1398							146				
127	123	497	513	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1399							146				
127	123	995/2	1027/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1400							146				
127	123	498	514	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1401											
128	124	997/2	1029/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1402							147				
128	124	499	515	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1403							147				
128	124	999/2	1031/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1404							147				
128	124	500	516	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1405											
128	124	1001/2	1033/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf									
128	124	1001/2	1033/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1406							148				
128	124	501	517	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1407							148				
128	124	1003/2	1035/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1408							148				
128	124	502	518	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1409											
128	124	997/2	1029/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1410							149				
128	124	499	515	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1411							149				
128	124	999/2	1031/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1412							149				
128	124	500	516	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1413											
128	124	1001/2	1033/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1414							150				
128	124	501	517	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1415							150				
128	124	1003/2	1035/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1416							150				
128	124	502	518	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1417											
129	125	1005/2	1037/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1418							151				
129	125	503	519	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1419							151				
129	125	1007/2	1039/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1420							151				
129	125	504	520	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1421							151				
129	125	1009/2	1041/2	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					151				
129	125	1009/2	1041/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1422							151				
129	125	505	521	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1423							151				
129	125	1011/2	1043/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1424							151				
129	125	506	522	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1425											
129	125	1005/2	1037/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1426							152				
129	125	503	519	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1427							152				
129	125	1007/2	1039/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1428							152				
129	125	504	520	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1429							152				
129	125	1009/2	1041/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1430							152				
129	125	505	521	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1431							152				
129	125	1011/2	1043/2	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1432							152				
129	125	506	522	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1433											
130	126	1013/2	1045/2	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1434							153				
130	126	507	523	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1435							153				
130	126	1015/2	1047/2	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1436							153				
130	126	508	524	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1437											
130	126	1017/2	1049/2	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1438							154				
130	126	509	525	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1439							154				
130	126	1019/2	1051/2	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1440							154				
130	126	510	526	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1441											
130	126	1013/2	1045/2	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1442							155				
130	126	507	523	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1443							155				
130	126	1015/2	1047/2	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1444							155				
130	126	508	524	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1445											
130	126	1017/2	1049/2	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf									
130	126	1017/2	1049/2	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1446							156				
