mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va	Trill:trill
111	111	331	331	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	844				57				
111	111	663/2	663/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	845				57				
111	111	332	332	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	846				57				
111	111	665/2	665/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	847								
111	111	330	330	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	848								
111	111	663/2	663/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	849								
111	111	330	330	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	850								
111	111	663/2	663/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	851								
112	112	333	333	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	852								
112	112	669/2	669/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0						sf						
112	112	669/2	669/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	853								
112	112	333	333	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	854				58				
112	112	669/2	669/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	855				58				
112	112	335	335	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	856				58				
112	112	671/2	671/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	857								
113	113	336	336	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	858								
113	113	675/2	675/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	859								
113	113	336	336	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	860				59				
113	113	675/2	675/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	861				59				
113	113	338	338	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	862				59				
113	113	677/2	677/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	863								
114	114	339	339	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	864								
114	114	681/2	681/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	865								
114	114	339	339	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	866				60				
114	114	340	340	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	867				60				
114	114	681/2	681/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	868				60				
114	114	683/2	683/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	869								
114	114	681/2	681/2	1.5	3/8	3/8	Chord	6/8	2	2	3/8		1/4	3/2	870								
115	115	342	342	3.0	0	0	Chord	6/8	1	1	3/4		1/2	3/2	871								
115	115	342	342	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	872				61				
115	115	687/2	687/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	873								
115	115	342	342	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	874								
116	116	345	345	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	875								
116	116	693/2	693/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	876								
116	116	345	345	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	877				62				
116	116	693/2	693/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	878				62				
116	116	347	347	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	879				62				
116	116	695/2	695/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	880								
117	117	348	348	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	881								
117	117	699/2	699/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	882								
117	117	348	348	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	883				63				
117	117	699/2	699/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	884				63				
117	117	350	350	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	885				63				
117	117	701/2	701/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	886								
118	118	351	351	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	887								
118	118	705/2	705/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	888								
118	118	351	351	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	889								
118	118	703/2	703/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	890								
118	118	352	352	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	891								
118	118	705/2	705/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	892								
118	118	353	353	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	893								
118	118	707/2	707/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	894								
118	118	705/2	705/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	895								
119	119	354	354	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	896								
119	119	711/2	711/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	897								
119	119	354	354	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	898								
119	119	709/2	709/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	899								
119	119	355	355	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	900								
119	119	711/2	711/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	901								
119	119	356	356	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	902								
119	119	713/2	713/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	903								
119	119	354	354	1.0	0	0	Chord	6/8	2	2	1/4		1/4	1	904								
119	119	711/2	711/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4		1/4	1	905								
120	120	357	357	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	906				64				
120	120	358	358	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	907				64				
120	120	717/2	717/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	908				64				
120	120	719/2	719/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	909								
120	120	357	357	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	910								
121	121	360	360	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	911								
121	121	723/2	723/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	912								
121	121	725/2	725/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	913								
121	121	361	361	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	914								
121	121	723/2	723/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	915								
121	121	725/2	725/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	916								
121	121	361	361	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	917				65				
121	121	723/2	723/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	918				65				
121	121	725/2	725/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	919								
122	122	363	363	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	920				66				
122	122	729/2	729/2	0.0	3/8	3/8	Spanner	6/8	1	1	0								66		7		
122	122	729/2	729/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	921				66		7		
122	122	731/2	731/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	922				66		7		
122	122	363	363	1.0	0	0	Chord	6/8	1	2	1/4		1/4	1	923						7		
122	122	364	364	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	924						7		
122	122	729/2	729/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	925						7		
122	122	731/2	731/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	926						7		
122	122	363	363	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	927				67				
122	122	364	364	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	928				67				
122	122	729/2	729/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	929				67				
122	122	731/2	731/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	930				67				
123	123	366	366	0.0	0	0	Spanner	6/8	1	1	0								66				
123	123	366	366	0.0	0	0	Spanner	6/8	1	1	0								66	5			
123	123	366	366	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	931				66	5			
123	123	735/2	735/2	0.0	3/8	3/8	Spanner	6/8	1	1	0												
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	932								
123	123	366	366	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	933								
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	934								
123	123	366	366	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	935				67				
123	123	735/2	735/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	936								
124	124	369	369	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	937				68				
124	124	370	370	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	938				68				
124	124	741/2	741/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	939				68				
124	124	743/2	743/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	940								
124	124	369	369	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	941				69				
124	124	370	370	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	942				69				
124	124	741/2	741/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	943				69				
124	124	743/2	743/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	944								
125	125	372	372	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	945								
125	125	372	372	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	946								
125	125	747/2	747/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	947								
125	125	749/2	749/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	948								
126	126	375	375	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	949				70				
126	126	376	376	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	950				70				
126	126	753/2	753/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	951				70				
126	126	755/2	755/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	952								
126	126	375	375	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	953								
127	127	378	378	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	954								
127	127	759/2	759/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	955								
127	127	761/2	761/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	956								
127	127	378	378	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	957								
128	128	381	381	0.0	0	0	Spanner	6/8	1	1	0										8		
128	128	381	381	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	958				71		8		
128	128	382	382	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	959				71		8		
128	128	765/2	765/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	960				71		8		
128	128	767/2	767/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	961						8		
128	128	381	381	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	962								
129	129	384	384	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	963						8		
129	129	771/2	771/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	964						8		
129	129	773/2	773/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	965						8		
129	129	384	384	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	966								
130	130	387	387	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	967				72		8		
130	130	388	388	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	968				72		8		
130	130	777/2	777/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	969				72		8		
130	130	779/2	779/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	970						8		
130	130	387	387	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	971						8		
130	130	387	387	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	972								
131	131	390	390	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	973						8		
131	131	783/2	783/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	974						8		
131	131	785/2	785/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	975						8		
131	131	390	390	3.0	0	0	Chord	6/8	1	2	3/4		1/2	3/2	976						8		
131	131	390	390	3.0	0	0	Chord	6/8	2	1	3/4		1/2	3/2	977								
132	132	393	393	0.0	0	0	Dynamic	6/8	1	1	0						p						
132	132	393	393	0.0	0	0	Spanner	6/8	1	1	0												
132	132	393	393	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	978								
132	132	789/2	789/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	979								
132	132	395	395	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	980								
132	132	791/2	791/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	981								
132	132	787/2	787/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	982								
132	132	394	394	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	983								
132	132	789/2	789/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	984								
132	132	393	393	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	985								
132	132	789/2	789/2	1.5	3/8	3/8	Chord	6/8	2	1	3/8		1/4	3/2	986								
132	132	789/2	789/2	0.5	3/8	3/8	Chord	6/8	2	2	1/8		1/8	1	987								
132	132	395	395	0.5	1/2	1/2	Chord	6/8	2	2	1/8		1/8	1	988								
132	132	791/2	791/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8		1/8	1	989								
133	133	396	396	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	990								
133	133	795/2	795/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	991								
133	133	398	398	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	992								
133	133	797/2	797/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	993								
133	133	396	396	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	994								
133	133	793/2	793/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	995								
133	133	397	397	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	996								
133	133	795/2	795/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	997								
133	133	396	396	1.5	0	0	Chord	6/8	2	1	3/8		1/4	3/2	998				73				
133	133	795/2	795/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	999								
133	133	398	398	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1000								
133	133	797/2	797/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1001								
133	133	396	396	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1002								
134	134	399	399	0.0	0	0	Spanner	6/8	1	1	0										9		
134	134	399	399	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1003				74		9		
134	134	400	400	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1004				74		9		
134	134	801/2	801/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1005				74		9		
134	134	803/2	803/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1006				74		9		
134	134	399	399	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1007						9		
134	134	801/2	801/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1008						9		
134	134	803/2	803/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1009						9		
134	134	399	399	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1010								
134	134	799/2	799/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1011								
134	134	400	400	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1012								
134	134	801/2	801/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1013								
134	134	401	401	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1014								
134	134	803/2	803/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1015								
135	135	402	402	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1016				74		9		
135	135	403	403	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1017				74		9		
135	135	807/2	807/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1018				74		9		
135	135	809/2	809/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1019						9		
135	135	402	402	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1020						9		
135	135	805/2	805/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	1021						9		
135	135	807/2	807/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1022						9		
135	135	402	402	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1023								
135	135	805/2	805/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1024								
135	135	403	403	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1025								
135	135	807/2	807/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1026								
135	135	404	404	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1027								
135	135	809/2	809/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1028								
136	136	405	405	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1029						9		
136	136	813/2	813/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1030						9		
136	136	407	407	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1031						9		
136	136	815/2	815/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1032						9		
136	136	405	405	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1033						9		
136	136	811/2	811/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1034						9		
136	136	406	406	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1035						9		
136	136	813/2	813/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1036						9		
136	136	405	405	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1037								
136	136	811/2	811/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1038								
136	136	406	406	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1039								
136	136	813/2	813/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1040								
136	136	407	407	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1041								
136	136	815/2	815/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1042								
136	136	405	405	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1043								
137	137	408	408	1.5	0	0	Chord	6/8	1	1	3/8		1/4	3/2	1044						9		
137	137	819/2	819/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1045						9		
137	137	410	410	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1046						9		
137	137	821/2	821/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1047						9		
137	137	408	408	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1048						9		
137	137	817/2	817/2	0.5	1/8	1/8	Chord	6/8	1	2	1/8		1/8	1	1049						9		
137	137	409	409	0.5	1/4	1/4	Chord	6/8	1	2	1/8		1/8	1	1050						9		
137	137	819/2	819/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1051						9		
137	137	408	408	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1052								
137	137	817/2	817/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1053								
137	137	409	409	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1054								
137	137	819/2	819/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1055								
137	137	410	410	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1056								
137	137	821/2	821/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1057								
137	137	408	408	3.0	0	0	Chord	6/8	2	2	3/4		1/2	3/2	1058								
138	138	411	411	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1059				75		9		
138	138	412	412	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1060				75		9		
138	138	825/2	825/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1061				75		9		
138	138	827/2	827/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1062				75		9		
138	138	411	411	1.5	0	0	Chord	6/8	1	2	3/8		1/4	3/2	1063						9		
138	138	825/2	825/2	1.0	3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	1064						9		
138	138	827/2	827/2	0.5	5/8	5/8	Chord	6/8	1	2	1/8		1/8	1	1065						9		
138	138	411	411	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1066								
138	138	823/2	823/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1067								
138	138	412	412	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1068								
138	138	825/2	825/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1069								
138	138	413	413	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1070								
138	138	827/2	827/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1071								
139	139	414	414	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1072				75		9		
139	139	415	415	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1073				75		9		
139	139	831/2	831/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1074				75		9		
139	139	833/2	833/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1075						9		
139	139	414	414	0.5	0	0	Chord	6/8	1	2	1/8		1/8	1	1076						9		
139	139	829/2	829/2	1.0	1/8	1/8	Chord	6/8	1	2	1/4		1/4	1	1077						9		
139	139	831/2	831/2	1.5	3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	1078						9		
139	139	414	414	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1079								
139	139	829/2	829/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1080								
139	139	415	415	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1081								
139	139	831/2	831/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1082								
139	139	416	416	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1083								
139	139	833/2	833/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1084								
140	140	417	417	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1085						9		
140	140	418	418	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1086				76		9		
140	140	837/2	837/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1087				76		9		
140	140	839/2	839/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1088				76		9		
140	140	417	417	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1089								
140	140	835/2	835/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1090								
140	140	418	418	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1091								
140	140	837/2	837/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1092								
140	140	419	419	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1093								
140	140	839/2	839/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1094								
141	141	420	420	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1095				76		9		
141	141	421	421	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1096				76		9		
141	141	843/2	843/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1097				76		9		
141	141	845/2	845/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1098				76		9		
141	141	420	420	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1099								
141	141	841/2	841/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1100								
141	141	421	421	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1101								
141	141	843/2	843/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1102								
141	141	422	422	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1103								
141	141	845/2	845/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1104								
142	142	423	423	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1105				76		9		
142	142	424	424	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1106				76		9		
142	142	849/2	849/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1107				76		9		
142	142	851/2	851/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1108				76		9		
142	142	423	423	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1109								
142	142	847/2	847/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1110								
142	142	424	424	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1111								
142	142	849/2	849/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1112								
142	142	425	425	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1113								
142	142	851/2	851/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1114								
143	143	426	426	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1115				76		9		
143	143	427	427	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1116				76		9		
143	143	855/2	855/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	1117				76		9		
143	143	857/2	857/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1118				76		9		
143	143	426	426	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1119								
143	143	853/2	853/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	1120								
143	143	427	427	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1121								
143	143	855/2	855/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	1122								
143	143	857/2	857/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1123								
144	144	429	429	0.0	0	0	Spanner	6/8	1	1	0												
144	144	429	429	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	1124								
144	144	430	430	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1125				77				
