mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
100	100	795/4	795/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	833						3		
100	100	199	199	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	834				303		3		
100	100	797/4	797/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	835						3		
100	100	399/2	399/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	836				304		3		
100	100	799/4	799/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	837						3		
100	100	198	198	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	838				305				
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	839				305				
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	840				305				
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	841				305				
101	101	200	200	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	842				306		3		
101	101	801/4	801/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	843						3		
101	101	401/2	401/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	844				307		3		
101	101	803/4	803/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	845						3		
101	101	201	201	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	846				308		3		
101	101	805/4	805/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	847						3		
101	101	403/2	403/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	848				309		3		
101	101	807/4	807/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	849						3		
101	101	200	200	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	850				305				
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	851				305				
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	852				305				
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	853				305				
102	102	202	202	0.0	0	0	Spanner	2/4	1	1	0											
102	102	202	202	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	854	()			310				
102	102	809/4	809/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	855								
102	102	405/2	405/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	856				311				
102	102	811/4	811/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	857								
102	102	203	203	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	858				312				
102	102	813/4	813/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	859								
102	102	407/2	407/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	860				313				
102	102	815/4	815/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	861								
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	862				305				
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	863				305				
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	864				305				
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	865				305				
103	103	204	204	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	866				314				
103	103	817/4	817/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	867								
103	103	409/2	409/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	868				315				
103	103	819/4	819/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	869								
103	103	205	205	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	870				316				
103	103	821/4	821/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	871								
103	103	411/2	411/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	872				317				
103	103	823/4	823/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	873								
103	103	204	204	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	874				305				
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	875				305				
103	103	205	205	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	876				305				
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	877								
104	104	206	206	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	878				318				
104	104	825/4	825/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	879								
104	104	413/2	413/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	880				319				
104	104	827/4	827/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	881								
104	104	207	207	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	882				320				
104	104	829/4	829/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	883								
104	104	415/2	415/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	884				321				
104	104	831/4	831/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	885								
104	104	206	206	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	886								
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	887				322				
104	104	207	207	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	888				322				
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	889				322				
105	105	208	208	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	890				323				
105	105	833/4	833/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	891								
105	105	417/2	417/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	892				324				
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	893								
105	105	209	209	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	894				325				
105	105	837/4	837/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	895								
105	105	419/2	419/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	896				326				
105	105	839/4	839/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	897								
105	105	208	208	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	898				322				
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	899				322				
105	105	209	209	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	900				322				
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	901				322				
106	106	210	210	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	902				327				
106	106	841/4	841/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	903								
106	106	421/2	421/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	904				328				
106	106	843/4	843/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	905								
106	106	211	211	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	906				329				
106	106	845/4	845/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	907								
106	106	423/2	423/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	908				330				
106	106	847/4	847/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	909								
106	106	210	210	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	910				322				
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	911				322				
106	106	211	211	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	912				322				
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	913				322				
107	107	212	212	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	914				331				
107	107	849/4	849/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	915								
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	916				332				
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	917								
107	107	213	213	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	918				333				
107	107	853/4	853/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	919								
107	107	427/2	427/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	920				334				
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	921								
107	107	212	212	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	922				322				
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	923				322				
107	107	213	213	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	924				322				
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	925				322				
108	108	214	214	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	926				335				
108	108	857/4	857/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	927								
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	928				336				
108	108	859/4	859/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	929								
108	108	215	215	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	930				337				
108	108	861/4	861/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	931								
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	932				338				
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	933								
108	108	214	214	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	934				322				
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	935				322				
108	108	215	215	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	936				322				
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	937				322				
109	109	216	216	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	938				339				
109	109	865/4	865/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	939								
109	109	433/2	433/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	940				340				
109	109	867/4	867/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	941								
109	109	217	217	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	942				341				
109	109	869/4	869/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	943								
109	109	435/2	435/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	944				342				
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	945								
109	109	216	216	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	946				322				
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	947				322				
109	109	217	217	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	948				322				
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	949								
110	110	218	218	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	950								
110	110	437/2	437/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	951				343				
110	110	875/4	875/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	952								
110	110	439/2	439/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	953				344				
110	110	879/4	879/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	954								
110	110	218	218	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	955								
110	110	219	219	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	956				345				
110	110	877/4	877/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	957								
111	111	441/2	441/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	958				346				
111	111	883/4	883/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	959								
111	111	443/2	443/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	960				347				
111	111	887/4	887/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	961								
111	111	220	220	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	962				348				
111	111	881/4	881/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	963								
111	111	221	221	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	964				349				
111	111	885/4	885/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	965								
112	112	445/2	445/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	966				350				
112	112	891/4	891/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	967								
112	112	447/2	447/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	968				351				
112	112	895/4	895/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	969								
112	112	222	222	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	970				352				
112	112	889/4	889/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	971								
112	112	223	223	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	972				353				
112	112	893/4	893/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	973								
113	113	449/2	449/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	974				354				
113	113	899/4	899/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	975								
113	113	451/2	451/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	976				355				
113	113	903/4	903/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	977								
113	113	224	224	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	978				356				
113	113	897/4	897/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	979								
113	113	225	225	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	980				357				
113	113	901/4	901/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	981								
114	114	226	226	0.0	0	0	Spanner	2/4	1	1	0								1			
114	114	453/2	453/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	982				358	1			
114	114	907/4	907/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	983					1			
114	114	455/2	455/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	984				359	1			
114	114	911/4	911/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	985					1			
114	114	226	226	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	986				360				
114	114	905/4	905/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	987								
114	114	227	227	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	988				361				
114	114	909/4	909/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	989								
115	115	228	228	0.0	0	0	Dynamic	2/4	1	1	0					p						
115	115	228	228	0.0	0	0	Spanner	2/4	1	1	0											
115	115	457/2	457/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	990				362				
115	115	915/4	915/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	991								
115	115	459/2	459/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	992				363				
115	115	919/4	919/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	993								
115	115	228	228	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	994				364				
115	115	913/4	913/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	995								
115	115	229	229	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	996				365				
115	115	917/4	917/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	997								
116	116	230	230	0.0	0	0	Dynamic	2/4	1	1	0					ff						
116	116	461/2	461/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	998				366				
116	116	923/4	923/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	999								
116	116	231	231	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1000				367				
116	116	925/4	925/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1001								
116	116	463/2	463/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1002				368				
116	116	927/4	927/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1003								
116	116	230	230	0.0	0	0	Spanner	2/4	2	1	0										3	3
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1004							3	3
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1005			articStaccatoBelow				3	3
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1006			articStaccatoBelow				3	3
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1007			articStaccatoBelow				3	3
117	117	232	232	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1008				369				
117	117	929/4	929/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1009								
117	117	465/2	465/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1010				370				
117	117	931/4	931/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1011								
117	117	233	233	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1012				371				
117	117	933/4	933/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1013								
117	117	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1014				372				
117	117	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1015								
117	117	232	232	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1016			articStaccatoAbove				3	3
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1017			articStaccatoAbove				3	3
117	117	233	233	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1018			articStaccatoAbove				3	3
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1019			articStaccatoAbove				3	3
118	118	234	234	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1020								
118	118	469/2	469/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1021				373				
118	118	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1022								
118	118	235	235	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1023				374				
118	118	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1024								
118	118	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1025				375				
118	118	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1026								
118	118	234	234	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1027							3	3
118	118	469/2	469/2	0.0	1/8	1/8	Spanner	2/4	2	1	0											
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1028				376				
118	118	235	235	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1029				376				
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1030				376				
119	119	236	236	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1031								
119	119	945/4	945/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1032								
119	119	473/2	473/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1033				377				
119	119	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1034								
119	119	237	237	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1035				378				
119	119	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1036								
119	119	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1037				379				
119	119	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1038								
119	119	236	236	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1039				376				
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1040				376				
119	119	237	237	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1041				376				
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1042								
119	119	237	237	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	1043								
120	120	238	238	0.0	0	0	Dynamic	2/4	1	1	0					ff						
120	120	477/2	477/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1044				380				
120	120	955/4	955/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1045								
120	120	239	239	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1046				381				
120	120	957/4	957/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1047								
120	120	479/2	479/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1048				382				
120	120	959/4	959/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1049								
120	120	238	238	0.0	0	0	Spanner	2/4	2	1	0										4	4
120	120	238	238	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1050							4	4
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1051			articStaccatoBelow				4	4
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1052			articStaccatoBelow				4	4
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1053			articStaccatoBelow				4	4
121	121	240	240	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1054				383				
121	121	961/4	961/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1055								
121	121	481/2	481/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1056				384				
121	121	963/4	963/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1057								
121	121	241	241	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1058				385				
121	121	965/4	965/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1059								
121	121	483/2	483/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1060				386				
121	121	967/4	967/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1061								
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1062			articStaccatoAbove				4	4
121	121	481/2	481/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1063			articStaccatoAbove				4	4
121	121	241	241	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1064			articStaccatoAbove				4	4
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1065			articStaccatoAbove				4	4
122	122	242	242	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1066								
122	122	485/2	485/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1067				387				
122	122	971/4	971/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1068								
122	122	243	243	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1069				388				
122	122	973/4	973/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1070								
122	122	487/2	487/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1071				389				
122	122	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1072								
122	122	242	242	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1073							4	4
122	122	485/2	485/2	0.0	1/8	1/8	Spanner	2/4	2	1	0											
122	122	485/2	485/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1074				390				
122	122	243	243	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1075				390				
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1076				390				
123	123	244	244	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1077				391				
123	123	977/4	977/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1078								
123	123	489/2	489/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1079				392				
123	123	979/4	979/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1080								
123	123	245	245	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1081				393				
123	123	981/4	981/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1082								
123	123	491/2	491/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1083				394				
123	123	983/4	983/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1084								
123	123	244	244	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1085				390				
123	123	489/2	489/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1086				390				
123	123	245	245	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1087				390				
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1088								
123	123	245	245	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	1089								
124	124	246	246	0.0	0	0	Spanner	2/4	1	1	0									4		
124	124	246	246	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1090				395		4		
124	124	985/4	985/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1091						4		
124	124	493/2	493/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1092				396		4		
124	124	987/4	987/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1093						4		
124	124	247	247	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1094				397		4		
124	124	989/4	989/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1095						4		
124	124	495/2	495/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1096				398		4		
124	124	991/4	991/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1097						4		
124	124	246	246	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1098								
124	124	493/2	493/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1099				399				
124	124	247	247	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1100				399				
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1101				399				
125	125	248	248	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1102				400		4		
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1103						4		
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1104				401		4		
