mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	HairPin:3_decresc	crescendo_hairpin
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	462							32							
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	463							32							
26	26	78	78	0.0	3/4	3/4	Tempo	3/4	1	1	0								"

𝅘𝅥
=80
"	80.0	0.0	32							
26	26	78	78	0.25	3/4	3/4	Chord	3/4	1	1	1/16		1/16	1	464							32							
26	26	313/4	313/4	0.25	13/16	13/16	Chord	3/4	1	1	1/16		1/16	1	465							32							
26	26	157/2	157/2	0.0	7/8	7/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=90
"	90.0	0.0	32							
26	26	157/2	157/2	0.25	7/8	7/8	Chord	3/4	1	1	1/16		1/16	1	466							32							
26	26	315/4	315/4	0.25	15/16	15/16	Chord	3/4	1	1	1/16		1/16	1	467							32							
26	26	79	79	0.0	1	1	Tempo	3/4	1	1	0								"

𝅘𝅥
=100
"	100.0	0.0	32							
26	26	79	79	0.25	1	1	Chord	3/4	1	1	1/16		1/16	1	468							32							
26	26	317/4	317/4	0.25	17/16	17/16	Chord	3/4	1	1	1/16		1/16	1	469							32							
26	26	159/2	159/2	0.25	9/8	9/8	Chord	3/4	1	1	1/16		1/16	1	470							32							
26	26	319/4	319/4	0.25	19/16	19/16	Chord	3/4	1	1	1/16		1/16	1	471							32							
26	26	80	80	0.25	5/4	5/4	Chord	3/4	1	1	1/16		1/16	1	472							32							
26	26	321/4	321/4	0.25	21/16	21/16	Chord	3/4	1	1	1/16		1/16	1	473							32							
26	26	161/2	161/2	0.0	11/8	11/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=90
"	90.0	0.0	32							
26	26	161/2	161/2	0.25	11/8	11/8	Chord	3/4	1	1	1/16		1/16	1	474							32							
26	26	323/4	323/4	0.25	23/16	23/16	Chord	3/4	1	1	1/16		1/16	1	475							32							
26	26	81	81	0.0	3/2	3/2	Tempo	3/4	1	1	0								"

𝅘𝅥
=80
"	80.0	0.0	32							
26	26	81	81	0.25	3/2	3/2	Chord	3/4	1	1	1/16		1/16	1	476							32							
26	26	325/4	325/4	0.25	25/16	25/16	Chord	3/4	1	1	1/16		1/16	1	477							32							
26	26	163/2	163/2	0.0	13/8	13/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=68
"	68.0	0.0	32							
26	26	163/2	163/2	0.25	13/8	13/8	Chord	3/4	1	1	1/16		1/16	1	478							32							
26	26	327/4	327/4	0.25	27/16	27/16	Chord	3/4	1	1	1/16		1/16	1	479							32							
26	26	82	82	0.0	7/4	7/4	Tempo	3/4	1	1	0								"

𝅘𝅥
=58
"	58.0	0.0	32							
26	26	82	82	0.25	7/4	7/4	Chord	3/4	1	1	1/16		1/16	1	480							32							
26	26	329/4	329/4	0.25	29/16	29/16	Chord	3/4	1	1	1/16		1/16	1	481							32							
26	26	165/2	165/2	0.0	15/8	15/8	Tempo	3/4	1	1	0								"

𝅘𝅥
=54
"	54.0	0.0								
26	26	165/2	165/2	0.25	15/8	15/8	Chord	3/4	1	1	1/16		1/16	1	482														
26	26	331/4	331/4	0.0	31/16	31/16	Tempo	3/4	1	1	0								"

𝅘𝅥
=40
"	40.0	0.0								
26	26	331/4	331/4	0.0	31/16	31/16	Spanner	3/4	1	1	0													2					
26	26	331/4	331/4	1.0	31/16	31/16	Chord	3/4	1	1	1/4		1/4	1	483		articStaccatoBelow					33		2					
26	26	335/4	335/4	1.0	35/16	35/16	Chord	3/4	1	1	1/4		1/4	1	484		articStaccatoBelow							2					
26	26	339/4	339/4	0.0	39/16	39/16	Dynamic	3/4	1	1	0					pp													
26	26	339/4	339/4	0.0	39/16	39/16	Spanner	3/4	1	1	0																		
26	26	339/4	339/4	1.0	39/16	39/16	Chord	3/4	1	1	1/4		1/4	1	485														
26	26	75	75	0.0625	0	0	Chord	3/4	1	2	1/64		1/64	1	486														
26	26	1201/16	1201/16	0.0625	1/64	1/64	Chord	3/4	1	2	1/64		1/64	1	487														
26	26	601/8	601/8	1.5	1/32	1/32	Chord	3/4	1	2	3/8	c64	1/4	3/2	488														
26	26	601/8	601/8	1.5	1/32	1/32	Chord	3/4	1	2	3/8		1/4	3/2	489														
26	26	613/8	613/8	0.075	13/32	13/32	Chord	3/4	1	2	3/160		1/32	3/5	490														
26	26	767/10	767/10	0.075	17/40	17/40	Chord	3/4	1	2	3/160		1/32	3/5	491														
26	26	3071/40	3071/40	0.075	71/160	71/160	Chord	3/4	1	2	3/160		1/32	3/5	492														
26	26	1537/20	1537/20	0.075	37/80	37/80	Chord	3/4	1	2	3/160		1/32	3/5	493														
26	26	3077/40	3077/40	0.075	77/160	77/160	Chord	3/4	1	2	3/160		1/32	3/5	494														
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0																		
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0												114						
26	26	75	75	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	495								114						
26	26	331/4	331/4	0.0	31/16	31/16	Spanner	3/4	2	1	0																		
26	26	331/4	331/4	0.0	31/16	31/16	Spanner	3/4	2	1	0												115						
26	26	335/4	335/4	0.0	35/16	35/16	Spanner	3/4	2	1	0																		
26	26	335/4	335/4	0.0	35/16	35/16	Spanner	3/4	2	1	0												116						
26	26	339/4	339/4	0.0	39/16	39/16	StaffText	3/4	2	1	0							attacca subito											
26	26	339/4	339/4	0.0	39/16	39/16	StaffText	3/4	2	1	0							l'Allegro vivace.											
26	26	339/4	339/4	0.0	39/16	39/16	Spanner	3/4	2	1	0																		
26	26	339/4	339/4	0.0	39/16	39/16	Spanner	3/4	2	1	0												117						
26	26	343/4	343/4	0.0	43/16	43/16	Spanner	3/4	2	1	0																		
