mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	crescendo_hairpin
161	158	472	472	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	802							
161	158	472	472	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	803							
161	158	474	474	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	804				114			
162	159	475	475	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	805				115			
162	159	477	477	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	806							
162	159	951/2	951/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	807							
162	159	953/2	953/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	808							
162	159	955/2	955/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	809							
162	159	475	475	0.0	0	0	Dynamic	3/4	2	1	0						rf		114			
162	159	475	475	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	810				114			
162	159	476	476	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	811				114			
162	159	477	477	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	812							
163	160	478	478	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	813				116			
163	160	480	480	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	814							
163	160	957/2	957/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	815							
163	160	959/2	959/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	816							
163	160	961/2	961/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	817							
163	160	478	478	0.0	0	0	Dynamic	3/4	2	1	0						rf					
163	160	478	478	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	818				117			
163	160	479	479	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	819				117			
163	160	480	480	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820							
164	161	481	481	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	821				118			
164	161	482	482	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	822				118			
164	161	483	483	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	823							
164	161	963/2	963/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	824							
164	161	965/2	965/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	825							
164	161	967/2	967/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	826							
164	161	481	481	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	827							
164	161	482	482	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	828							
164	161	483	483	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	829							
165	162	484	484	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	830							
165	162	486	486	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	831	<						
165	162	484	484	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	832							
166	163	487	487	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	833				119			
166	163	489	489	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	834							
166	163	975/2	975/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	835							
166	163	977/2	977/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	836							
166	163	979/2	979/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	837							
166	163	488	488	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	838							
166	163	489	489	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	839							
166	163	487	487	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	840							
167	164	490	490	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	841				120			
167	164	492	492	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	842							
167	164	981/2	981/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	843							
167	164	983/2	983/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	844							
167	164	985/2	985/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	845							
167	164	491	491	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	846							
167	164	492	492	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	847							
167	164	490	490	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	848							
168	165	493	493	0.0	0	0	Dynamic	3/4	1	1	0						fp					
168	165	493	493	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	849							
168	165	989/2	989/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	850				121			
168	165	495	495	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	851				121			
168	165	991/2	991/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	852							
168	165	493	493	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	853							
169	166	496	496	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	854				122			
169	166	993/2	993/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	855				122			
169	166	497	497	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	856				122			
169	166	995/2	995/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	857							
169	166	498	498	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	858							
169	166	498	498	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	859							
169	166	498	498	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	860			ornamentTrill				
169	166	496	496	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861							
170	167	499	499	0.0	0	0	Spanner	3/4	1	1	0									3		
170	167	499	499	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	862				123	3		
170	167	999/2	999/2	0.0	1/8	1/8	Spanner	3/4	1	1	0								123			
170	167	501	501	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	863				123			
170	167	999/2	999/2	1.0	1/8	1/8	Chord	3/4	1	2	1/4		1/4	1	864							
170	167	1001/2	1001/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	865							
170	167	1003/2	1003/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	866							
170	167	500	500	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	867				124			
170	167	501	501	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	868				124			
170	167	499	499	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	869							
171	168	502	502	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	870							
171	168	504	504	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	871			articStaccatoAbove				
171	168	502	502	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	872							
171	168	1005/2	1005/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	873				125			
171	168	503	503	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	874				125			
171	168	1007/2	1007/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	875							
171	168	504	504	0.0	1/2	1/2	Dynamic	3/4	1	2	0						f					
171	168	504	504	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	876	f		articStaccatoBelow				
171	168	502	502	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	877							
171	168	504	504	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	878			articStaccatoAbove				
171	168	502	502	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	879							
172	169	505	505	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	880			articStaccatoAbove				
172	169	505	505	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	881			articStaccatoBelow				
172	169	505	505	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	882			articStaccatoBelow				
