mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
100	98	356	364	4.0		0	0	Chord	2/2	1	1	1	1	1	856										6		
100	98	357	365	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	857									88			
100	98	715/2	731/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	858												
100	98	358	366	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	859												
100	98	359	367	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	860									89			
100	98	719/2	735/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	861												
101	99	360	368	4.0		0	0	Chord	2/2	1	1	1	1	1	862										6		
101	99	361	369	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	863									90			
101	99	723/2	739/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	864												
101	99	362	370	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	865												
101	99	363	371	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	866									91			
101	99	727/2	743/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	867												
102	100	364	372	4.0		0	0	Chord	2/2	1	1	1	1	1	868										6		
102	100	365	373	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	869									92			
102	100	731/2	747/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	870												
102	100	366	374	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	871												
102	100	367	375	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	872									93			
102	100	735/2	751/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	873												
103	101	368	376	4.0		0	0	Chord	2/2	1	1	1	1	1	874										6		
103	101	369	377	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	875									94			
103	101	739/2	755/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	876												
103	101	370	378	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	877												
103	101	371	379	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	878									95			
103	101	743/2	759/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	879												
104	102	372	380	4.0		0	0	Chord	2/2	1	1	1	1	1	880										6		
104	102	373	381	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	881									96			
104	102	747/2	763/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	882												
104	102	374	382	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	883												
104	102	375	383	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	884									97			
104	102	751/2	767/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	885												
105	103	376	384	4.0		0	0	Chord	2/2	1	1	1	1	1	886										6		
105	103	377	385	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	887									98			
105	103	755/2	771/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	888												
105	103	378	386	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	889												
105	103	379	387	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	890									99			
105	103	759/2	775/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	891												
106	104	380	388	0.0		0	0	Spanner	2/2	1	1	0															
106	104	380	388	4.0		0	0	Chord	2/2	1	1	1	1	1	892												
106	104	381	389	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	893									100			
106	104	763/2	779/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	894												
106	104	382	390	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	895									101			
106	104	765/2	781/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	896												
107	105	384	392	4.0		0	0	Chord	2/2	1	1	1	1	1	897												
107	105	385	393	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	898									102			
107	105	771/2	787/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	899												
107	105	386	394	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	900									103			
107	105	773/2	789/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	901												
108	106	388	396	4.0		0	0	Chord	2/2	1	1	1	1	1	902												
108	106	389	397	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	903									104			
108	106	779/2	795/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	904												
108	106	390	398	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	905									105			
108	106	781/2	797/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	906												
109	107	392	400	4.0		0	0	Chord	2/2	1	1	1	1	1	907												
109	107	393	401	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	908									106			
109	107	787/2	803/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	909												
109	107	394	402	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	910									107			
109	107	789/2	805/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	911												
110	108	396	404	0.0		0	0	Spanner	2/2	1	1	0														8	
110	108	396	404	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	912											8	
110	108	399	407	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	913									108		8	
110	108	799/2	815/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	914											8	
110	108	397	405	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	915									109			
110	108	795/2	811/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	916												
110	108	398	406	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	917									110			
110	108	797/2	813/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	918												
110	108	399	407	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	919									111			
110	108	799/2	815/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	920												
111	109	400	408	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	921									112		8	
111	109	801/2	817/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	922											8	
111	109	401	409	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	923									113		8	
111	109	803/2	819/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	924											8	
111	109	402	410	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	925									114		8	
111	109	805/2	821/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	926											8	
111	109	403	411	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	927									115		8	
111	109	807/2	823/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	928											8	
111	109	400	408	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	929									116			
111	109	801/2	817/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	930												
111	109	401	409	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	931									117			
111	109	803/2	819/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	932												
111	109	402	410	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	933									118			
111	109	805/2	821/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	934												
111	109	403	411	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	935									119			
111	109	807/2	823/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	936												
112	110	404	412	0.0		0	0	Spanner	2/2	1	1	0															
112	110	404	412	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	937												
112	110	407	415	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	938									120			
112	110	815/2	831/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	939												
112	110	407	415	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	940												
112	110	404	412	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	941												
112	110	407	415	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	942									121			
112	110	815/2	831/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	943												
113	111	408	416	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	944												
113	111	409	417	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	945									122			
113	111	819/2	835/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	946												
113	111	410	418	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	947												
113	111	411	419	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	948									123			
113	111	823/2	839/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	949												
113	111	408	416	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	950												
113	111	409	417	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	951												
113	111	410	418	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	952												
113	111	411	419	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	953												
113	111	408	416	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	954												
113	111	409	417	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	955									124			
113	111	819/2	835/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	956												
113	111	410	418	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	957												
113	111	411	419	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	958									125			
113	111	823/2	839/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	959												
114	112	412	420	0.0		0	0	Spanner	2/2	1	1	0													7		
114	112	412	420	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	960									126	7		
114	112	414	422	0.0		1/2	1/2	Spanner	2/2	1	1	0												126			
114	112	414	422	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	961									126			
114	112	415	423	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	962									126			
114	112	412	420	0.0		0	0	Dynamic	2/2	1	2	0					sf										
114	112	412	420	3.0		0	0	Chord	2/2	1	2	3/4	1/2	3/2	963												
114	112	415	423	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	964												
114	112	414	422	1.0		1/2	1/2	Chord	2/2	1	3	1/4	1/4	1	965												
114	112	412	420	3.0		0	0	Chord	2/2	2	1	3/4	1/2	3/2	966												
114	112	415	423	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	967												
115	113	416	424	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	968									126			
115	113	417	425	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	969									126			
115	113	418	426	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	970									126			
115	113	419	427	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	971												
115	113	416	424	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	972												
115	113	417	425	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	973												
115	113	418	426	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	974												
115	113	419	427	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	975												
115	113	416	424	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	976												
115	113	417	425	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	977												
115	113	418	426	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	978												
115	113	419	427	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	979												
116	114	420	428	0.0		0	0	Spanner	2/2	1	1	0														9	
116	114	420	428	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	980			articStaccatoAbove								9	
116	114	422	430	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	981			articStaccatoAbove								9	
116	114	420	428	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	982												
116	114	841/2	857/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	983												
116	114	421	429	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	984												
116	114	843/2	859/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	985												
116	114	422	430	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	986												
116	114	845/2	861/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	987												
116	114	423	431	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	988												
116	114	847/2	863/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	989												
117	115	424	432	0.0		0	0	Dynamic	2/2	1	1	0					sf										
117	115	424	432	0.0		0	0	Spanner	2/2	1	1	0															
117	115	424	432	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	990												
117	115	427	435	0.0		3/4	3/4	Dynamic	2/2	1	1	0					other-dynamics										
117	115	427	435	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	991									127			
117	115	424	432	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	992												
117	115	849/2	865/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	993												
117	115	425	433	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	994												
117	115	851/2	867/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	995												
117	115	426	434	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	996												
117	115	853/2	869/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	997												
117	115	427	435	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	998												
117	115	855/2	871/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	999												
118	116	428	436	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1000									127			
118	116	431	439	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1001									127			
118	116	428	436	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1002												
118	116	857/2	873/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1003												
118	116	429	437	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1004												
118	116	859/2	875/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1005												
118	116	430	438	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1006												
118	116	861/2	877/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1007												
118	116	431	439	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1008												
118	116	863/2	879/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1009												
119	117	432	440	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1010									127			
119	117	433	441	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1011									127			
119	117	434	442	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1012									127			
119	117	435	443	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1013												
119	117	432	440	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1014												
119	117	865/2	881/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1015												
119	117	433	441	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1016												
119	117	867/2	883/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1017												
119	117	434	442	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1018												
119	117	869/2	885/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1019												
119	117	435	443	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1020												
119	117	871/2	887/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1021												
120	118	436	444	0.0		0	0	Spanner	2/2	1	1	0														10	
120	118	436	444	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1022			articStaccatoBelow								10	
120	118	438	446	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1023			articStaccatoAbove								10	
120	118	436	444	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1024												
120	118	873/2	889/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1025												
120	118	437	445	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1026												
120	118	875/2	891/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1027												
120	118	438	446	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1028												
120	118	877/2	893/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1029												
120	118	439	447	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1030												
120	118	879/2	895/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1031												
121	119	440	448	0.0		0	0	Dynamic	2/2	1	1	0					sf										
121	119	440	448	0.0		0	0	Spanner	2/2	1	1	0															
121	119	440	448	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1032												
121	119	443	451	0.0		3/4	3/4	Dynamic	2/2	1	1	0					sfp										
121	119	443	451	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1033									128			
121	119	440	448	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1034												
121	119	881/2	897/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1035												
121	119	441	449	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1036												
121	119	883/2	899/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1037												
121	119	442	450	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1038												
121	119	885/2	901/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1039												
121	119	443	451	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1040												
121	119	887/2	903/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1041												
122	120	444	452	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1042									128			
122	120	447	455	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1043									128			
122	120	444	452	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1044												
122	120	889/2	905/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1045												
122	120	445	453	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1046												
122	120	891/2	907/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1047												
122	120	446	454	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1048												
122	120	893/2	909/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1049												
122	120	447	455	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1050												
122	120	895/2	911/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1051												
123	121	448	456	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1052									128			
123	121	449	457	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1053									128			
123	121	450	458	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1054									128			
123	121	451	459	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1055												
123	121	448	456	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1056												
123	121	897/2	913/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1057												
123	121	449	457	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1058												
123	121	899/2	915/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1059												
123	121	450	458	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1060												
123	121	901/2	917/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1061												
123	121	451	459	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1062												
123	121	903/2	919/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1063												
124	122	452	460	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1064												
124	122	905/2	921/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1065												
124	122	453	461	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1066												
124	122	907/2	923/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1067												
124	122	454	462	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1068												
124	122	909/2	925/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1069												
124	122	455	463	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1070												
124	122	911/2	927/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1071												
124	122	452	460	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1072												
124	122	453	461	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1073												
124	122	907/2	923/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1074												
124	122	454	462	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1075												
124	122	909/2	925/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1076												
124	122	455	463	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1077												
124	122	911/2	927/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1078												
125	123	456	464	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1079												
125	123	458	466	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1080												
125	123	917/2	933/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1081												
125	123	459	467	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1082												
125	123	919/2	935/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1083												
125	123	456	464	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1084												
125	123	913/2	929/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1085												
125	123	457	465	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1086												
125	123	915/2	931/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1087												
125	123	458	466	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1088												
125	123	917/2	933/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1089												
125	123	459	467	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1090												
125	123	919/2	935/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1091												
126	124	460	468	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1092			articStaccatoAbove									
126	124	461	469	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1093									129			
126	124	923/2	939/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1094									129			
126	124	462	470	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1095									129			
126	124	925/2	941/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1096												
126	124	463	471	0.0		3/4	3/4	Spanner	2/2	1	1	0														11	
126	124	463	471	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1097			articStaccatoAbove								11	
126	124	927/2	943/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1098			articStaccatoAbove								11	
126	124	460	468	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1099			articStaccatoAbove									
126	124	461	469	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1100												
126	124	923/2	939/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1101												
126	124	462	470	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1102												
126	124	925/2	941/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1103												
126	124	463	471	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1104			articStaccatoAbove									
126	124	927/2	943/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1105			articStaccatoAbove									
127	125	464	472	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1106			articStaccatoAbove								11	
127	125	929/2	945/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1107			articStaccatoAbove								11	
127	125	465	473	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1108			articStaccatoAbove								11	
127	125	931/2	947/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1109			articStaccatoAbove								11	
127	125	466	474	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1110			articStaccatoAbove								11	
127	125	933/2	949/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1111			articStaccatoAbove								11	
127	125	467	475	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1112			articStaccatoAbove								11	
127	125	935/2	951/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1113			articStaccatoAbove								11	
127	125	464	472	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1114												
127	125	929/2	945/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1115												
127	125	465	473	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1116												
127	125	931/2	947/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1117												
127	125	466	474	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1118												
127	125	933/2	949/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1119												
127	125	467	475	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1120												
127	125	935/2	951/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1121												
128	126	468	476	0.0		0	0	Spanner	2/2	1	1	0															
128	126	468	476	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1122			articStaccatoAbove									
128	126	470	478	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1123			articStaccatoAbove									
128	126	468	476	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1124			articStaccatoBelow									
128	126	470	478	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1125			articStaccatoBelow									
129	127	472	480	0.0		0	0	Dynamic	2/2	1	1	0					sf										
129	127	472	480	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	1126									130			
129	127	475	483	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1127			articStaccatoAbove									
129	127	472	480	4.0		0	0	Chord	2/2	1	2	1	1	1	1128												
129	127	472	480	4.0		0	0	Chord	2/2	2	1	1	1	1	1129												
129	127	472	480	3.0		0	0	Chord	2/2	2	2	3/4	1/2	3/2	1130									131			
129	127	475	483	1.0		3/4	3/4	Chord	2/2	2	2	1/4	1/4	1	1131												
130	128	476	484	0.0		0	0	Dynamic	2/2	1	1	0					sf										
130	128	476	484	4.0		0	0	Chord	2/2	1	1	1	1	1	1132												
130	128	476	484	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	1133												
