mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
202	201	800	804	0.0		0	0	Dynamic	4/4	1	1	0						sf					
202	201	800	804	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2675							
202	201	3201/4	3217/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2676							
202	201	1601/2	1609/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2677							
202	201	3203/4	3219/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2678							
202	201	801	805	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2679							
202	201	3205/4	3221/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2680							
202	201	1603/2	1611/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2681							
202	201	3207/4	3223/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2682							
202	201	802	806	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
202	201	802	806	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2683							
202	201	3209/4	3225/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2684							
202	201	1605/2	1613/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2685							
202	201	3211/4	3227/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2686							
202	201	803	807	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2687							
202	201	3213/4	3229/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2688							
202	201	1607/2	1615/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2689							
202	201	3215/4	3231/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2690							
202	201	800	804	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2691							
202	201	1601/2	1609/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2692							
202	201	801	805	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2693							
202	201	1603/2	1611/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2694							
202	201	802	806	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2695							
202	201	1605/2	1613/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2696							
202	201	803	807	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2697							
202	201	1607/2	1615/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2698							
203	202	804	808	0.0		0	0	Dynamic	4/4	1	1	0						sf					
203	202	804	808	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2699							
203	202	3217/4	3233/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2700							
203	202	1609/2	1617/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2701							
203	202	3219/4	3235/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2702							
203	202	805	809	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2703							
203	202	3221/4	3237/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2704							
203	202	1611/2	1619/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2705							
203	202	3223/4	3239/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2706							
203	202	806	810	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf					
203	202	806	810	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2707							
203	202	3225/4	3241/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2708							
203	202	1613/2	1621/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2709							
203	202	3227/4	3243/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2710							
203	202	807	811	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2711							
203	202	3229/4	3245/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2712							
203	202	1615/2	1623/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2713							
203	202	3231/4	3247/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2714							
203	202	804	808	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2715							
203	202	1609/2	1617/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2716							
203	202	805	809	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2717							
203	202	1611/2	1619/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2718							
203	202	806	810	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2719							
203	202	1613/2	1621/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2720							
203	202	807	811	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2721							
203	202	1615/2	1623/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2722							
204	203	808	812	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2723			articStaccatissimoAbove				
204	203	809	813	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2724			articStaccatissimoBelow				
204	203	810	814	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2725			articStaccatissimoBelow				
204	203	811	815	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2726			articStaccatissimoBelow				
204	203	1617/2	1625/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	2727							
204	203	1619/2	1627/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	2728							
204	203	1621/2	1629/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	2729							
204	203	1623/2	1631/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2730							
205	204	812	816	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2731			articStaccatissimoBelow				
205	204	813	817	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2732			articStaccatissimoBelow				
205	204	814	818	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2733			articStaccatissimoBelow				
205	204	815	819	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2734			articStaccatissimoBelow				
205	204	812	816	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2735							
205	204	1625/2	1633/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	2736							
205	204	1627/2	1635/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	2737							
205	204	1629/2	1637/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	2738							
205	204	1631/2	1639/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2739							
206	205	816	820	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2740			articStaccatissimoBelow				
206	205	817	821	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2741			articStaccatissimoBelow				
206	205	818	822	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2742			articStaccatissimoBelow				
206	205	819	823	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2743			articStaccatissimoBelow				
206	205	816	820	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2744							
206	205	1633/2	1641/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	2745							
206	205	1635/2	1643/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	2746							
206	205	1637/2	1645/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	2747							
206	205	1639/2	1647/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2748							
207	206	820	824	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2749			articStaccatissimoBelow				
207	206	821	825	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2750			articStaccatissimoBelow				
207	206	822	826	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2751			articStaccatissimoBelow				
207	206	823	827	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2752			articStaccatissimoBelow				
207	206	820	824	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2753							
207	206	1641/2	1649/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	2754							
207	206	1643/2	1651/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4		1/4	1	2755							
207	206	1645/2	1653/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	2756							
207	206	1647/2	1655/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2757							
208	207	824	828	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2758							
208	207	826	830	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2759							
208	207	2479/3	2491/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2760							
208	207	2480/3	2492/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2761							
208	207	827	831	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2762							
208	207	3309/4	3325/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2763							
208	207	1655/2	1663/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2764							
208	207	3311/4	3327/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2765							
208	207	825	829	0.0		1/4	1/4	Dynamic	4/4	2	1	0						ff					
208	207	825	829	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2766							
209	208	828	832	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2767							
209	208	830	834	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2768							
209	208	2491/3	2503/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2769							
209	208	2492/3	2504/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2770							
209	208	831	835	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2771							
209	208	3325/4	3341/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2772							
209	208	1663/2	1671/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2773							
209	208	3327/4	3343/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2774							
209	208	829	833	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2775							
209	208	830	834	0.0		1/2	1/2	Dynamic	4/4	2	1	0						ff					
210	209	832	836	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2776							
210	209	834	838	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2777							
210	209	2503/3	2515/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2778							
210	209	2504/3	2516/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2779							
210	209	835	839	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2780							
210	209	3341/4	3357/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2781							
210	209	1671/2	1679/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2782							
210	209	3343/4	3359/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2783							
210	209	833	837	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2784							
210	209	834	838	0.0		1/2	1/2	Dynamic	4/4	2	1	0						ff					
211	210	836	840	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2785							
211	210	838	842	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2786							
211	210	836	840	0.0		0	0	Dynamic	4/4	2	1	0						f					
211	210	836	840	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2787							
211	210	838	842	0.0		1/2	1/2	Dynamic	4/4	2	1	0						f					
211	210	838	842	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2788							
212	211	840	844	0.0		0	0	Dynamic	4/4	1	1	0						f					
212	211	840	844	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2789							
212	211	842	846	0.0		1/2	1/2	Dynamic	4/4	1	1	0						p					
212	211	842	846	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2790			articStaccatoBelow				
212	211	843	847	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2791			articStaccatoBelow				
212	211	840	844	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2792							
212	211	842	846	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2793			articStaccatoAbove				
212	211	843	847	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2794			articStaccatoAbove				
213	212	844	848	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2795							
213	212	844	848	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2796			ornamentTrill	170			
213	212	1689/2	1697/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2797				170			
213	212	3379/4	3395/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2798							
213	212	845	849	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2799							
213	212	846	850	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp					
213	212	846	850	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2800				171			
213	212	844	848	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	2801							
213	212	844	848	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2802			ornamentTrill	172			
213	212	1689/2	1697/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2803				172			
213	212	3379/4	3395/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2804							
213	212	845	849	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2805							
213	212	846	850	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2806				173			
214	213	848	852	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2807							
214	213	850	854	0.0		1/2	1/2	Dynamic	4/4	1	1	0						rf					
214	213	850	854	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2808			articStaccatoBelow				
214	213	851	855	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2809			articStaccatoBelow				
214	213	848	852	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2810							
214	213	850	854	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2811			articStaccatoAbove				
214	213	851	855	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2812			articStaccatoAbove				
215	214	852	856	0.0		0	0	Dynamic	4/4	1	1	0						f					
215	214	852	856	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2813							
215	214	852	856	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2814			ornamentTrill	174			
215	214	1705/2	1713/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2815				174			
215	214	3411/4	3427/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2816							
215	214	853	857	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2817							
215	214	854	858	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp					
215	214	854	858	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2818				175			
215	214	852	856	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	2819							
215	214	852	856	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2820			ornamentTrill	176			
215	214	1705/2	1713/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2821				176			
215	214	3411/4	3427/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2822							
215	214	853	857	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2823							
215	214	854	858	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2824				177			
216	215	856	860	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	2825							
216	215	858	862	0.0		1/2	1/2	Dynamic	4/4	1	1	0						ff					
216	215	858	862	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	2826			articStaccatoBelow				
216	215	859	863	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2827			articStaccatoBelow				
216	215	856	860	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2828							
216	215	858	862	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	2829			articStaccatoAbove				
216	215	859	863	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2830			articStaccatoAbove				
217	216	860	864	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2831							
217	216	860	864	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2832			ornamentTrill	178			
217	216	1721/2	1729/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2833				178			
217	216	3443/4	3459/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2834							
217	216	861	865	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2835							
217	216	862	866	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	2836							
217	216	862	866	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2837			ornamentTrill	179			
217	216	1725/2	1733/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2838				179			
217	216	3451/4	3467/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2839							
217	216	863	867	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2840							
217	216	860	864	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	2841							
217	216	860	864	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2842			ornamentTrill	180			
217	216	1721/2	1729/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2843				180			
217	216	3443/4	3459/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2844							
217	216	861	865	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2845							
217	216	862	866	0.0		1/2	1/2	Chord	4/4	2	1	0	acciaccatura	1/8	1	2846							
217	216	862	866	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2847			ornamentTrill	181			
217	216	1725/2	1733/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2848				181			
217	216	3451/4	3467/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2849							
217	216	863	867	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2850							
218	217	864	868	0.0		0	0	Chord	4/4	1	1	0	acciaccatura	1/8	1	2851							
218	217	864	868	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2852			ornamentTrill	182			
218	217	1729/2	1737/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2853				182			
218	217	3459/4	3475/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2854							
218	217	865	869	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2855							
218	217	866	870	0.0		1/2	1/2	Chord	4/4	1	1	0	acciaccatura	1/8	1	2856							
218	217	866	870	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2857			ornamentTrill	183			
218	217	1733/2	1741/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2858				183			
218	217	3467/4	3483/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2859							
218	217	867	871	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2860							
218	217	864	868	0.0		0	0	Chord	4/4	2	1	0	acciaccatura	1/8	1	2861							
218	217	864	868	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2862			ornamentTrill	184			
218	217	1729/2	1737/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2863				184			
218	217	3459/4	3475/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2864							
218	217	865	869	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2865							
218	217	866	870	0.0		1/2	1/2	Chord	4/4	2	1	0	acciaccatura	1/8	1	2866							
218	217	866	870	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2867			ornamentTrill	185			
218	217	1733/2	1741/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2868				185			
218	217	3467/4	3483/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2869							
218	217	867	871	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2870							
219	218	868	872	0.0		0	0	Dynamic	4/4	1	1	0						fp					
219	218	868	872	0.0		0	0	Dynamic	4/4	1	1	0						f					
219	218	868	872	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	2871							
219	218	870	874	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2872							
219	218	1741/2	1749/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2873				186			
219	218	871	875	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2874				186			
219	218	1743/2	1751/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2875				186			
219	218	868	872	4.0		0	0	Chord	4/4	2	1	1		1	1	2876							
220	219	872	876	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2877				186			
220	219	1745/2	1753/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2878				186			
220	219	873	877	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2879				186			
220	219	1747/2	1755/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2880				186			
220	219	874	878	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2881				186			
220	219	1749/2	1757/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2882				186			
220	219	875	879	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2883				186			
220	219	1751/2	1759/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2884				186			
220	219	872	876	4.0		0	0	Chord	4/4	2	1	1		1	1	2885							
221	220	876	880	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2886				186			
221	220	1753/2	1761/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2887				186			
221	220	877	881	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2888				186			
221	220	1755/2	1763/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2889							
221	220	878	882	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2890							
221	220	1757/2	1765/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2891							
221	220	879	883	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2892							
221	220	1759/2	1767/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2893							
221	220	876	880	4.0		0	0	Chord	4/4	2	2	1		1	1	2894							
222	221	880	884	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2895							
222	221	1761/2	1769/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2896							
222	221	880	884	1.0		0	0	Chord	4/4	2	2	1/4		1/4	1	2897							
222	221	881	885	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	2898							
222	221	1763/2	1771/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	2899							
222	221	882	886	0.5		1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	2900							
222	221	1765/2	1773/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	2901							
222	221	883	887	0.5		3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	2902							
222	221	1767/2	1775/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	2903							
223	222	886	890	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp					
223	222	886	890	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2904				187			
223	222	1773/2	1781/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	2905				187			
223	222	887	891	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2906				187			
223	222	1775/2	1783/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2907				187, 188			
223	222	886	890	2.0		1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	2908							
223	222	887	891	1.0		3/4	3/4	Chord	4/4	1	3	1/4		1/4	1	2909							
223	222	884	888	0.0		0	0	Dynamic	4/4	2	1	0						pp					
223	222	884	888	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2910				189			
223	222	1769/2	1777/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2911				189, 190			
223	222	885	889	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2912				189			
223	222	1771/2	1779/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2913				189			
223	222	886	890	2.0		1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	2914				189, 191			
223	222	884	888	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	2915				192			
223	222	886	890	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	2916							
223	222	885	889	1.0		1/4	1/4	Chord	4/4	2	3	1/4		1/4	1	2917				193			
224	223	888	892	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2918							
224	223	1777/2	1785/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2919				194			
224	223	889	893	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2920							
224	223	890	894	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	2921							
224	223	888	892	2.0		0	0	Chord	4/4	1	2	1/2		1/2	1	2922							
224	223	889	893	1.0		1/4	1/4	Chord	4/4	1	3	1/4		1/4	1	2923				195			
224	223	890	894	2.0		1/2	1/2	Chord	4/4	1	3	1/2		1/2	1	2924							
224	223	1777/2	1785/2	0.5		1/8	1/8	Chord	4/4	1	4	1/8		1/8	1	2925							
224	223	888	892	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2926							
224	223	1779/2	1787/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2927				196			
224	223	890	894	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2928							
224	223	1781/2	1789/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	2929							
224	223	1783/2	1791/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2930							
224	223	888	892	2.0		0	0	Chord	4/4	2	2	1/2		1/2	1	2931							
224	223	890	894	2.0		1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	2932							
224	223	890	894	1.5		1/2	1/2	Chord	4/4	2	3	3/8		1/4	3/2	2933							
224	223	891	895	1.0		3/4	3/4	Chord	4/4	2	4	1/4		1/4	1	2934							
225	224	894	898	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2935				197			
