mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
88	88	1407/8	1407/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1020							
88	88	174	174	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1021							
88	88	175	175	0.0	1/4	1/4	Dynamic	2/4	1	2	0						sf					
88	88	175	175	0.0	1/4	1/4	Chord	2/4	1	2	0	grace16	1/16	1	1022							
88	88	175	175	0.0	1/4	1/4	Chord	2/4	1	2	0	grace16	1/16	1	1023							
88	88	175	175	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1024							
88	88	174	174	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1025							
89	89	176	176	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1026							
89	89	176	176	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1027							
89	89	1063/6	1063/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1028				152			
89	89	532/3	532/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1029							
89	89	355/2	355/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1030			articStaccatoAbove	153			
89	89	533/3	533/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1031			articStaccatoAbove	153			
89	89	1067/6	1067/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1032			articStaccatoAbove				
89	89	1057/6	1057/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1033			articStaccatoBelow				
89	89	529/3	529/3	0.0	1/12	1/12	Dynamic	2/4	2	1	0						f					
89	89	529/3	529/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1034							
89	89	353/2	353/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1035			articStaccatoAbove				
89	89	530/3	530/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1036			articStaccatoAbove				
89	89	1061/6	1061/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1037			articStaccatoAbove				
89	89	177	177	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1038			articStaccatoAbove				
89	89	1063/6	1063/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1039				154			
89	89	532/3	532/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1040							
89	89	355/2	355/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1041			articStaccatoAbove	155			
89	89	533/3	533/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1042			articStaccatoAbove	155			
89	89	1067/6	1067/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1043			articStaccatoAbove				
90	90	178	178	0.0	0	0	Dynamic	2/4	1	1	0						rf					
90	90	178	178	0.875	0	0	Chord	2/4	1	1	7/32		1/8	7/4	1044							
90	90	1431/8	1431/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1045			ornamentTrill				
90	90	179	179	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	1046							
90	90	1439/8	1439/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1047							
90	90	178	178	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	1048							
90	90	179	179	0.0	1/4	1/4	Dynamic	2/4	1	2	0						sf					
90	90	179	179	0.0	1/4	1/4	Chord	2/4	1	2	0	grace16	1/16	1	1049							
90	90	179	179	0.0	1/4	1/4	Chord	2/4	1	2	0	grace16	1/16	1	1050							
90	90	179	179	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	1051							
90	90	178	178	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	1052							
91	91	180	180	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1053				156			
91	91	181	181	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1054				156			
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1055							
91	91	180	180	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1056							
91	91	721/4	721/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1057							
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1058							
91	91	181	181	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1059							
91	91	725/4	725/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1060							
91	91	727/4	727/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1061							
91	91	180	180	0.0	0	0	Dynamic	2/4	2	1	0						p					
91	91	180	180	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1062				157			
91	91	361/2	361/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1063				157			
91	91	181	181	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1064				157			
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1065				157			
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1066				158			
92	92	183	183	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1067				158			
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1068							
92	92	182	182	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1069							
92	92	729/4	729/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1070							
92	92	731/4	731/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1071							
92	92	733/4	733/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1072							
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1073							
92	92	182	182	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1074				157			
92	92	365/2	365/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1075				157			
92	92	183	183	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1076				157			
92	92	367/2	367/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1077							
93	93	184	184	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1078			ornamentTurn	159			
93	93	185	185	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1079				159			
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1080							
93	93	184	184	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1081							
93	93	737/4	737/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1082							
93	93	739/4	739/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1083							
93	93	185	185	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1084							
93	93	741/4	741/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1085							
93	93	743/4	743/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1086							
93	93	184	184	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1087				160			
93	93	369/2	369/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1088				160			
93	93	185	185	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1089				160			
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1090				160			
94	94	186	186	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1091							
94	94	186	186	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1092							
94	94	745/4	745/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1093							
94	94	747/4	747/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1094							
94	94	749/4	749/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1095							
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1096							
94	94	187	187	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1097							
94	94	186	186	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1098							
94	94	373/2	373/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1099							
94	94	187	187	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1100							
94	94	375/2	375/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1101							
95	95	188	188	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1102				161			
95	95	189	189	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1103				161			
95	95	188	188	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1104							
95	95	753/4	753/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1105							
95	95	755/4	755/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1106							
95	95	757/4	757/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1107							
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1108							
95	95	188	188	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1109							
95	95	377/2	377/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1110							
95	95	379/2	379/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1111							
95	95	188	188	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1112				162			
95	95	189	189	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1113				162			
96	96	190	190	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1114				161			
96	96	191	191	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1115				161			
96	96	383/2	383/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1116				161			
96	96	1535/8	1535/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1117							
96	96	190	190	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1118							
96	96	761/4	761/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1119							
96	96	763/4	763/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	1120							
96	96	191	191	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	1121							
96	96	765/4	765/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1122							
96	96	767/4	767/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1123							
96	96	190	190	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1124							
96	96	381/2	381/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1125							
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1126							
96	96	767/4	767/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1127							
96	96	190	190	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1128				162			
96	96	191	191	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1129				162			
97	97	192	192	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1130				163			
97	97	193	193	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1131				163			
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1132				163			
97	97	192	192	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1133							
97	97	769/4	769/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1134							
97	97	771/4	771/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1135							
97	97	773/4	773/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1136							
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1137							
97	97	385/2	385/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	1138							
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1139				164			
97	97	192	192	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1140							
97	97	193	193	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1141							
98	98	194	194	0.0	0	0	Spanner	2/4	1	1	0								163		2	
98	98	194	194	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1142				163		2	
98	98	389/2	389/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1143				163		2	
98	98	195	195	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1144				163		2	
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1145						2	
98	98	194	194	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1146						2	
98	98	777/4	777/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1147						2	
98	98	779/4	779/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1148						2	
98	98	781/4	781/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1149						2	
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1150						2	
98	98	194	194	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1151				164			
98	98	389/2	389/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1152				164			
98	98	195	195	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1153				164			
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1154							
98	98	194	194	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1155							
98	98	195	195	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1156							
98	98	391/2	391/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1157							
99	99	196	196	0.0	0	0	Spanner	2/4	1	1	0											
99	99	196	196	0.0	0	0	Spanner	2/4	1	1	0									5		
99	99	196	196	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1158				165	5		
99	99	197	197	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1159				165	5		
99	99	196	196	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1160					5		
99	99	393/2	393/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1161					5		
99	99	197	197	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1162					5		
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1163					5		
99	99	196	196	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1164							
99	99	785/4	785/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	1165							
99	99	787/4	787/4	0.5	3/16	3/16	Chord	2/4	2	1	1/8		1/8	1	1166							
99	99	789/4	789/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8		1/8	1	1167							
99	99	791/4	791/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1168							
99	99	196	196	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1169				166			
99	99	197	197	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1170				166			
100	100	198	198	0.0	0	0	Spanner	2/4	1	1	0								165			
100	100	198	198	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1171				165			
100	100	199	199	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1172				165			
100	100	797/4	797/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1173				165			
100	100	399/2	399/2	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	1174				165			
100	100	1599/8	1599/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1175							
100	100	198	198	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1176							
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1177							
100	100	199	199	0.75	1/4	1/4	Chord	2/4	1	2	3/16		1/8	3/2	1178							
100	100	799/4	799/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1179							
100	100	198	198	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1180							
100	100	793/4	793/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8		1/8	1	1181							
100	100	795/4	795/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1182							
100	100	199	199	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1183							
100	100	797/4	797/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1184							
100	100	399/2	399/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1185							
100	100	799/4	799/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1186							
100	100	198	198	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1187				166			
100	100	199	199	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1188							
101	101	200	200	0.0	0	0	Spanner	2/4	1	1	0										3	
101	101	200	200	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1189						3	
101	101	801/4	801/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1190						3	
101	101	803/4	803/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1191						3	
101	101	805/4	805/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1192						3	
101	101	403/2	403/2	0.0	3/8	3/8	Spanner	2/4	1	1	0									6	3	
101	101	807/4	807/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1193					6	3	
101	101	200	200	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	1194				167	6	3	
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	1195				167	6	3	
101	101	201	201	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	1196				167	6	3	
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	1197					6	3	
101	101	200	200	1.5	0	0	Chord	2/4	1	3	3/8		1/4	3/2	1198					6	3	
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8		1/8	1	1199					6	3	
101	101	200	200	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1200							
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1201							
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1202							
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1203							
101	101	200	200	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	1204							
101	101	201	201	1.0	1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	1205							
102	102	202	202	0.0	0	0	Spanner	2/4	1	1	0											
102	102	202	202	0.0	0	0	Spanner	2/4	1	1	0											
102	102	202	202	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1206							
102	102	202	202	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1207							
102	102	809/4	809/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1208							
102	102	811/4	811/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1209							
102	102	813/4	813/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1210							
102	102	815/4	815/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1211							
102	102	202	202	0.0	0	0	Dynamic	2/4	2	1	0						pp					
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1212				168			
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1213				168			
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1214				168			
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1215				168			
103	103	204	204	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1216							
103	103	205	205	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1217							
103	103	204	204	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1218							
103	103	817/4	817/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1219							
103	103	819/4	819/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1220							
103	103	821/4	821/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1221							
103	103	823/4	823/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1222							
103	103	204	204	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1223				168			
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1224				168			
103	103	205	205	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1225				168			
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1226							
104	104	206	206	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1227							
104	104	206	206	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1228							
104	104	825/4	825/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1229							
104	104	827/4	827/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1230							
104	104	829/4	829/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1231							
104	104	831/4	831/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1232							
104	104	206	206	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1233				169			
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1234				169			
104	104	207	207	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1235				169			
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1236				169			
105	105	208	208	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1237							
105	105	209	209	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1238							
105	105	208	208	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	1239							
105	105	833/4	833/4	0.5	1/16	1/16	Chord	2/4	1	2	1/8		1/8	1	1240							
105	105	835/4	835/4	0.5	3/16	3/16	Chord	2/4	1	2	1/8		1/8	1	1241							
105	105	837/4	837/4	0.5	5/16	5/16	Chord	2/4	1	2	1/8		1/8	1	1242							
105	105	839/4	839/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	1243							
105	105	208	208	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1244				169			
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1245				169			
105	105	209	209	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1246				169			
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1247							
106	106	210	210	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1248							
106	106	841/4	841/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1249							
106	106	843/4	843/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1250							
106	106	845/4	845/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1251							
106	106	847/4	847/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1252							
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1253							
106	106	210	210	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1254				170			
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1255				170			
106	106	211	211	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1256				170			
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1257				170			
107	107	212	212	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1258							
107	107	849/4	849/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1259							
107	107	851/4	851/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1260							
107	107	853/4	853/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1261							
107	107	855/4	855/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1262							
107	107	212	212	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1263							
107	107	213	213	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1264							
107	107	212	212	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1265				170			
107	107	425/2	425/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1266				170			
107	107	213	213	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1267				170			
107	107	427/2	427/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1268							
108	108	214	214	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1269							
108	108	857/4	857/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1270							
108	108	859/4	859/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1271							
108	108	861/4	861/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1272							
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1273							
108	108	429/2	429/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	1274							
108	108	214	214	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1275				171			
108	108	429/2	429/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1276				171			
108	108	215	215	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1277				171			
108	108	431/2	431/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1278							
109	109	216	216	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1279							
109	109	865/4	865/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1280							
109	109	867/4	867/4	0.5	3/16	3/16	Chord	2/4	1	1	1/8		1/8	1	1281							
109	109	869/4	869/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8		1/8	1	1282							
109	109	871/4	871/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1283							
109	109	216	216	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1284							
109	109	433/2	433/2	1.5	1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	1285							
109	109	216	216	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1286				172			
109	109	433/2	433/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	1287				172			
109	109	217	217	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	1288				172			
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	1289							
110	110	218	218	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1290							
110	110	873/4	873/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8		1/8	1	1291							
