mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
93	90	2891/8	2923/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1748												
93	90	2893/8	2925/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1749												
93	90	2895/8	2927/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1750												
93	90	2897/8	2929/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1751												
93	90	2899/8	2931/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1752												
93	90	2901/8	2933/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1753												
93	90	2903/8	2935/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1754												
93	90	2905/8	2937/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1755												
93	90	2907/8	2939/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1756												
93	90	2909/8	2941/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1757												
93	90	2911/8	2943/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1758												
93	90	2881/8	2913/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1759												
93	90	2883/8	2915/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1760												
93	90	2885/8	2917/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1761												
93	90	2887/8	2919/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1762												
93	90	2889/8	2921/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1763												
93	90	2891/8	2923/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1764												
93	90	2893/8	2925/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1765												
93	90	2895/8	2927/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1766												
93	90	2897/8	2929/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1767												
93	90	2899/8	2931/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1768												
93	90	2901/8	2933/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1769												
93	90	2903/8	2935/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1770												
93	90	2905/8	2937/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1771												
93	90	2907/8	2939/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1772												
93	90	2909/8	2941/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1773												
93	90	2911/8	2943/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1774												
94	91	2913/8	2945/8	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1775			articStaccatoAbove									
94	91	2921/8	2953/8	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1776			articStaccatoAbove									
94	91	2929/8	2961/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
94	91	2929/8	2961/8	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	1777												
94	91	2941/8	2973/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1778												
94	91	2913/8	2945/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1779			articStaccatoBelow									
94	91	2921/8	2953/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1780			articStaccatoBelow									
94	91	2929/8	2961/8	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	1781												
94	91	2941/8	2973/8	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1782												
95	92	2945/8	2977/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1783												
95	92	2949/8	2981/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1784												
95	92	2953/8	2985/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1785												
95	92	2957/8	2989/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1786												
95	92	2961/8	2993/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1787												
95	92	2963/8	2995/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1788												
95	92	2965/8	2997/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1789												
95	92	2967/8	2999/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1790												
95	92	2969/8	3001/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1791												
95	92	2973/8	3005/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1792												
95	92	2945/8	2977/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1793												
95	92	2949/8	2981/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1794												
95	92	2953/8	2985/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1795												
95	92	2957/8	2989/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1796												
95	92	2961/8	2993/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1797												
95	92	2963/8	2995/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1798												
95	92	2965/8	2997/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1799												
95	92	2967/8	2999/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1800												
95	92	2969/8	3001/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1801												
96	93	2977/8	3009/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1802			articStaccatoAbove		60							
96	93	2981/8	3013/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1803			articStaccatoAbove		60							
96	93	2985/8	3017/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1804			articStaccatoAbove		60							
96	93	2989/8	3021/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1805			articStaccatoAbove									
96	93	2993/8	3025/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1806												
96	93	2995/8	3027/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1807												
96	93	2997/8	3029/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1808												
96	93	2999/8	3031/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1809												
96	93	3001/8	3033/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1810												
96	93	3005/8	3037/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1811												
96	93	2997/8	3029/8	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1812												
96	93	3001/8	3033/8	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1813												
96	93	3005/8	3037/8	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	1814												
96	93	2977/8	3009/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1815												
96	93	2981/8	3013/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1816												
96	93	2985/8	3017/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1817												
96	93	2989/8	3021/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1818												
96	93	2997/8	3029/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1819												
96	93	3001/8	3033/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1820												
97	94	3009/8	3041/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1821			articStaccatoAbove		61							
97	94	3013/8	3045/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1822			articStaccatoAbove		61							
97	94	3017/8	3049/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1823			articStaccatoAbove		61							
97	94	3021/8	3053/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1824			articStaccatoAbove									
97	94	3025/8	3057/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1825												
97	94	3027/8	3059/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1826												
97	94	3029/8	3061/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1827												
97	94	3031/8	3063/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1828												
97	94	3033/8	3065/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1829												
97	94	3037/8	3069/8	0.0		7/8	7/8	Spanner	4/4	1	1	0										4						
97	94	3009/8	3041/8	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	1830						4						
97	94	3013/8	3045/8	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	1831						4						
97	94	3017/8	3049/8	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	1832						4						
97	94	3021/8	3053/8	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	1833						4						
97	94	3029/8	3061/8	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	1834						4						
97	94	3033/8	3065/8	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	1835						4						
97	94	3037/8	3069/8	0.25		7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	1836						4						
97	94	3009/8	3041/8	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1837												
97	94	3013/8	3045/8	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1838												
97	94	3017/8	3049/8	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1839												
97	94	3021/8	3053/8	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1840												
97	94	3029/8	3061/8	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1841												
97	94	3033/8	3065/8	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1842												
97	94	3039/8	3071/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1843												
98	95	3041/8	3073/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1844						4						
98	95	3045/8	3077/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1845						4						
98	95	3049/8	3081/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1846						4						
98	95	3053/8	3085/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1847						4						
98	95	3057/8	3089/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1848						4						
98	95	3061/8	3093/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1849						4						
98	95	3065/8	3097/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1850						4						
98	95	3069/8	3101/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1851						4						
98	95	3043/8	3075/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1852												
98	95	3047/8	3079/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1853												
98	95	3051/8	3083/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1854												
98	95	3055/8	3087/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1855												
98	95	3059/8	3091/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1856												
98	95	3063/8	3095/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1857												
98	95	3067/8	3099/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1858												
98	95	3071/8	3103/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1859												
99	96	3073/8	3105/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1860						4						
99	96	3077/8	3109/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1861						4						
99	96	3081/8	3113/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1862						4						
99	96	3085/8	3117/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1863						4						
99	96	3089/8	3121/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1864						4						
99	96	3093/8	3125/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1865						4						
99	96	3097/8	3129/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1866						4						
99	96	3101/8	3133/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1867						4						
99	96	3075/8	3107/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1868												
99	96	3079/8	3111/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1869												
99	96	3083/8	3115/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1870												
99	96	3087/8	3119/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1871												
99	96	3091/8	3123/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1872												
99	96	3095/8	3127/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1873												
99	96	3099/8	3131/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1874												
99	96	3103/8	3135/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1875												
100	97	3105/8	3137/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1876						4						
100	97	3109/8	3141/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1877						4						
100	97	3113/8	3145/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1878						4						
100	97	3117/8	3149/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1879						4						
100	97	3121/8	3153/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1880						4						
100	97	3125/8	3157/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1881						4						
100	97	3129/8	3161/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1882						4						
100	97	3133/8	3165/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1883						4						
100	97	3105/8	3137/8	0.0		0	0	Spanner	4/4	2	1	0															6	6
100	97	3107/8	3139/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1884											6	6
100	97	3111/8	3143/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1885											6	6
100	97	3115/8	3147/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1886											6	6
100	97	3119/8	3151/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1887											6	6
100	97	3123/8	3155/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1888											6	6
100	97	3127/8	3159/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1889											6	6
100	97	3131/8	3163/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1890											6	6
100	97	3135/8	3167/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1891											6	6
101	98	3137/8	3169/8	0.0		0	0	Spanner	4/4	1	1	0																
101	98	3137/8	3169/8	0.0		0	0	Spanner	4/4	1	1	0												1				
101	98	3137/8	3169/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1892								1				
101	98	3141/8	3173/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1893								1				
101	98	3145/8	3177/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1894								1				
101	98	3149/8	3181/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1895								1				
101	98	3153/8	3185/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1896								1				
101	98	3157/8	3189/8	0.0		5/8	5/8	Spanner	4/4	1	1	0											9	1				
101	98	3157/8	3189/8	1.0		5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	1897							9	1				
101	98	3165/8	3197/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1898							9	1				
101	98	3137/8	3169/8	0.0		0	0	Spanner	4/4	2	1	0																
101	98	3139/8	3171/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1899												
101	98	3143/8	3175/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1900												
101	98	3147/8	3179/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1901												
101	98	3151/8	3183/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1902												
101	98	3153/8	3185/8	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1903												
101	98	3157/8	3189/8	1.0		5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	1904												
101	98	3165/8	3197/8	0.16666666666666666		7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	1905												
101	98	9499/24	9595/24	0.16666666666666666		11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	1906												
101	98	9503/24	9599/24	0.16666666666666666		23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	1907												
102	99	3169/8	3201/8	0.0		0	0	Spanner	4/4	1	1	0																
102	99	3169/8	3201/8	0.0		0	0	Spanner	4/4	1	1	0																
102	99	3169/8	3201/8	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1908												
102	99	3171/8	3203/8	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1909												
102	99	3173/8	3205/8	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1910												
102	99	3175/8	3207/8	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1911												
102	99	3177/8	3209/8	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1912												
102	99	3179/8	3211/8	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1913												
102	99	3181/8	3213/8	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1914												
102	99	3183/8	3215/8	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1915												
102	99	3185/8	3217/8	0.0		1/2	1/2	Dynamic	4/4	1	1	0						sf										
102	99	3185/8	3217/8	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1916												
102	99	3187/8	3219/8	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1917												
102	99	3189/8	3221/8	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1918												
102	99	3191/8	3223/8	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1919												
102	99	3193/8	3225/8	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1920												
102	99	3195/8	3227/8	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1921												
102	99	3197/8	3229/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1922												
102	99	3199/8	3231/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1923												
102	99	3169/8	3201/8	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1924			articStaccatoBelow									
102	99	3177/8	3209/8	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1925			articStaccatoBelow									
102	99	3185/8	3217/8	0.0		1/2	1/2	Dynamic	4/4	2	1	0						sf										
102	99	3185/8	3217/8	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1926												
102	99	3193/8	3225/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1927												
102	99	3195/8	3227/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1928												
102	99	3197/8	3229/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1929												
102	99	3199/8	3231/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1930												
103	100	3201/8	3233/8	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1931												
103	100	3205/8	3237/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1932					62							
103	100	3209/8	3241/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1933					62							
103	100	3213/8	3245/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1934					62							
103	100	3217/8	3249/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1935					62							
103	100	3221/8	3253/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1936												
103	100	3225/8	3257/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1937			articStaccatoBelow									
103	100	3229/8	3261/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1938			articStaccatoBelow									
103	100	3201/8	3233/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1939												
103	100	3203/8	3235/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1940												
103	100	3205/8	3237/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1941												
103	100	3207/8	3239/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1942												
103	100	3209/8	3241/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1943												
103	100	3211/8	3243/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1944												
103	100	3213/8	3245/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1945												
103	100	3215/8	3247/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1946												
103	100	3217/8	3249/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1947												
103	100	3219/8	3251/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1948												
103	100	3221/8	3253/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1949												
103	100	3223/8	3255/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1950												
103	100	3225/8	3257/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1951												
103	100	3227/8	3259/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1952												
103	100	3229/8	3261/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1953												
103	100	3231/8	3263/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1954												
104	101	3237/8	3269/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1955					63							
104	101	3241/8	3273/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1956												
104	101	3245/8	3277/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1957					64							
104	101	3249/8	3281/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1958					64							
104	101	3253/8	3285/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1959												
104	101	3257/8	3289/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1960			articStaccatoBelow									
104	101	3261/8	3293/8	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1961			articStaccatoBelow									
104	101	3233/8	3265/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1962												
104	101	3235/8	3267/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1963												
104	101	3237/8	3269/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1964												
104	101	3239/8	3271/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1965												
104	101	3241/8	3273/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1966												
104	101	3243/8	3275/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1967												
104	101	3245/8	3277/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1968												
104	101	3247/8	3279/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1969												
104	101	3249/8	3281/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1970												
104	101	3251/8	3283/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1971												
104	101	3253/8	3285/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1972												
104	101	3255/8	3287/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1973												
104	101	3257/8	3289/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1974												
104	101	3259/8	3291/8	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1975												
104	101	3261/8	3293/8	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1976												
104	101	3263/8	3295/8	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1977												
105	102	3269/8	3301/8	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1978					65							
105	102	3273/8	3305/8	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1979												
105	102	3277/8	3309/8	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1980					66							
105	102	3281/8	3313/8	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1981					66							
105	102	3285/8	3317/8	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1982												
105	102	3289/8	3321/8	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1983			articStaccatoBelow									
105	102	3293/8	3325/8	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1984												
105	102	3295/8	3327/8	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1985												
105	102	3265/8	3297/8	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1986												
105	102	3267/8	3299/8	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1987												
105	102	3269/8	3301/8	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1988												
105	102	3271/8	3303/8	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1989												
105	102	3273/8	3305/8	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1990												
105	102	3275/8	3307/8	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1991												
105	102	3277/8	3309/8	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1992												
105	102	3279/8	3311/8	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1993												
105	102	3281/8	3313/8	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	1994												
105	102	3283/8	3315/8	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	1995												
105	102	3285/8	3317/8	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	1996												
105	102	3287/8	3319/8	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	1997												
105	102	3289/8	3321/8	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	1998												
