mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill
77	75	299/2	151	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	755									
77	75	446/3	901/6	0.16666666666666666		1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	756				72					
77	75	893/6	451/3	0.16666666666666666		1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	757				72					
77	75	149	301/2	0.16666666666666666		1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	758				72					
77	75	895/6	452/3	0.16666666666666666		1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	759				72					
77	75	448/3	905/6	0.16666666666666666		5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	760									
77	75	449/3	907/6	0.16666666666666666		7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	761				73					
77	75	899/6	454/3	0.16666666666666666		1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	762				73					
77	75	150	303/2	0.16666666666666666		3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	763				73					
77	75	901/6	455/3	0.16666666666666666		5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	764				73					
77	75	451/3	911/6	0.16666666666666666		11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	765									
78	76	301/2	152	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	766									
78	76	603/4	609/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	767				74					
78	76	151	305/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	768				74					
78	76	605/4	611/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	769				74					
78	76	303/2	153	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	770				74					
78	76	607/4	613/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	771				74					
78	76	152	307/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	772				74					
78	76	609/4	615/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	773									
79	77	458/3	925/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	774									
79	77	917/6	463/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	775									
79	77	919/6	464/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	776									
79	77	460/3	929/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	777									
79	77	461/3	931/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	778									
79	77	923/6	466/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	779									
79	77	925/6	467/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	780									
79	77	463/3	935/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	781									
79	77	305/2	154	0.0		0	0	Dynamic	2/4	2	1	0						fp							
79	77	305/2	154	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	782			articStaccatoBelow						
79	77	153	309/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	783									
79	77	307/2	155	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	784									
79	77	154	311/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	785									
80	78	464/3	937/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	786									
80	78	929/6	469/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	787									
80	78	931/6	470/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	788									
80	78	466/3	941/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	789									
80	78	467/3	943/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	790									
80	78	935/6	472/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	791									
80	78	937/6	473/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	792									
80	78	469/3	947/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	793									
80	78	309/2	156	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	794			articStaccatoBelow						
80	78	155	313/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	795									
80	78	311/2	157	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	796									
80	78	156	315/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	797									
81	79	470/3	949/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	798									
81	79	941/6	475/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	799									
81	79	943/6	476/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	800									
81	79	472/3	953/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	801									
81	79	473/3	955/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	802									
81	79	947/6	478/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	803									
81	79	949/6	479/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	804									
81	79	475/3	959/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	805									
81	79	313/2	158	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	806			articStaccatoBelow						
81	79	157	317/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	807									
81	79	315/2	159	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	808									
81	79	158	319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	809									
82	80	476/3	961/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	810									
82	80	953/6	481/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	811									
82	80	955/6	482/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	812									
82	80	478/3	965/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	813									
82	80	479/3	967/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	814									
82	80	959/6	484/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	815									
82	80	961/6	485/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	816									
82	80	481/3	971/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	817									
82	80	317/2	160	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	818			articStaccatoBelow						
82	80	159	321/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	819									
82	80	319/2	161	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	820									
82	80	160	323/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	821									
83	81	321/2	162	0.0		0	0	Spanner	2/4	1	1	0									2				
83	81	482/3	973/6	0.0		1/24	1/24	Spanner	2/4	1	1	0													
83	81	482/3	973/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	822									
83	81	965/6	487/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	823									
83	81	967/6	488/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	824									
83	81	484/3	977/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	825									
83	81	485/3	979/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	826									
83	81	971/6	490/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	827									
83	81	973/6	491/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	828									
83	81	487/3	983/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	829									
83	81	321/2	162	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	830			articStaccatoAbove						
83	81	161	325/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	831			articStaccatoAbove						
83	81	323/2	163	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	832									
83	81	162	327/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	833			articStaccatoAbove						
84	82	488/3	985/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	834									
84	82	977/6	493/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	835									
84	82	979/6	494/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	836									
84	82	490/3	989/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	837									
84	82	491/3	991/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	838									
84	82	983/6	496/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	839									
84	82	985/6	497/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	840									
84	82	493/3	995/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	841									
84	82	325/2	164	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	842			articStaccatoAbove						
84	82	163	329/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	843			articStaccatoAbove						
84	82	327/2	165	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	844			articStaccatoBelow						
84	82	164	331/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	845			articStaccatoBelow						
85	83	329/2	166	0.0		0	0	Dynamic	2/4	1	1	0						fp							
85	83	494/3	997/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	846									
85	83	989/6	499/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	847									
85	83	991/6	500/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	848									
85	83	496/3	1001/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	849									
85	83	497/3	1003/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	850									
85	83	995/6	502/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	851									
85	83	997/6	503/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	852									
85	83	499/3	1007/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	853									
85	83	329/2	166	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	854			articStaccatoBelow						
85	83	165	333/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	855									
85	83	331/2	167	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	856									
85	83	166	335/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	857									
86	84	500/3	1009/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	858									
86	84	1001/6	505/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	859									
86	84	1003/6	506/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	860									
86	84	502/3	1013/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	861									
86	84	503/3	1015/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	862									
86	84	1007/6	508/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	863									
86	84	1009/6	509/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	864									
86	84	505/3	1019/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	865									
86	84	333/2	168	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	866			articStaccatoBelow						
86	84	167	337/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	867									
86	84	335/2	169	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	868									
86	84	168	339/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	869									
87	85	506/3	1021/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	870									
87	85	1013/6	511/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	871									
87	85	1015/6	512/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	872									
87	85	508/3	1025/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	873									
87	85	509/3	1027/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	874									
87	85	1019/6	514/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	875									
87	85	1021/6	515/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	876									
87	85	511/3	1031/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	877									
87	85	337/2	170	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	878			articStaccatoBelow						
87	85	169	341/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	879									
87	85	339/2	171	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	880									
87	85	170	343/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	881									
88	86	512/3	1033/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	882									
88	86	1025/6	517/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	883									
88	86	1027/6	518/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	884									
88	86	514/3	1037/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	885									
88	86	515/3	1039/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	886									
88	86	1031/6	520/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	887									
88	86	1033/6	521/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	888									
88	86	517/3	1043/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	889									
88	86	341/2	172	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	890			articStaccatoAbove						
88	86	171	345/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	891									
88	86	343/2	173	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	892									
88	86	172	347/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	893									
89	87	518/3	1045/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	894									
89	87	1037/6	523/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	895									
89	87	1039/6	524/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	896									
89	87	520/3	1049/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	897									
89	87	521/3	1051/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	898									
89	87	1043/6	526/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	899									
89	87	1045/6	527/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	900									
89	87	523/3	1055/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	901									
89	87	345/2	174	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	902			articStaccatoAbove						
89	87	173	349/2	0.0		1/8	1/8	Spanner	2/4	2	1	0									3				
89	87	173	349/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	903			articStaccatoAbove		3				
89	87	347/2	175	0.0		1/4	1/4	Spanner	2/4	2	1	0													
89	87	347/2	175	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	904			articStaccatoAbove						
89	87	174	351/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	905			articStaccatoAbove						
90	88	524/3	1057/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	906									
90	88	1049/6	529/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	907									
90	88	1051/6	530/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	908									
90	88	526/3	1061/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	909									
90	88	527/3	1063/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	910									
90	88	1055/6	532/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	911									
90	88	1057/6	533/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	912									
90	88	529/3	1067/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	913									
90	88	349/2	176	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	914			articStaccatoAbove						
90	88	175	353/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	915			articStaccatoAbove						
90	88	351/2	177	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	916			articStaccatoAbove						
90	88	176	355/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	917			articStaccatoAbove						
91	89	353/2	178	0.0		0	0	Dynamic	2/4	1	1	0						ff							
91	89	530/3	1069/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	918									
91	89	1061/6	535/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	919									
91	89	1063/6	536/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	920									
91	89	532/3	1073/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	921									
91	89	533/3	1075/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	922									
91	89	1067/6	538/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	923									
91	89	1069/6	539/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	924									
91	89	535/3	1079/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	925									
91	89	353/2	178	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	926			articStaccatoAbove						
91	89	177	357/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	927			articStaccatoAbove						
91	89	355/2	179	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	928			articStaccatoAbove						
91	89	178	359/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	929			articStaccatoAbove						
92	90	536/3	1081/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	930									
92	90	1073/6	541/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	931									
92	90	1075/6	542/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	932									
92	90	538/3	1085/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	933									
92	90	539/3	1087/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	934									
92	90	1079/6	544/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	935									
92	90	1081/6	545/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	936									
92	90	541/3	1091/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	937									
92	90	357/2	180	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	938			articStaccatoAbove						
92	90	179	361/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	939			articStaccatoAbove						
92	90	359/2	181	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	940			articStaccatoAbove						
92	90	180	363/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	941			articStaccatoAbove						
93	91	361/2	182	0.0		0	0	Dynamic	2/4	1	1	0						fp							
93	91	542/3	1093/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	942									
93	91	1085/6	547/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	943									
93	91	1087/6	548/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	944									
93	91	544/3	1097/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	945									
93	91	545/3	1099/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	946									
93	91	1091/6	550/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	947									
93	91	1093/6	551/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	948									
93	91	547/3	1103/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	949									
93	91	361/2	182	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	950			articStaccatoBelow						
93	91	181	365/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	951									
93	91	363/2	183	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	952									
93	91	182	367/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	953									
94	92	548/3	1105/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	954									
94	92	1097/6	553/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	955									
94	92	1099/6	554/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	956									
94	92	550/3	1109/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	957									
94	92	551/3	1111/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	958									
94	92	1103/6	556/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	959									
94	92	1105/6	557/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	960									
94	92	553/3	1115/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	961									
94	92	365/2	184	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	962									
94	92	183	369/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	963									
94	92	367/2	185	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	964									
94	92	184	371/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	965									
95	93	554/3	1117/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	966									
95	93	1109/6	559/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	967									
95	93	1111/6	560/3	0.0		1/6	1/6	Spanner	2/4	1	1	0									4				
95	93	1111/6	560/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	968					4				
95	93	556/3	1121/6	0.0		5/24	5/24	Spanner	2/4	1	1	0													
95	93	556/3	1121/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	969									
95	93	557/3	1123/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	970									
95	93	1115/6	562/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	971									
95	93	1117/6	563/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	972									
95	93	559/3	1127/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	973									
95	93	369/2	186	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	974			articStaccatoAbove						
95	93	185	373/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	975									
95	93	371/2	187	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	976									
95	93	186	375/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	977									
96	94	560/3	1129/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	978									
96	94	1121/6	565/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	979									
96	94	1123/6	566/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	980									
96	94	562/3	1133/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	981									
96	94	563/3	1135/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	982									
96	94	1127/6	568/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	983									
96	94	1129/6	569/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	984									
96	94	565/3	1139/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	985									
96	94	373/2	188	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	986			articStaccatoAbove						
96	94	187	377/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	987									
96	94	375/2	189	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	988									
96	94	188	379/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	989									
97	95	377/2	190	0.0		0	0	Dynamic	2/4	1	1	0						p							
97	95	566/3	1141/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	990				75					
97	95	1133/6	571/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	991				75					
97	95	189	381/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	992				75					
97	95	1135/6	572/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	993				75					
97	95	568/3	1145/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	994									
97	95	569/3	1147/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	995				76					
97	95	1139/6	574/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	996				76					
97	95	190	383/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	997				76					
97	95	1141/6	575/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	998				76					
97	95	571/3	1151/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	999									
