mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	diminuendo_line	crescendo_line
159	158	949/4	949/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1050				155		
159	158	237	237	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	1051						
159	158	236	236	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1052			articStaccatoAbove			
159	158	237	237	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1053						
159	158	236	236	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	1054						
160	159	475/2	475/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1055						
160	159	477/2	477/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1056				156		
160	159	955/4	955/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1057				156		
160	159	475/2	475/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1058						
160	159	477/2	477/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	1059						
160	159	475/2	475/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1060						
160	159	477/2	477/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1061						
161	160	239	239	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1062						
161	160	239	239	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	1063						
161	160	239	239	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1064						
161	160	240	240	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1065				157		
161	160	1441/6	1441/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1066				157		
161	160	721/3	721/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1067				157		
162	161	483/2	483/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1068			articStaccatoBelow			
162	161	481/2	481/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1069				157		
162	161	722/3	722/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1070				157		
162	161	1445/6	1445/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1071				157		
162	161	241	241	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1072			articStaccatoAbove			
163	162	242	242	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1073	<		articStaccatoAbove			
163	162	485/2	485/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1074			articStaccatoAbove			
163	162	243	243	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1075				158		
163	162	1459/6	1459/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1076				158		
163	162	730/3	730/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1077				158		
164	163	489/2	489/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1078			articStaccatoBelow			
164	163	487/2	487/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1079				158		
164	163	731/3	731/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1080				158		
164	163	1463/6	1463/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1081				158		
164	163	244	244	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1082			articStaccatoAbove			
165	164	245	245	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1083	<		articStaccatoAbove			
165	164	246	246	0.0	1/4	1/4	Spanner	3/8	1	1	0										4
165	164	491/2	491/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1084			articStaccatoAbove			
165	164	246	246	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24		1/16	2/3	1085				159		
165	164	1477/6	1477/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24		1/16	2/3	1086				159		
165	164	739/3	739/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24		1/16	2/3	1087				159		
166	165	493/2	493/2	0.0	0	0	Spanner	3/8	1	1	0										
166	165	247	247	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1088				160		
166	165	1483/6	1483/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1089				160		
166	165	742/3	742/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1090				160		
166	165	495/2	495/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1091				160		
166	165	743/3	743/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1092				160		
166	165	1487/6	1487/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1093				160		
166	165	493/2	493/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1094				159		
166	165	740/3	740/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1095				159		
166	165	1481/6	1481/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1096				159		
166	165	247	247	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1097			articStaccatoAbove			
167	166	248	248	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1098			articStaccatoAbove			
167	166	249	249	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1099				161		
167	166	1495/6	1495/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1100				161		
167	166	748/3	748/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1101				161		
167	166	248	248	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1102				162		
167	166	1489/6	1489/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1103				162		
167	166	745/3	745/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1104				162		
167	166	497/2	497/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1105				162		
167	166	746/3	746/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1106				162		
167	166	1493/6	1493/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1107				162		
167	166	249	249	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1108			articStaccatoBelow			
168	167	499/2	499/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1109				161		
168	167	749/3	749/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1110				161		
168	167	1499/6	1499/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1111				161		
168	167	250	250	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1112	>		articStaccatoAbove			
170	169	505/2	505/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1113				163		
170	169	758/3	758/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1114				163		
170	169	1517/6	1517/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1115				163		
170	169	253	253	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1116				163		
170	169	1519/6	1519/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1117				163		
170	169	760/3	760/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1118				163		
170	169	507/2	507/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1119			articStaccatoBelow			
171	170	254	254	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1120				164		
171	170	1525/6	1525/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1121				164		
171	170	763/3	763/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1122				164		
171	170	509/2	509/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1123				164		
171	170	764/3	764/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1124				164		
171	170	1529/6	1529/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1125				164		
171	170	255	255	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1126			articStaccatoAbove			
172	171	511/2	511/2	0.16666666666666666	0	0	Chord	3/8	2	1	1/24		1/16	2/3	1127				165		
172	171	767/3	767/3	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24		1/16	2/3	1128				165		
172	171	1535/6	1535/6	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24		1/16	2/3	1129				165		
172	171	256	256	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24		1/16	2/3	1130				165		
172	171	1537/6	1537/6	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24		1/16	2/3	1131				165		
172	171	769/3	769/3	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24		1/16	2/3	1132				165		
172	171	513/2	513/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1133			articStaccatoBelow			
173	172	257	257	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1134				166		
173	172	1543/6	1543/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1135				166		
173	172	772/3	772/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1136				166		
173	172	515/2	515/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1137				166		
173	172	773/3	773/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1138				166		
173	172	1547/6	1547/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1139				166		
173	172	258	258	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1140			articStaccatoAbove			
175	174	261	261	0.0	1/4	1/4	Dynamic	3/8	1	1	0						pp				
175	174	261	261	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1141	pp			167		
175	174	1045/4	1045/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1142				167		
176	175	523/2	523/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1143			articStaccatoAbove			
176	175	262	262	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1144				168		
176	175	1049/4	1049/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1145				168		
176	175	525/2	525/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1146			articStaccatoAbove			
177	176	263	263	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1147				169		
177	176	1053/4	1053/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1148				169		
177	176	527/2	527/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1149			articStaccatoAbove			
177	176	264	264	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1150			articStaccatoAbove			
178	177	529/2	529/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1151				170		
178	177	531/2	531/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1152				170		
178	177	1063/4	1063/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1153				170		
178	177	529/2	529/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1154				171		
178	177	531/2	531/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1155				171		
178	177	1063/4	1063/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1156				171		
178	177	529/2	529/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1157						
179	178	266	266	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1158			articStaccatoAbove			
179	178	267	267	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1159				172		
179	178	1069/4	1069/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1160				172		
179	178	266	266	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1161			articStaccatoAbove			
179	178	266	266	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	1162						
180	179	535/2	535/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1163			articStaccatoAbove			
180	179	268	268	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	1164				173		
180	179	1073/4	1073/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1165				173		
180	179	537/2	537/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1166			articStaccatoAbove			
181	180	269	269	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	1167				174		
181	180	1077/4	1077/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1168				174		
181	180	539/2	539/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1169			articStaccatoAbove			
181	180	270	270	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1170			articStaccatoAbove			
182	181	541/2	541/2	0.0	0	0	Dynamic	3/8	1	1	0						pp				
182	181	541/2	541/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1171	pp			175		
182	181	543/2	543/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1172				175		
182	181	1087/4	1087/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1173				175		
182	181	541/2	541/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1174						
182	181	543/2	543/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1175						
182	181	1087/4	1087/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1176						
182	181	541/2	541/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1177				176		
183	182	272	272	0.0	0	0	Spanner	3/8	1	1	0								175		5
183	182	272	272	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1178				175		5
183	182	273	273	0.0	1/4	1/4	Spanner	3/8	1	1	0								175		
183	182	273	273	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1179				175		
183	182	1093/4	1093/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1180				175		
183	182	272	272	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1181						
183	182	273	273	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1182						
183	182	1093/4	1093/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1183						
183	182	272	272	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1184				176		
184	183	547/2	547/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	1185				175		
184	183	549/2	549/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	1186				175		
184	183	1099/4	1099/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	1187				175		
184	183	547/2	547/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	1188						
184	183	549/2	549/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	1189						
184	183	1099/4	1099/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	1190						
184	183	547/2	547/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1191				176		
185	184	275	275	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1192			articStaccatoAbove			
185	184	551/2	551/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	1193			articStaccatoAbove			
185	184	276	276	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	1194			articStaccatoAbove			
185	184	275	275	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1195			articStaccatoAbove			
185	184	551/2	551/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1196			articStaccatoAbove			
185	184	276	276	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1197			articStaccatoAbove			
185	184	275	275	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	1198						
186	185	553/2	553/2	0.0	0	0	Dynamic	3/8	1	1	0						p				
186	185	553/2	553/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	1199	p			177		
186	185	2213/8	2213/8	0.375	1/32	1/32	Chord	3/8	1	1	3/32		1/16	3/2	1200						
186	185	277	277	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	1201				178		
186	185	2217/8	2217/8	0.375	5/32	5/32	Chord	3/8	1	1	3/32		1/16	3/2	1202						
186	185	555/2	555/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	1203				179		
186	185	2221/8	2221/8	0.375	9/32	9/32	Chord	3/8	1	1	3/32		1/16	3/2	1204						
186	185	553/2	553/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1205						
186	185	553/2	553/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	1206						
187	186	278	278	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	1207				180		
187	186	2225/8	2225/8	0.375	1/32	1/32	Chord	3/8	1	1	3/32		1/16	3/2	1208			articStaccatoAbove			
187	186	557/2	557/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	1209				181		
187	186	2229/8	2229/8	0.375	5/32	5/32	Chord	3/8	1	1	3/32		1/16	3/2	1210			articStaccatoAbove			
187	186	279	279	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	1211				182		
187	186	2233/8	2233/8	0.375	9/32	9/32	Chord	3/8	1	1	3/32		1/16	3/2	1212			articStaccatoAbove			
187	186	278	278	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1213						
188	187	559/2	559/2	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	1214				183		
188	187	2237/8	2237/8	0.375	1/32	1/32	Chord	3/8	1	1	3/32		1/16	3/2	1215			articStaccatoAbove			
188	187	280	280	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	1216				184		
188	187	2241/8	2241/8	0.375	5/32	5/32	Chord	3/8	1	1	3/32		1/16	3/2	1217			articStaccatoAbove			
188	187	561/2	561/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	1218				185		
188	187	2245/8	2245/8	0.375	9/32	9/32	Chord	3/8	1	1	3/32		1/16	3/2	1219			articStaccatoAbove			
188	187	559/2	559/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1220						
189	188	281	281	0.125	0	0	Chord	3/8	1	1	1/32		1/32	1	1221				186		
189	188	2249/8	2249/8	0.375	1/32	1/32	Chord	3/8	1	1	3/32		1/16	3/2	1222			articStaccatoAbove			
189	188	563/2	563/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	1223				187		
189	188	2253/8	2253/8	0.375	5/32	5/32	Chord	3/8	1	1	3/32		1/16	3/2	1224			articStaccatoBelow			
189	188	282	282	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	1225				188		
189	188	2257/8	2257/8	0.375	9/32	9/32	Chord	3/8	1	1	3/32		1/16	3/2	1226			articStaccatoBelow			
189	188	281	281	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1227						
190	189	565/2	565/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	1228	p					
190	189	283	283	0.0	1/8	1/8	Spanner	3/8	1	1	0										6
190	189	283	283	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1229						6
190	189	1699/6	1699/6	0.0	1/6	1/6	Spanner	3/8	1	1	0										
190	189	1699/6	1699/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1230						
190	189	850/3	850/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1231						
190	189	567/2	567/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1232						
190	189	851/3	851/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1233						
190	189	1703/6	1703/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1234						
190	189	565/2	565/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1235						
191	190	284	284	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1236						
191	190	1705/6	1705/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1237						
191	190	853/3	853/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1238						
191	190	569/2	569/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1239						
191	190	854/3	854/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1240						
191	190	1709/6	1709/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1241						
191	190	285	285	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1242						
191	190	1711/6	1711/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1243						
191	190	856/3	856/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1244						
191	190	284	284	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1245						
192	191	571/2	571/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1246						
192	191	857/3	857/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1247						
192	191	1715/6	1715/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1248						
192	191	286	286	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1249						
192	191	1717/6	1717/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1250						
192	191	859/3	859/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1251						
192	191	573/2	573/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1252						
192	191	860/3	860/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1253						
192	191	1721/6	1721/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1254						
192	191	571/2	571/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1255				189		
192	191	286	286	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
192	191	286	286	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1256						
192	191	573/2	573/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1257			articStaccatoBelow			
193	192	287	287	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1258						
193	192	1723/6	1723/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1259						
193	192	862/3	862/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1260						
193	192	575/2	575/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1261						
193	192	863/3	863/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1262						
193	192	1727/6	1727/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1263						
193	192	288	288	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1264						
193	192	1729/6	1729/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1265						
193	192	865/3	865/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1266						
193	192	287	287	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1267						
194	193	577/2	577/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1268						
194	193	866/3	866/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1269						
194	193	1733/6	1733/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1270						
194	193	289	289	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1271						
194	193	1735/6	1735/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1272						
194	193	868/3	868/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1273						
194	193	579/2	579/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1274						
194	193	869/3	869/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1275						
194	193	1739/6	1739/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1276						
194	193	577/2	577/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	1277				190		
194	193	289	289	0.0	1/8	1/8	Dynamic	3/8	2	1	0						sf				
194	193	289	289	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	1278						
194	193	579/2	579/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	1279			articStaccatoBelow			
195	194	290	290	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1280						
195	194	1741/6	1741/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1281						
195	194	871/3	871/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1282						
195	194	581/2	581/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1283						
195	194	872/3	872/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1284						
195	194	1745/6	1745/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1285						
195	194	291	291	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24		1/16	2/3	1286						
195	194	1747/6	1747/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24		1/16	2/3	1287						
195	194	874/3	874/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24		1/16	2/3	1288						
195	194	290	290	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	1289						
196	195	583/2	583/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24		1/16	2/3	1290						
196	195	875/3	875/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24		1/16	2/3	1291						
196	195	1751/6	1751/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24		1/16	2/3	1292						
196	195	292	292	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24		1/16	2/3	1293						
196	195	1753/6	1753/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24		1/16	2/3	1294						
196	195	877/3	877/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24		1/16	2/3	1295						
