mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
225	224	2685/2	2685/2	0.0	0	0	Spanner	12/8	2	1	0														
225	224	2685/2	2685/2	0.0	0	0	Spanner	12/8	2	1	0													475	
225	224	2685/2	2685/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4122									475	
225	224	2687/2	2687/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	4123									475	
225	224	5375/4	5375/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	4124									475	
225	224	1344	1344	0.0	3/8	3/8	Spanner	12/8	2	1	0														
225	224	1344	1344	0.0	3/8	3/8	Spanner	12/8	2	1	0													476	
225	224	1344	1344	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4125									476	
225	224	1345	1345	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	4126									476	
225	224	5381/4	5381/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	4127									476	
225	224	2691/2	2691/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
225	224	2691/2	2691/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													477	
225	224	2691/2	2691/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4128									477	
225	224	2693/2	2693/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	4129									477	
225	224	5387/4	5387/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	4130									477	
225	224	1347	1347	0.0	9/8	9/8	Spanner	12/8	2	1	0														
225	224	1347	1347	0.0	9/8	9/8	Spanner	12/8	2	1	0													478	
225	224	1347	1347	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4131									478	
225	224	1348	1348	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	4132									478	
225	224	5393/4	5393/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	4133									478	
226	225	5395/4	5395/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4134										
226	225	1349	1349	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4135										
226	225	5397/4	5397/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4136										
226	225	5401/4	5401/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4137										
226	225	2701/2	2701/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4138										
226	225	5403/4	5403/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4139										
226	225	5407/4	5407/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4140										
226	225	1352	1352	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4141										
226	225	5409/4	5409/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4142										
226	225	5413/4	5413/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4143										
226	225	2707/2	2707/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4144										
226	225	5415/4	5415/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4145										
226	225	2697/2	2697/2	0.0	0	0	Spanner	12/8	2	1	0														
226	225	2697/2	2697/2	0.0	0	0	Spanner	12/8	2	1	0													479	
226	225	2697/2	2697/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4146									479	
226	225	2699/2	2699/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	4147									479	
226	225	5399/4	5399/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	4148									479	
226	225	1350	1350	0.0	3/8	3/8	Spanner	12/8	2	1	0														
226	225	1350	1350	0.0	3/8	3/8	Spanner	12/8	2	1	0													480	
226	225	1350	1350	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4149									480	
226	225	1351	1351	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	4150									480	
226	225	5405/4	5405/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	4151									480	
226	225	2703/2	2703/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
226	225	2703/2	2703/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													481	
226	225	2703/2	2703/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4152									481	
226	225	2705/2	2705/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	4153									481	
226	225	5411/4	5411/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	4154									481	
226	225	1353	1353	0.0	9/8	9/8	Spanner	12/8	2	1	0														
226	225	1353	1353	0.0	9/8	9/8	Spanner	12/8	2	1	0													482	
226	225	1353	1353	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4155									482	
226	225	1354	1354	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	4156									482	
226	225	5417/4	5417/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	4157									482	
227	226	2709/2	2709/2	0.0	0	0	Spanner	12/8	1	1	0										5				
227	226	5419/4	5419/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4158						5				
227	226	1355	1355	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4159						5				
227	226	5421/4	5421/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4160						5				
227	226	5425/4	5425/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4161						5				
227	226	2713/2	2713/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4162						5				
227	226	5427/4	5427/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4163						5				
227	226	5431/4	5431/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4164						5				
227	226	1358	1358	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4165						5				
227	226	5433/4	5433/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4166						5				
227	226	5437/4	5437/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4167						5				
227	226	2719/2	2719/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4168						5				
227	226	5439/4	5439/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4169						5				
227	226	2709/2	2709/2	0.0	0	0	Spanner	12/8	2	1	0														
227	226	2709/2	2709/2	0.0	0	0	Spanner	12/8	2	1	0													483	
227	226	2709/2	2709/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4170									483	
227	226	2711/2	2711/2	0.25	1/4	1/4	Chord	12/8	2	1	1/16		1/16	1	4171									483	
227	226	5423/4	5423/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16		1/16	1	4172									483	
227	226	1356	1356	0.0	3/8	3/8	Spanner	12/8	2	1	0														
227	226	1356	1356	0.0	3/8	3/8	Spanner	12/8	2	1	0													484	
227	226	1356	1356	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	4173									484	
227	226	1357	1357	0.25	5/8	5/8	Chord	12/8	2	1	1/16		1/16	1	4174									484	
227	226	5429/4	5429/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16		1/16	1	4175									484	
227	226	2715/2	2715/2	0.0	3/4	3/4	Spanner	12/8	2	1	0														
227	226	2715/2	2715/2	0.0	3/4	3/4	Spanner	12/8	2	1	0													485	
227	226	2715/2	2715/2	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	4176									485	
227	226	2717/2	2717/2	0.25	1	1	Chord	12/8	2	1	1/16		1/16	1	4177									485	
227	226	5435/4	5435/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16		1/16	1	4178									485	
227	226	1359	1359	0.0	9/8	9/8	Spanner	12/8	2	1	0														
227	226	1359	1359	0.0	9/8	9/8	Spanner	12/8	2	1	0													486	
227	226	1359	1359	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	4179									486	
227	226	1360	1360	0.25	11/8	11/8	Chord	12/8	2	1	1/16		1/16	1	4180									486	
227	226	5441/4	5441/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16		1/16	1	4181									486	
228	227	5445/4	5445/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4182						5				
228	227	2723/2	2723/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4183						5				
228	227	5447/4	5447/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4184						5				
228	227	1362	1362	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4185						5				
228	227	5449/4	5449/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4186						5				
228	227	2725/2	2725/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4187						5				
228	227	5451/4	5451/4	0.0	9/16	9/16	Spanner	12/8	1	1	0														
228	227	5451/4	5451/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4188										
228	227	1363	1363	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4189										
228	227	5453/4	5453/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4190										
228	227	2727/2	2727/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4191										
228	227	5455/4	5455/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4192										
228	227	1364	1364	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4193										
228	227	5457/4	5457/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4194										
228	227	2729/2	2729/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4195										
228	227	5459/4	5459/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4196										
228	227	1365	1365	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4197										
228	227	5461/4	5461/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4198										
228	227	2731/2	2731/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4199										
228	227	5463/4	5463/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4200										
228	227	1366	1366	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4201										
228	227	5465/4	5465/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4202										
228	227	2721/2	2721/2	0.0	0	0	Spanner	12/8	2	1	0														
228	227	2721/2	2721/2	0.0	0	0	Spanner	12/8	2	1	0													487	
228	227	2721/2	2721/2	0.0	0	0	Spanner	12/8	2	1	0													487, 488	488
228	227	2721/2	2721/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	4203									487, 488	488
228	227	5443/4	5443/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	4204									487, 488	488
228	227	1361	1361	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	4205									487, 488	488
229	228	2733/2	2733/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	4206										
229	228	5467/4	5467/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4207										
229	228	1367	1367	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4208										
229	228	5469/4	5469/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4209										
229	228	2735/2	2735/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4210										
229	228	5471/4	5471/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4211										
229	228	1368	1368	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4212										
229	228	5473/4	5473/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4213										
229	228	2737/2	2737/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4214										
229	228	5475/4	5475/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4215										
229	228	1369	1369	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4216										
229	228	5477/4	5477/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4217										
229	228	2739/2	2739/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4218										
229	228	5479/4	5479/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4219										
229	228	1370	1370	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4220										
229	228	5481/4	5481/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4221										
229	228	2741/2	2741/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4222										
229	228	5483/4	5483/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4223										
229	228	1371	1371	0.0	9/8	9/8	Spanner	12/8	1	1	0										6				
229	228	1371	1371	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4224						6				
229	228	5485/4	5485/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4225						6				
229	228	2743/2	2743/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4226						6				
229	228	5487/4	5487/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4227						6				
229	228	1372	1372	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4228						6				
229	228	5489/4	5489/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4229						6				
230	229	5493/4	5493/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4230						6				
230	229	2747/2	2747/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4231						6				
230	229	5495/4	5495/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4232						6				
230	229	1374	1374	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4233						6				
230	229	5497/4	5497/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4234						6				
230	229	2749/2	2749/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4235						6				
230	229	5499/4	5499/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4236						6				
230	229	1375	1375	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4237						6				
230	229	5501/4	5501/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4238						6				
230	229	2751/2	2751/2	0.0	3/4	3/4	Spanner	12/8	1	1	0														
230	229	2751/2	2751/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4239										
230	229	5503/4	5503/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4240										
230	229	1376	1376	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4241										
230	229	5505/4	5505/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4242										
230	229	2753/2	2753/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4243										
230	229	5507/4	5507/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4244										
230	229	1377	1377	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4245										
230	229	5509/4	5509/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4246										
230	229	2755/2	2755/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4247										
230	229	5511/4	5511/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4248										
230	229	1378	1378	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4249										
230	229	5513/4	5513/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4250										
230	229	2745/2	2745/2	0.0	0	0	Spanner	12/8	2	1	0														
230	229	2745/2	2745/2	0.0	0	0	Spanner	12/8	2	1	0														
230	229	2745/2	2745/2	0.0	0	0	Spanner	12/8	2	1	0													489	
230	229	2745/2	2745/2	0.0	0	0	Spanner	12/8	2	1	0													489, 490	490
230	229	2745/2	2745/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	4251									489, 490	490
230	229	5491/4	5491/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	4252									489, 490	490
230	229	1373	1373	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	4253									489, 490	490
231	230	2757/2	2757/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	4254										
231	230	5515/4	5515/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4255										
231	230	1379	1379	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4256										
231	230	5517/4	5517/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4257										
231	230	2759/2	2759/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4258										
231	230	5519/4	5519/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4259										
231	230	1380	1380	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4260										
231	230	5521/4	5521/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4261										
231	230	2761/2	2761/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4262										
231	230	5523/4	5523/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4263										
231	230	1381	1381	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4264										
231	230	5525/4	5525/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4265										
231	230	2763/2	2763/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4266										
231	230	5527/4	5527/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4267										
231	230	1382	1382	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4268										
231	230	5529/4	5529/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4269										
231	230	2765/2	2765/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4270										
231	230	5531/4	5531/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4271										
231	230	1383	1383	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4272										
231	230	5533/4	5533/4	0.0	19/16	19/16	Spanner	12/8	1	1	0										7				
231	230	5533/4	5533/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4273						7				
231	230	2767/2	2767/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4274						7				
231	230	5535/4	5535/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4275						7				
231	230	1384	1384	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4276						7				
231	230	5537/4	5537/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4277						7				
232	231	5541/4	5541/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4278						7				
232	231	2771/2	2771/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4279						7				
232	231	5543/4	5543/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4280						7				
232	231	1386	1386	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4281						7				
232	231	5545/4	5545/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4282						7				
232	231	2773/2	2773/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4283						7				
232	231	5547/4	5547/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4284						7				
232	231	1387	1387	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4285						7				
232	231	5549/4	5549/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4286						7				
232	231	2775/2	2775/2	0.0	3/4	3/4	Spanner	12/8	1	1	0														
232	231	2775/2	2775/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4287										
232	231	5551/4	5551/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4288										
232	231	1388	1388	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4289										
232	231	5553/4	5553/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4290										
232	231	2777/2	2777/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4291										
232	231	5555/4	5555/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4292										
232	231	1389	1389	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4293										
232	231	5557/4	5557/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4294										
232	231	2779/2	2779/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4295										
232	231	5559/4	5559/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4296										
232	231	1390	1390	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4297										
232	231	5561/4	5561/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4298										
232	231	2769/2	2769/2	0.0	0	0	Spanner	12/8	2	1	0													491	
232	231	2769/2	2769/2	0.0	0	0	Spanner	12/8	2	1	0													491, 492	492
232	231	2769/2	2769/2	0.0	0	0	Spanner	12/8	2	1	0													491, 492	492
232	231	2769/2	2769/2	0.0	0	0	Spanner	12/8	2	1	0													491, 492	492
232	231	2769/2	2769/2	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	4299									491, 492	492
233	232	2781/2	2781/2	0.25	0	0	Chord	12/8	1	1	1/16		1/16	1	4300										
233	232	5563/4	5563/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16		1/16	1	4301										
233	232	1391	1391	0.25	1/8	1/8	Chord	12/8	1	1	1/16		1/16	1	4302										
233	232	5565/4	5565/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4303										
233	232	2783/2	2783/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4304										
233	232	5567/4	5567/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4305										
233	232	1392	1392	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4306										
233	232	5569/4	5569/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4307										
233	232	2785/2	2785/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4308										
233	232	5571/4	5571/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4309										
233	232	1393	1393	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4310										
233	232	5573/4	5573/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4311										
233	232	2787/2	2787/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4312										
233	232	5575/4	5575/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4313										
233	232	1394	1394	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4314										
233	232	5577/4	5577/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4315										
233	232	2789/2	2789/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4316										
233	232	5579/4	5579/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4317										
233	232	1395	1395	0.0	9/8	9/8	Spanner	12/8	1	1	0										8				
233	232	1395	1395	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4318						8				
233	232	5581/4	5581/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4319						8				
233	232	2791/2	2791/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4320						8				
233	232	5583/4	5583/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4321						8				
233	232	1396	1396	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4322						8				
233	232	5585/4	5585/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4323						8				
234	233	2793/2	2793/2	0.0	0	0	Spanner	12/8	1	1	0														
234	233	5589/4	5589/4	0.0	3/16	3/16	Spanner	12/8	1	1	0										9				
234	233	5589/4	5589/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16		1/16	1	4324						9				
234	233	2795/2	2795/2	0.25	1/4	1/4	Chord	12/8	1	1	1/16		1/16	1	4325						9				
234	233	5591/4	5591/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16		1/16	1	4326						9				
234	233	1398	1398	0.25	3/8	3/8	Chord	12/8	1	1	1/16		1/16	1	4327						9				
234	233	5593/4	5593/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16		1/16	1	4328						9				
234	233	2797/2	2797/2	0.25	1/2	1/2	Chord	12/8	1	1	1/16		1/16	1	4329						9				
234	233	5595/4	5595/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16		1/16	1	4330						9				
234	233	1399	1399	0.25	5/8	5/8	Chord	12/8	1	1	1/16		1/16	1	4331						9				
234	233	5597/4	5597/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16		1/16	1	4332						9				
234	233	2799/2	2799/2	0.0	3/4	3/4	Spanner	12/8	1	1	0														
234	233	2799/2	2799/2	0.25	3/4	3/4	Chord	12/8	1	1	1/16		1/16	1	4333										
234	233	5599/4	5599/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16		1/16	1	4334										
234	233	1400	1400	0.25	7/8	7/8	Chord	12/8	1	1	1/16		1/16	1	4335										
234	233	5601/4	5601/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16		1/16	1	4336										
234	233	2801/2	2801/2	0.25	1	1	Chord	12/8	1	1	1/16		1/16	1	4337										
234	233	5603/4	5603/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16		1/16	1	4338										
234	233	1401	1401	0.25	9/8	9/8	Chord	12/8	1	1	1/16		1/16	1	4339										
234	233	5605/4	5605/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16		1/16	1	4340										
234	233	2803/2	2803/2	0.25	5/4	5/4	Chord	12/8	1	1	1/16		1/16	1	4341										
234	233	5607/4	5607/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16		1/16	1	4342										
234	233	1402	1402	0.25	11/8	11/8	Chord	12/8	1	1	1/16		1/16	1	4343										
234	233	5609/4	5609/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16		1/16	1	4344										
234	233	2793/2	2793/2	0.0	0	0	Spanner	12/8	2	1	0														
234	233	2793/2	2793/2	0.0	0	0	Spanner	12/8	2	1	0														
234	233	2793/2	2793/2	0.0	0	0	Spanner	12/8	2	1	0													493	
234	233	2793/2	2793/2	0.0	0	0	Spanner	12/8	2	1	0													493, 494	494
234	233	2793/2	2793/2	0.25	0	0	Chord	12/8	2	1	1/16		1/16	1	4345									493, 494	494
234	233	5587/4	5587/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16		1/16	1	4346									493, 494	494
234	233	1397	1397	0.25	1/8	1/8	Chord	12/8	2	1	1/16		1/16	1	4347									493, 494	494
234	233	5589/4	5589/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16		1/16	1	4348									493, 494	494
234	233	2795/2	2795/2	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	4349									493, 494	494
