mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	Trill:trill
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	267								
32	32	62	62	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	268				41				
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	269				41				
32	32	62	62	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	270								
32	32	249/4	249/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	271								
32	32	125/2	125/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	272								
32	32	251/4	251/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	273								
32	32	63	63	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	274								
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	275								
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	276								
32	32	255/4	255/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	277								
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	278				41				
33	33	65	65	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	279				41				
33	33	64	64	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	280								
33	33	257/4	257/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	281								
33	33	129/2	129/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	282								
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	283								
33	33	65	65	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	284								
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	285								
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	286								
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	287								
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	288				41				
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	289								
34	34	66	66	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	290								
34	34	265/4	265/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	291								
34	34	133/2	133/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	292								
34	34	267/4	267/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	293								
34	34	67	67	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	294								
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	295								
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	296								
34	34	271/4	271/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	297								
35	35	69	69	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	298			articStaccatoAbove					
35	35	68	68	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	299								
35	35	273/4	273/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	300								
35	35	137/2	137/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	301								
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	302								
35	35	69	69	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	303								
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	304								
35	35	139/2	139/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	305								
35	35	279/4	279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	306								
36	36	70	70	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	307				42				
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	308				42				
36	36	70	70	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	309								
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	310								
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	311								
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	312								
36	36	71	71	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	313								
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	314								
36	36	143/2	143/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	315								
36	36	287/4	287/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	316								
37	37	72	72	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	317				42				
37	37	73	73	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	318				42				
37	37	72	72	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	319								
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	320								
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	321								
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	322								
37	37	73	73	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	323								
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	324								
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	325								
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	326								
38	38	74	74	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	327								
38	38	74	74	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	328								
38	38	297/4	297/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	329			articStaccatoAbove					
38	38	149/2	149/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	330			articStaccatoAbove					
38	38	299/4	299/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	331			articStaccatoAbove					
38	38	75	75	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	332			articStaccatoAbove					
38	38	301/4	301/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	333			articStaccatoAbove					
38	38	151/2	151/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	334			articStaccatoAbove					
38	38	303/4	303/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	335			articStaccatoAbove					
39	39	77	77	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	336			articStaccatoAbove					
39	39	76	76	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	337			articStaccatoAbove					
39	39	305/4	305/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	338								
39	39	153/2	153/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	339								
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	340								
39	39	77	77	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	341								
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	342								
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	343								
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	344								
40	40	78	78	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	345				43				
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	346				43				
40	40	78	78	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	347								
40	40	313/4	313/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	348								
40	40	157/2	157/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	349								
40	40	315/4	315/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	350								
40	40	79	79	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	351								
40	40	317/4	317/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	352								
40	40	159/2	159/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	353								
40	40	319/4	319/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	354								
41	41	80	80	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	355				43				
41	41	81	81	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	356				43				
41	41	80	80	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	357								
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	358								
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	359								
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	360								
41	41	81	81	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	361								
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	362								
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	363								
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	364								
42	42	82	82	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	365				43				
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	366								
42	42	82	82	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	367								
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	368								
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	369								
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	370								
42	42	83	83	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	371								
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	372								
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	373								
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	374								
43	43	85	85	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	375			articStaccatoAbove					
43	43	84	84	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	376								
43	43	337/4	337/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	377								
43	43	169/2	169/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	378								
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	379								
43	43	85	85	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	380								
43	43	341/4	341/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	381								
43	43	171/2	171/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	382								
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	383								
44	44	86	86	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	384				44				
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	385				44				
44	44	86	86	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	386								
44	44	345/4	345/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	387								
44	44	173/2	173/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	388								
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	389								
44	44	87	87	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	390								
44	44	349/4	349/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	391								
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	392								
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	393								
45	45	88	88	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	394				44				
45	45	89	89	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	395				44				
45	45	88	88	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	396								
45	45	353/4	353/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	397								
45	45	177/2	177/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	398								
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	399								
45	45	89	89	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	400								
45	45	357/4	357/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	401								
45	45	179/2	179/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	402								
45	45	359/4	359/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	403								
46	46	90	90	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	404				44				
46	46	91	91	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	405								
46	46	90	90	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	406								
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	407								
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	408								
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	409								
46	46	91	91	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	410								
46	46	365/4	365/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	411								
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	412								
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	413								
47	47	92	92	0.0	0	0	Spanner	2/4	1	1	0											1	
47	47	92	92	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	414	<			45			1	
47	47	93	93	0.0	1/4	1/4	Spanner	2/4	1	1	0								45				
47	47	93	93	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	415				45				
47	47	92	92	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	416								
47	47	369/4	369/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	417								
47	47	185/2	185/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	418								
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	419								
47	47	93	93	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	420								
47	47	373/4	373/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	421								
47	47	187/2	187/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	422								
47	47	375/4	375/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	423								
48	48	94	94	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	424				45				
48	48	95	95	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	425								
48	48	94	94	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	426								
48	48	377/4	377/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	427								
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	428								
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	429								
48	48	95	95	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	430								
48	48	381/4	381/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	431								
48	48	191/2	191/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	432								
48	48	383/4	383/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	433								
49	49	96	96	0.0	0	0	Dynamic	2/4	1	1	0						p						
49	49	96	96	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	434	p			46				
49	49	97	97	0.0	1/4	1/4	Spanner	2/4	1	1	0										1		
49	49	97	97	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	435	>					1		
49	49	96	96	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	436								
49	49	385/4	385/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	437								
49	49	193/2	193/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	438								
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	439								
49	49	97	97	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	440								
49	49	389/4	389/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	441								
49	49	195/2	195/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	442								
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	443								
50	50	98	98	0.0	0	0	Spanner	2/4	1	1	0												
50	50	98	98	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	444			articStaccatoAbove	47				
50	50	99	99	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	445			articStaccatoAbove					
50	50	98	98	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	446								
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	447								
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	448								
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	449								
50	50	99	99	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	450								
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	451								
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	452								
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	453								
51	51	100	100	0.0	0	0	Spanner	2/4	1	1	0											2	
51	51	100	100	0.0	0	0	Spanner	2/4	1	1	0											2	0
51	51	100	100	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	454	<						2	0
51	51	100	100	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	455			articStaccatoAbove					
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	456								
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	457								
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	458								
51	51	101	101	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	459			articStaccatoAbove					
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	460								
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	461								
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	462								
52	52	102	102	0.0	0	0	Spanner	2/4	1	1	0												0
52	52	102	102	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	463								0
52	52	102	102	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	464			articStaccatoAbove					
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	465								
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	466								
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	467								
52	52	103	103	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	468			articStaccatoAbove					
52	52	413/4	413/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	469								
52	52	207/2	207/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	470								
52	52	415/4	415/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	471								
53	53	104	104	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	472								0
53	53	104	104	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	473			articStaccatoAbove					
53	53	417/4	417/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	474								
53	53	209/2	209/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	475								
53	53	419/4	419/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	476								
53	53	105	105	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	477			articStaccatoAbove					
53	53	421/4	421/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	478								
53	53	211/2	211/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	479								
53	53	423/4	423/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	480								
54	54	106	106	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	481	ff							0
54	54	106	106	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	482			articStaccatoAbove					
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	483								
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	484								
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	485								
54	54	107	107	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	486			articStaccatoAbove					
54	54	429/4	429/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	487								
54	54	215/2	215/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	488								
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	489								
55	55	108	108	0.0	0	0	Spanner	2/4	1	1	0												
55	55	109	109	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	490			articStaccatoAbove					
55	55	108	108	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	491								
55	55	108	108	0.0	0	0	Dynamic	2/4	2	1	0						ff						
55	55	108	108	0.0	0	0	Spanner	2/4	2	1	0												1
55	55	108	108	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	492			articStaccatoBelow					1
55	55	433/4	433/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	493				48				1
55	55	867/8	867/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	494				48				1
55	55	217/2	217/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	495				48				1
55	55	869/8	869/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	496				48				1
55	55	435/4	435/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	497				48				1
55	55	871/8	871/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	498								1
55	55	109	109	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	499			articStaccatoBelow					1
55	55	437/4	437/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	500				49				1
55	55	875/8	875/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	501				49				1
55	55	219/2	219/2	0.125	3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	502				49				1
55	55	877/8	877/8	0.125	13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	503				49				1
55	55	439/4	439/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	504				49				1
55	55	879/8	879/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	505								1
56	56	110	110	0.0	0	0	Spanner	2/4	1	1	0									0			
56	56	110	110	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	506				50	0			
56	56	223/2	223/2	0.0	3/8	3/8	Spanner	2/4	1	1	0								50				
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	507				50				
56	56	110	110	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	508								
56	56	110	110	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	509			articStaccatoBelow					1
56	56	441/4	441/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	510			articStaccatoBelow					1
56	56	221/2	221/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	511			articStaccatoBelow					1
56	56	443/4	443/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	512			articStaccatoBelow					1
56	56	111	111	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	513			articStaccatoBelow					1
56	56	445/4	445/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	514			articStaccatoBelow					1
56	56	223/2	223/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	515			articStaccatoBelow					1
56	56	447/4	447/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	516			articStaccatoBelow					1
57	57	112	112	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	517				50				
57	57	113	113	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	518			ornamentTrill					
57	57	112	112	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	519								
57	57	113	113	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	520								
57	57	112	112	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	521			articStaccatoAbove					1
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	522			articStaccatoAbove					1
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	523			articStaccatoAbove					1
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	524			articStaccatoAbove					1
57	57	113	113	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	525			articStaccatoAbove					1
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	526			articStaccatoAbove					1
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	527			articStaccatoAbove					1
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	528			articStaccatoAbove					1
58	58	114	114	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	529								
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	530								
58	58	114	114	2.0	0	0	Chord	2/4	1	2	1/2		1/2	1	531								
58	58	114	114	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	532								1
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	533			articStaccatoBelow					1
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	534			articStaccatoBelow					1
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	535			articStaccatoBelow					1
58	58	115	115	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	536			articStaccatoBelow					1
58	58	461/4	461/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	537			articStaccatoBelow					1
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	538			articStaccatoBelow					1
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	539			articStaccatoBelow					1
