mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	589				
63	62	184	184	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	590				
63	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	591				
63	62	185	185	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	592				
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	593				
63	62	186	186	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	594				
63	62	373/2	373/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	595				
64	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	596				69
64	63	188	188	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	597				
64	63	189	189	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	598				70
64	63	759/4	759/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	599				
64	63	187	187	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	600				
64	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	601				
64	63	188	188	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	602				
64	63	377/2	377/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	603				
64	63	189	189	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	604				
64	63	379/2	379/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	605				
65	64	190	190	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	606				
65	64	192	192	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	607				71
65	64	771/4	771/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	608				
65	64	190	190	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	609				
65	64	381/2	381/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	610				
65	64	191	191	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	611				
65	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	612				
65	64	192	192	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	613				
65	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	614				
66	65	193	193	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	615				
66	65	195	195	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	616				72
66	65	783/4	783/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	617				
66	65	193	193	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	618				
66	65	387/2	387/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	619				
66	65	194	194	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	620				
66	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	621				
66	65	195	195	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	622				
66	65	391/2	391/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	623				
67	66	196	196	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	624				
67	66	197	197	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	625				73
67	66	789/4	789/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	626				73
67	66	395/2	395/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	627				73
67	66	791/4	791/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	628				73
67	66	198	198	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	629				73
67	66	793/4	793/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	630				73
67	66	397/2	397/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	631				73
67	66	795/4	795/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	632				
67	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	633				
67	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634				
68	67	199	199	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	635				
68	67	201	201	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	636	f			
68	67	807/4	807/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	637				
68	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	638				
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	639				
69	68	202	202	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	640				
69	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	641				
69	68	204	204	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	642				
69	68	409/2	409/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	643				
69	68	202	202	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	644				
69	68	405/2	405/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	645				
69	68	203	203	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	646				
69	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	647				
69	68	204	204	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	648				
69	68	409/2	409/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	649				
70	69	205	205	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	650				
70	69	206	206	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	651				
70	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	652				
70	69	207	207	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	653				
70	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	654				
70	69	205	205	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	655				
70	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	656				
70	69	206	206	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	657				
70	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	658				
70	69	207	207	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	659				
70	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	660				
71	70	208	208	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	661				
71	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	662				
71	70	210	210	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	663				
71	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	664				
71	70	208	208	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	665				
71	70	417/2	417/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	666				
71	70	209	209	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	667				
71	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	668				
71	70	210	210	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	669				
71	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	670				
72	71	211	211	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	671				
72	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	672	p			74
72	71	213	213	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	673				74
72	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	674				
72	71	211	211	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	675				
72	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	676				
72	71	212	212	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	677				
73	72	214	214	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	678				75
73	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	679				
73	72	215	215	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	680				
73	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	681				76
73	72	216	216	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	682				76
73	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	683				
73	72	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	684				
74	73	217	217	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	685				77
74	73	435/2	435/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	686				
74	73	218	218	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	687				
74	73	437/2	437/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	688				78
74	73	219	219	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	689				78
74	73	439/2	439/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	690				
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	691				
75	74	220	220	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	692				79
75	74	441/2	441/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	693				79
75	74	221	221	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	694				79
75	74	443/2	443/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	695				79
75	74	222	222	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	696				79
75	74	445/2	445/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	697				
75	74	443/2	443/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	698				80
75	74	222	222	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	699				80
75	74	445/2	445/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	700				
76	75	223	223	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	701				81
76	75	224	224	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	702				
76	75	449/2	449/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	703	f			
76	75	225	225	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	704				
76	75	451/2	451/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	705				
76	75	223	223	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	706				
76	75	223	223	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	707				82
76	75	224	224	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	708				
77	76	226	226	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	709				
77	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	710				
77	76	228	228	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	711				
77	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	712				
77	76	226	226	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	713				
77	76	453/2	453/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	714				
77	76	227	227	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	715				
77	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	716				
77	76	228	228	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	717				
77	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	718				
78	77	229	229	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	719				
78	77	230	230	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	720				
78	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	721				
78	77	231	231	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	722				
78	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	723				
78	77	229	229	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	724				
78	77	459/2	459/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	725				
78	77	230	230	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	726				
78	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	727				
78	77	231	231	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	728				
78	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	729				
79	78	232	232	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	730				
79	78	467/2	467/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	731				
79	78	234	234	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	732				
79	78	469/2	469/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	733				
79	78	232	232	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	734				
79	78	465/2	465/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	735				
79	78	233	233	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	736				
79	78	467/2	467/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	737				
79	78	234	234	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	738				
79	78	469/2	469/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	739				
80	79	235	235	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	740				
80	79	473/2	473/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	741	p			83
80	79	237	237	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	742				83
80	79	475/2	475/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	743				
80	79	235	235	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	744				
80	79	471/2	471/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	745				
80	79	236	236	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	746				
81	80	238	238	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	747				84
81	80	477/2	477/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	748				
81	80	239	239	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	749				
81	80	479/2	479/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	750				85
81	80	240	240	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	751				85
81	80	481/2	481/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	752				
81	80	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	753				
82	81	241	241	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	754				86
82	81	483/2	483/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	755				
82	81	242	242	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	756				
82	81	485/2	485/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	757				87
82	81	243	243	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	758				87
82	81	487/2	487/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	759				
82	81	242	242	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	760				
83	82	244	244	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	761				88
83	82	489/2	489/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	762				
83	82	245	245	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	763				
83	82	491/2	491/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	764				89
83	82	246	246	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	765				89
83	82	493/2	493/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	766				
83	82	245	245	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	767				
84	83	247	247	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	768				90
84	83	495/2	495/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	769				
84	83	248	248	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	770				
84	83	497/2	497/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	771				91
84	83	249	249	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	772				91
84	83	499/2	499/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	773				
84	83	248	248	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	774				
85	84	250	250	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	775				
85	84	501/2	501/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	776				
85	84	251	251	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	777				
85	84	503/2	503/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	778				
85	84	252	252	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	779				
85	84	505/2	505/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	780				
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	781				
86	85	253	253	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	782				
86	85	507/2	507/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	783				
86	85	254	254	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	784				
86	85	509/2	509/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	785				
86	85	255	255	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	786				
86	85	511/2	511/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	787				
87	86	256	256	0.0	0	0	Dynamic	3/4	1	1	0						pp		
87	86	256	256	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	788	pp			
87	86	513/2	513/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	789				
87	86	257	257	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	790				92
87	86	515/2	515/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	791				92
87	86	258	258	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	792				92
87	86	517/2	517/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	793				
88	87	261	261	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	794	p			93
88	87	1047/4	1047/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	795				
88	87	259	259	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	796				94
88	87	519/2	519/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	797				94
88	87	260	260	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	798				94
88	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	799				
88	87	261	261	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	800				
88	87	523/2	523/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	801				
89	88	262	262	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	802				95
89	88	264	264	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	803				95
89	88	1059/4	1059/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	804				
89	88	262	262	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	805				
89	88	525/2	525/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	806				
89	88	263	263	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	807				
89	88	527/2	527/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	808				
89	88	264	264	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	809				
89	88	529/2	529/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	810				
90	89	265	265	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	811				
90	89	267	267	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	812				96
90	89	1071/4	1071/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	813				
90	89	265	265	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	814				
90	89	531/2	531/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	815				
90	89	266	266	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	816				
90	89	533/2	533/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	817				
90	89	267	267	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	818				
90	89	535/2	535/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	819				
91	90	268	268	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	820				97
91	90	269	269	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	821				97
91	90	539/2	539/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	822				97
91	90	270	270	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	823				97
91	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	824				
91	90	268	268	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	825				
91	90	537/2	537/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	826				
91	90	269	269	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	827				
91	90	539/2	539/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	828				
91	90	270	270	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	829				
91	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	830				
92	91	271	271	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	831				98
92	91	272	272	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	832				
92	91	273	273	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	833				99
92	91	1095/4	1095/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	834				
92	91	271	271	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	835				
92	91	543/2	543/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	836				
92	91	272	272	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	837				
92	91	545/2	545/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	838				
92	91	273	273	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	839				
92	91	547/2	547/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	840				
93	92	274	274	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	841				
93	92	276	276	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	842				100
93	92	1107/4	1107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	843				
93	92	274	274	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	844				
93	92	549/2	549/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	845				
93	92	275	275	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	846				
93	92	551/2	551/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	847				
93	92	276	276	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	848				
93	92	553/2	553/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	849				
94	93	277	277	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	850				
94	93	279	279	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	851				101
94	93	1119/4	1119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	852				
94	93	277	277	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	853				
94	93	555/2	555/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	854				
94	93	278	278	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	855				
94	93	557/2	557/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	856				
94	93	279	279	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	857				
94	93	559/2	559/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	858				
95	94	280	280	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	859				102
95	94	563/2	563/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	860				102
95	94	282	282	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	861				102
95	94	565/2	565/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	862				
95	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	863				
95	94	282	282	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	864				
96	95	283	283	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	865				
96	95	285	285	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	866				
96	95	1143/4	1143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	867				
96	95	283	283	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	868				
96	95	284	284	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	869				
97	96	286	286	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	870			articAccentAbove	103
97	96	287	287	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	871				
97	96	288	288	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	872				
97	96	1155/4	1155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	873				
97	96	286	286	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	874				104
97	96	287	287	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	875				
98	97	289	289	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	876			articAccentAbove	105
98	97	290	290	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	877				
98	97	291	291	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	878				
98	97	1167/4	1167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	879				
98	97	289	289	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	880				106
98	97	290	290	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	881				
99	98	292	292	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	882				107
99	98	585/2	585/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	883				107
99	98	293	293	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	884				107
99	98	587/2	587/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	885				107
99	98	294	294	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	886				107
