mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	decrescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.	crescendo_hairpin	TextLine	Trill:trill
21	20	155/4	155/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	242															
21	20	39	39	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	243															
21	20	157/4	157/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	244															
21	20	79/2	79/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	245															
21	20	159/4	159/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	246															
21	20	40	40	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	247															
21	20	161/4	161/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	248															
22	21	81/2	81/2	0.0	0	0	Dynamic	2/4	1	1	0				p														
22	21	81/2	81/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	249		articStaccatoBelow													
22	21	41	41	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	250		articStaccatoBelow													
22	21	83/2	83/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0				sf														
22	21	83/2	83/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	251															
22	21	81/2	81/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	252															
22	21	163/4	163/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	253															
22	21	41	41	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	254															
22	21	165/4	165/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	255															
22	21	83/2	83/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											6							
22	21	83/2	83/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	256								6							
22	21	167/4	167/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	257								6							
22	21	42	42	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	258								6							
22	21	169/4	169/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	259								6							
23	22	85/2	85/2	0.0	0	0	Dynamic	2/4	1	1	0				p														
23	22	85/2	85/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	260		articStaccatoBelow													
23	22	43	43	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	261		articStaccatoBelow													
23	22	87/2	87/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0				sf														
23	22	87/2	87/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	262							8								
23	22	85/2	85/2	0.0	0	0	Spanner	2/4	2	1	0																		
23	22	85/2	85/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	263															
23	22	171/4	171/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	264															
23	22	43	43	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	265															
23	22	173/4	173/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	266															
23	22	87/2	87/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											7							
23	22	87/2	87/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	267								7							
23	22	175/4	175/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	268								7							
23	22	44	44	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	269								7							
23	22	177/4	177/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	270								7							
24	23	89/2	89/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	271							8								
24	23	45	45	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	272		articStaccatoAbove													
24	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	273		articStaccatoAbove													
24	23	46	46	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	274		articStaccatoAbove													
24	23	89/2	89/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	275								7							
24	23	179/4	179/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	276								7							
24	23	45	45	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
24	23	45	45	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	277															
24	23	181/4	181/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	278															
24	23	91/2	91/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	279															
24	23	183/4	183/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	280															
24	23	46	46	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	281															
24	23	185/4	185/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	282															
25	24	93/2	93/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	283		articStaccatoBelow													
25	24	47	47	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	284		articStaccatoBelow													
25	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	285		articStaccatoBelow													
25	24	48	48	0.0	3/8	3/8	Tempo	2/4	1	1	0							"

𝅘𝅥
=138
"	138.0	0.0									
25	24	48	48	0.0	3/8	3/8	Dynamic	2/4	1	1	0				mp														
25	24	48	48	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	286															
25	24	93/2	93/2	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	287															
25	24	187/4	187/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	288															
25	24	47	47	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	289															
25	24	189/4	189/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	290															
25	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	291		articStaccatoAbove													
25	24	93/2	93/2	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	292		articStaccatoBelow													
25	24	47	47	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	293		articStaccatoBelow													
25	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	294		articStaccatoBelow													
26	25	97/2	97/2	0.0	0	0	Dynamic	2/4	1	1	0				f														
26	25	97/2	97/2	0.0	0	0	Tempo	2/4	1	1	0							"

𝅘𝅥
=134
"	134.0	0.0									
26	25	97/2	97/2	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	295															
26	25	99/2	99/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0				f														
26	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	296															
26	25	97/2	97/2	0.0	0	0	Spanner	2/4	2	1	0											8							
26	25	97/2	97/2	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	297								8							
26	25	99/2	99/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
26	25	99/2	99/2	0.0	1/4	1/4	Spanner	2/4	2	1	0											9							
26	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	298								9							
27	26	101/2	101/2	0.0	0	0	Tempo	2/4	1	1	0							"

𝅘𝅥
=144
"	144.0	0.0									
27	26	101/2	101/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	299		articStaccatoAbove													
27	26	51	51	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	300		articStaccatoAbove													
27	26	103/2	103/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	301		articStaccatoAbove													
27	26	52	52	0.0	3/8	3/8	Dynamic	2/4	1	1	0				p														
27	26	52	52	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	302		articStaccatoAbove													
27	26	101/2	101/2	0.0	0	0	Spanner	2/4	2	1	0																		
27	26	101/2	101/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	303		articStaccatoBelow													
27	26	51	51	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	304		articStaccatoBelow													
27	26	103/2	103/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	305		articStaccatoBelow													
27	26	52	52	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	306		articStaccatoAbove													
28	27	105/2	105/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	307		articStaccatoAbove													
28	27	53	53	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	308		articStaccatoAbove													
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	309		articStaccatoAbove													
28	27	54	54	0.0	3/8	3/8	Dynamic	2/4	1	1	0				f														
28	27	54	54	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	310		articStaccatoBelow													
28	27	105/2	105/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	311		articStaccatoAbove													
28	27	53	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	312		articStaccatoAbove													
28	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	313		articStaccatoAbove													
28	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	314		articStaccatoBelow													
29	28	109/2	109/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	315		articStaccatoBelow													
29	28	55	55	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	316		articStaccatoBelow													
29	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	317		articStaccatoBelow													
29	28	56	56	0.0	3/8	3/8	Dynamic	2/4	1	1	0				p														
29	28	56	56	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	318		articStaccatoAbove													
29	28	109/2	109/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	319		articStaccatoBelow													
29	28	55	55	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	320		articStaccatoBelow													
29	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	321		articStaccatoBelow													
29	28	56	56	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	322		articStaccatoAbove													
30	29	113/2	113/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	323		articStaccatoAbove													
30	29	57	57	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	324		articStaccatoAbove													
30	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	325		articStaccatoAbove													
30	29	58	58	0.0	3/8	3/8	Dynamic	2/4	1	1	0				f														
30	29	58	58	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	326		articStaccatoBelow													
30	29	113/2	113/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	327		articStaccatoAbove													
30	29	57	57	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	328		articStaccatoAbove													
30	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	329		articStaccatoAbove													
30	29	58	58	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	330		articStaccatoBelow													
31	30	117/2	117/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	331		articStaccatoBelow													
31	30	59	59	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	332		articStaccatoBelow													
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	333		articStaccatoBelow													
31	30	60	60	0.0	3/8	3/8	Dynamic	2/4	1	1	0				p														
31	30	60	60	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	334		articStaccatoAbove													
31	30	117/2	117/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	335		articStaccatoBelow													
31	30	59	59	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	336		articStaccatoBelow													
31	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	337		articStaccatoBelow													
31	30	60	60	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	338		articStaccatoAbove													
32	31	121/2	121/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	339		articStaccatoAbove													
32	31	61	61	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	340		articStaccatoAbove													
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	341		articStaccatoAbove													
32	31	62	62	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf														
32	31	62	62	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	342							9								
32	31	121/2	121/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	343		articStaccatoAbove													
32	31	61	61	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	344		articStaccatoAbove													
32	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	345		articStaccatoAbove													
32	31	62	62	0.0	3/8	3/8	Spanner	2/4	2	1	0											10							
32	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	346							10	10							
33	32	125/2	125/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	347		articTenutoStaccatoBelow													
33	32	63	63	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p														
33	32	63	63	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	348							11								
33	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	349		articTenutoStaccatoAbove													
33	32	64	64	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf														
33	32	64	64	0.0	3/8	3/8	Spanner	2/4	1	1	0																	0	
33	32	64	64	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	350							12							0	
33	32	125/2	125/2	0.0	0	0	Spanner	2/4	2	1	0																		
33	32	125/2	125/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	351		articTenutoStaccatoBelow													
33	32	63	63	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	352							13								
33	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	353		articTenutoStaccatoAbove													
33	32	64	64	0.0	3/8	3/8	Spanner	2/4	2	1	0											11							
33	32	64	64	0.0	3/8	3/8	Spanner	2/4	2	1	0											11						1	
33	32	64	64	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	354							14	11						1	
34	33	129/2	129/2	0.0	0	0	Spanner	2/4	1	1	0																		
34	33	129/2	129/2	0.0	0	0	Spanner	2/4	1	1	0																	2	
34	33	129/2	129/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	355		articTenutoStaccatoBelow												2	
34	33	65	65	0.0	1/8	1/8	Dynamic	2/4	1	1	0				p														
34	33	65	65	0.0	1/8	1/8	Spanner	2/4	1	1	0																		
34	33	65	65	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	356							15								
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	357		articTenutoStaccatoAbove													
34	33	66	66	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf														
34	33	66	66	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	358							16								
34	33	129/2	129/2	0.0	0	0	Spanner	2/4	2	1	0																		
34	33	129/2	129/2	0.0	0	0	Spanner	2/4	2	1	0																		
34	33	129/2	129/2	0.0	0	0	Spanner	2/4	2	1	0																	3	
34	33	129/2	129/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	359		articTenutoStaccatoBelow												3	
34	33	65	65	0.0	1/8	1/8	Spanner	2/4	2	1	0																		
34	33	65	65	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	360							17								
34	33	131/2	131/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	361		articTenutoStaccatoAbove													
34	33	66	66	0.0	3/8	3/8	Spanner	2/4	2	1	0											12							
34	33	66	66	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	362							18	12							
35	34	133/2	133/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	363		articTenutoStaccatoBelow													
35	34	67	67	0.0	1/8	1/8	Dynamic	2/4	1	1	0				sf														
35	34	67	67	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	364							19								
35	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	365		articTenutoStaccatoAbove													
35	34	68	68	0.0	3/8	3/8	Dynamic	2/4	1	1	0				sf														
35	34	68	68	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	366							20								
35	34	133/2	133/2	0.0	0	0	Spanner	2/4	2	1	0																		
35	34	133/2	133/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	367		articTenutoStaccatoBelow													
35	34	67	67	0.0	1/8	1/8	Spanner	2/4	2	1	0											13							
35	34	67	67	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	368							21	13							
35	34	135/2	135/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
35	34	135/2	135/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	369		articTenutoStaccatoAbove													
35	34	68	68	0.0	3/8	3/8	Spanner	2/4	2	1	0											14							
35	34	68	68	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	370							22	14							
36	35	137/2	137/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	371		articTenutoStaccatoAbove													
36	35	69	69	0.0	1/8	1/8	Dynamic	2/4	1	1	0				sf														
36	35	69	69	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	372							23								
36	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	373		articTenutoStaccatoAbove													
36	35	70	70	0.0	3/8	3/8	Dynamic	2/4	1	1	0				p														
36	35	70	70	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	374															
36	35	281/4	281/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	375															
36	35	137/2	137/2	0.0	0	0	Spanner	2/4	2	1	0																		
36	35	137/2	137/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	376		articTenutoStaccatoBelow													
36	35	69	69	0.0	1/8	1/8	Spanner	2/4	2	1	0											15							
36	35	69	69	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	377							24	15							
36	35	139/2	139/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
36	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	378		articTenutoStaccatoAbove													
36	35	70	70	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	379		articStaccatoBelow													
37	36	141/2	141/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	380															
37	36	283/4	283/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	381															
37	36	71	71	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	382															
37	36	285/4	285/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	383															
37	36	143/2	143/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	384															
37	36	287/4	287/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	385															
37	36	72	72	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	386															
37	36	289/4	289/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	387															
37	36	141/2	141/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	388		articStaccatoBelow													
37	36	71	71	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	389		articStaccatoBelow													
37	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	390		articStaccatoBelow													
37	36	72	72	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	391		articStaccatoBelow													
38	37	145/2	145/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	392															
38	37	291/4	291/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	393															
38	37	73	73	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	394															
38	37	293/4	293/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	395															
38	37	147/2	147/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	396															
38	37	295/4	295/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	397															
38	37	74	74	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	398															
38	37	297/4	297/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	399															
38	37	145/2	145/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	400		articStaccatoBelow													
38	37	73	73	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	401		articStaccatoBelow													
38	37	147/2	147/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	402		articStaccatoBelow													
38	37	74	74	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	403		articStaccatoBelow													
39	38	149/2	149/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	404															
39	38	299/4	299/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	405															
39	38	75	75	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	406															
39	38	301/4	301/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	407															
39	38	151/2	151/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	408															
39	38	303/4	303/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	409															
39	38	76	76	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	410															
39	38	305/4	305/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	411															
39	38	149/2	149/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	412		articStaccatoBelow													
39	38	75	75	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	413		articStaccatoBelow													
39	38	151/2	151/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	414		articStaccatoBelow													
39	38	76	76	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	415		articStaccatoBelow													
40	39	153/2	153/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	416															
40	39	307/4	307/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	417															
40	39	77	77	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	418															
40	39	309/4	309/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	419															
40	39	155/2	155/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	420															
40	39	311/4	311/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	421															
40	39	78	78	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	422															
40	39	313/4	313/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	423															
40	39	153/2	153/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	424		articStaccatoBelow													
40	39	77	77	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	425		articStaccatoBelow													
40	39	155/2	155/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	426		articStaccatoBelow													
40	39	78	78	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	427		articStaccatoBelow													
41	40	157/2	157/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	428															
41	40	315/4	315/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	429															
41	40	79	79	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	430															
41	40	317/4	317/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	431															
41	40	159/2	159/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	432															
41	40	319/4	319/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	433															
41	40	80	80	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	434															
41	40	321/4	321/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	435															
41	40	157/2	157/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	436		articStaccatoBelow													
41	40	79	79	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	437		articStaccatoBelow													
41	40	159/2	159/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	438		articStaccatoBelow													
41	40	80	80	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	439		articStaccatoBelow													
42	41	161/2	161/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	440															
42	41	323/4	323/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	441															
42	41	81	81	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	442															
42	41	325/4	325/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	443															
42	41	163/2	163/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	444															
42	41	327/4	327/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	445															
42	41	82	82	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	446															
42	41	329/4	329/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	447															
42	41	161/2	161/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	448		articStaccatoBelow													
42	41	81	81	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	449		articStaccatoBelow													
42	41	163/2	163/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	450		articStaccatoBelow													
42	41	82	82	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	451		articStaccatoBelow													
43	42	165/2	165/2	0.0	0	0	Spanner	2/4	1	1	0														0	0			
43	42	165/2	165/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	452											0	0			
43	42	331/4	331/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	453											0	0			
43	42	83	83	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	454											0	0			
43	42	333/4	333/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	455											0	0			
43	42	167/2	167/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	456											0	0			
43	42	335/4	335/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	457											0	0			
43	42	84	84	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	458											0	0			
43	42	337/4	337/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	459											0	0			
43	42	165/2	165/2	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	460		articStaccatoBelow													
43	42	83	83	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	461		articStaccatoBelow													
43	42	167/2	167/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	462		articStaccatoBelow													
43	42	84	84	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	463		articStaccatoBelow													
44	43	169/2	169/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	464											0	0			
44	43	339/4	339/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	465											0	0			
