mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	crescendo_hairpin	decrescendo_hairpin
135	135	403	403	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	832												
135	135	807/2	807/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	833												
135	135	404	404	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	834												
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	835												
136	136	405	405	0.0	0	0	Spanner	3/4	1	1	0																
136	136	405	405	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	836									89			
136	136	406	406	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	837									89			
136	136	407	407	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	838									89			
136	136	405	405	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	839												
137	137	408	408	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	840									89			
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	841									89			
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	842												
137	137	408	408	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	843									90			
137	137	409	409	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	844									90			
137	137	410	410	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	845												
138	138	411	411	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	846									91			
138	138	412	412	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	847									91			
138	138	413	413	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	848									91			
138	138	411	411	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	849									92			
138	138	412	412	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	850									92			
138	138	413	413	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	851									92			
139	139	414	414	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	852									91			
139	139	415	415	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	853									91			
139	139	416	416	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	854												
139	139	414	414	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	855									92			
139	139	415	415	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	856									92			
139	139	416	416	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	857												
140	140	417	417	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	858									93			
140	140	418	418	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	859									93			
140	140	419	419	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	860									93			
140	140	417	417	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861									94			
140	140	418	418	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	862									94			
140	140	419	419	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	863									94			
141	141	420	420	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	864									93			
141	141	421	421	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	865									93			
141	141	422	422	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	866												
141	141	420	420	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	867									94			
141	141	421	421	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	868									94			
141	141	422	422	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	869												
142	142	423	423	0.0	0	0	Spanner	3/4	1	1	0														1		
142	142	423	423	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	870										1		
142	142	423	423	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	871									95			
142	142	424	424	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	872									95			
142	142	425	425	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	873									95			
143	143	426	426	0.0	0	0	Spanner	3/4	1	1	0																
143	143	426	426	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	874												
143	143	428	428	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	875												
143	143	426	426	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	876									95			
143	143	427	427	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	877									95			
143	143	428	428	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	878									95			
144	144	429	429	0.0	0	0	Dynamic	3/4	1	1	0						sf										
144	144	429	429	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	879												
144	144	429	429	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	880									95			
144	144	430	430	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	881									95			
144	144	431	431	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	882									95			
145	145	432	432	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	883												
145	145	434	434	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	884												
145	145	432	432	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	885									95			
145	145	433	433	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	886									95			
145	145	434	434	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	887												
146	146	435	435	0.0	0	0	Spanner	3/4	1	1	0														2		
146	146	435	435	0.0	0	0	Spanner	3/4	1	1	0														2, 3		
146	146	435	435	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	888										2, 3		
146	146	435	435	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	889									96			
146	146	436	436	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	890									96			
146	146	437	437	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	891									96			
147	147	438	438	0.0	0	0	Spanner	3/4	1	1	0																
147	147	438	438	0.0	0	0	Spanner	3/4	1	1	0																
147	147	438	438	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	892												
147	147	440	440	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	893												
147	147	438	438	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	894									96			
147	147	439	439	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	895									96			
147	147	440	440	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	896									96			
148	148	441	441	0.0	0	0	Dynamic	3/4	1	1	0						sf										
148	148	441	441	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	897												
148	148	441	441	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	898									96			
148	148	442	442	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	899									96			
148	148	443	443	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	900									96			
149	149	444	444	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	901												
149	149	446	446	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	902									97			
149	149	444	444	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	903									96			
149	149	445	445	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	904									96			
149	149	446	446	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	905									96			
150	150	447	447	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	906												
150	150	447	447	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	907									96			
150	150	448	448	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	908									96			
150	150	449	449	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	909												
151	151	450	450	0.0	0	0	Dynamic	3/4	1	1	0						f										
151	151	450	450	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	910												
151	151	452	452	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	911												
151	151	450	450	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	912									98			
151	151	451	451	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	913									98			
151	151	452	452	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	914									98			
152	152	453	453	0.0	0	0	Dynamic	3/4	1	1	0						sf										
152	152	453	453	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	915												
152	152	453	453	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	916									98			
152	152	454	454	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	917									98			
152	152	455	455	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	918									98			
153	153	456	456	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	919												
153	153	458	458	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	920												
153	153	456	456	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	921									98			
153	153	457	457	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	922									98			
153	153	458	458	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	923									98			
154	154	459	459	0.0	0	0	Dynamic	3/4	1	1	0						ff										
154	154	459	459	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	924												
154	154	459	459	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	925									98			
154	154	460	460	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	926									98			
154	154	461	461	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	927									98			
155	155	462	462	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	928												
155	155	464	464	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
155	155	464	464	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	929									99			
155	155	462	462	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	930									98			
155	155	463	463	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	931									98			
155	155	464	464	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	932									98			
156	156	465	465	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	933												
156	156	467	467	0.0	1/2	1/2	Dynamic	3/4	1	1	0						sf										
156	156	467	467	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	934									100			
156	156	465	465	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	935									98			
156	156	466	466	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	936									98			
156	156	467	467	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	937									98			
157	157	468	468	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	938									100			
157	157	469	469	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	939									100			
157	157	470	470	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	940									100			
157	157	468	468	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	941												
157	157	468	468	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	942									98			
157	157	470	470	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	943									98			
158	158	471	471	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	944												
158	158	473	473	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p										
158	158	473	473	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	945												
158	158	471	471	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	946			articStaccatoBelow									
158	158	472	472	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	947			articStaccatoAbove									
159	159	474	474	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	948												
159	159	476	476	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	949												
159	159	475	475	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	950												
160	160	477	477	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	951												
160	160	479	479	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	952												
160	160	478	478	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	953												
161	161	480	480	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	954												
161	161	482	482	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	955												
161	161	481	481	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	956												
162	162	483	483	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	957												
162	162	485	485	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	958												
162	162	484	484	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	959												
163	163	486	486	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	960												
163	163	488	488	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	961												
163	163	487	487	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	962												
164	164	489	489	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	963												
164	164	491	491	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	964												
164	164	490	490	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	965												
165	165	492	492	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	966												
165	165	494	494	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	967												
165	165	493	493	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	968												
166	166	495	495	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	969												
166	166	497	497	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	970												
166	166	496	496	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	971												
167	167	498	498	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	972												
167	167	500	500	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	973												
167	167	499	499	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	974												
168	168	501	501	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	975												
168	168	2011/4	2011/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	976									101			
168	168	503	503	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	977									101			
168	168	2015/4	2015/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	978									101			
168	168	501	501	0.0	0	0	Dynamic	3/4	2	1	0						f										
168	168	501	501	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	979	f											
169	169	504	504	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	980									101			
169	169	2019/4	2019/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	981									101			
169	169	505	505	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	982									101			
169	169	2023/4	2023/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	983									101			
169	169	506	506	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	984			articStaccatoAbove									
170	170	507	507	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	985			articStaccatoAbove									
170	170	509	509	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p										
170	170	509	509	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	986												
170	170	509	509	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	987												
171	171	510	510	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	988									102			
171	171	512	512	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	989												
171	171	510	510	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	990									103			
171	171	512	512	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	991												
172	172	513	513	0.0	0	0	Dynamic	3/4	1	1	0						f										
172	172	513	513	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	992												
172	172	2059/4	2059/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	993									104			
172	172	515	515	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	994									104			
172	172	2063/4	2063/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	995									104			
172	172	513	513	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	996												
173	173	516	516	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	997									104			
173	173	2067/4	2067/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	998									104			
173	173	517	517	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	999									104			
173	173	2071/4	2071/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1000									104			
173	173	518	518	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1001			articStaccatoAbove									
174	174	519	519	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1002			articStaccatoAbove									
174	174	521	521	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p										
174	174	521	521	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1003												
174	174	521	521	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1004												
175	175	522	522	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1005									105			
175	175	524	524	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1006												
175	175	522	522	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1007									106			
175	175	524	524	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1008												
176	176	525	525	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1009												
176	176	525	525	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1010												
176	176	525	525	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1011									107			
176	176	1053/2	1053/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1012									107			
176	176	527	527	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1013									107			
176	176	527	527	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1014									108			
177	177	528	528	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1015									107			
177	177	530	530	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1016												
177	177	528	528	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1017									108			
177	177	530	530	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1018												
178	178	531	531	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1019												
178	178	531	531	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1020												
178	178	531	531	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1021												
178	178	531	531	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1022									109			
178	178	1065/2	1065/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1023									109			
178	178	533	533	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1024									109			
178	178	533	533	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1025									110			
179	179	534	534	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1026									109			
179	179	536	536	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1027												
179	179	534	534	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1028									110			
179	179	536	536	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1029												
180	180	537	537	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1030												
180	180	537	537	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1031												
180	180	537	537	0.0	0	0	Chord	3/4	1	1	0	grace32	1/32	1	1032												
180	180	537	537	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1033									111			
180	180	1077/2	1077/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1034												
180	180	539	539	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1035									112			
180	180	537	537	0.0	0	0	Dynamic	3/4	2	1	0						rf										
180	180	539	539	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1036									113			
181	181	540	540	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1037									112			
181	181	541	541	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1038			articStaccatoAbove									
181	181	542	542	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1039									114			
181	181	540	540	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1040									113			
181	181	542	542	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1041									113			
182	182	543	543	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1042									114			
182	182	544	544	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1043			articStaccatoBelow									
182	182	545	545	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1044									115			
182	182	543	543	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1045									113			
182	182	545	545	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1046									113			
183	183	546	546	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1047									115			
183	183	547	547	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1048			articStaccatoBelow									
183	183	546	546	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1049												
184	184	550	550	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1050									116			
184	184	1651/3	1651/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1051									116			
184	184	1652/3	1652/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1052									116			
184	184	551	551	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1053									116			
184	184	1654/3	1654/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1054									116			
184	184	1655/3	1655/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1055									116			
184	184	550	550	0.0	1/4	1/4	Dynamic	3/4	2	1	0						pp										
184	184	551	551	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1056									117			
185	185	552	552	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1057			articStaccatoBelow									
185	185	552	552	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1058			articStaccatoAbove									
186	186	556	556	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1059									118			
186	186	1669/3	1669/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1060									118			
186	186	1670/3	1670/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1061									118			
186	186	557	557	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1062									118			
186	186	1672/3	1672/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1063									118			
186	186	1673/3	1673/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1064									118			
186	186	557	557	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1065									119			
187	187	558	558	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1066			articStaccatoBelow									
187	187	558	558	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1067			articStaccatoBelow									
188	188	562	562	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1068									120			
188	188	1687/3	1687/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1069									120			
188	188	1688/3	1688/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1070									120			
188	188	563	563	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	1071									120			
188	188	1690/3	1690/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	1072									120			
188	188	1691/3	1691/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	1073									120			
188	188	562	562	0.0	1/4	1/4	Dynamic	3/4	2	1	0						ff										
188	188	563	563	0.0	1/2	1/2	Dynamic	3/4	2	1	0						ff										
188	188	563	563	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1074			articStaccatoBelow									
189	189	564	564	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1075			articStaccatoBelow									
189	189	564	564	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1076			articStaccatoBelow									
191	191	570	570	0.0	0	0	Dynamic	3/4	2	1	0						fp										
191	191	570	570	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1077									121			
192	192	574	574	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1078									122			
192	192	575	575	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1079												
192	192	574	574	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1080												
192	192	573	573	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1081									121			
192	192	573	573	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1082												
193	193	576	576	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1083												
193	193	578	578	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1084									123			
193	193	576	576	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1085												
193	193	576	576	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1086									121			
193	193	576	576	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1087												
194	194	579	579	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1088									123			
194	194	580	580	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1089									123			
194	194	581	581	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1090									123			
194	194	579	579	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1091												
194	194	579	579	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1092									121			
195	195	582	582	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1093									123			
195	195	583	583	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1094									123			
195	195	584	584	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1095												
195	195	582	582	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1096												
195	195	582	582	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1097												
196	196	586	586	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1098									124			
196	196	587	587	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1099												
196	196	585	585	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1100												
196	196	585	585	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1101									125			
197	197	588	588	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1102												
197	197	590	590	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1103									126			
197	197	588	588	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1104												
197	197	588	588	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1105												
197	197	588	588	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	1106									125			
198	198	591	591	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1107									126			
198	198	592	592	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1108									126			
