mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_line	diminuendo_line	crescendo_hairpin
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	787				127				
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	788								
65	65	771/4	771/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	789				128				
65	65	1157/6	1157/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	790				128				
65	65	2315/12	2315/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	791								
65	65	193	193	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	792			articStaccatoBelow					
65	65	775/4	775/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	793				129				
65	65	1163/6	1163/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	794				129				
65	65	2327/12	2327/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	795								
65	65	194	194	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	796			articStaccatoAbove					
66	66	195	195	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	797				130				
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	798								
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	799			articStaccatoAbove					
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	800				131				
66	66	197	197	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	801				131				
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	802								
66	66	195	195	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	803								
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	804								
66	66	783/4	783/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	805				132				
66	66	1175/6	1175/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	806				132				
66	66	2351/12	2351/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	807								
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	808			articStaccatoBelow					
66	66	787/4	787/4	0.0	7/16	7/16	Spanner	3/4	2	1	0										10		
66	66	787/4	787/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	809				133		10		
66	66	1181/6	1181/6	0.0	11/24	11/24	Spanner	3/4	2	1	0								133				
66	66	1181/6	1181/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	810				133				
66	66	2363/12	2363/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	811								
66	66	197	197	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	812			articStaccatoAbove					
67	67	198	198	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	813				134				
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	814								
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	815			articStaccatoAbove					
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	816				135				
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	817				135				
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	818								
67	67	198	198	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	819								
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	820								
67	67	795/4	795/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	821				136				
67	67	1193/6	1193/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	822				136				
67	67	2387/12	2387/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	823								
67	67	199	199	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	824			articStaccatoBelow					
67	67	799/4	799/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	825				137				
67	67	1199/6	1199/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	826				137				
67	67	2399/12	2399/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	827								
67	67	200	200	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	828			articStaccatoAbove					
68	68	201	201	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	829				138				
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	830								
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	831			articStaccatoAbove					
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	832				139				
68	68	203	203	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f		139				
68	68	203	203	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	833				139				
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	834								
68	68	201	201	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	835								
68	68	202	202	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	836								
68	68	807/4	807/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	837				140				
68	68	1211/6	1211/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	838				140				
68	68	2423/12	2423/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	839								
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	840			articStaccatoBelow					
68	68	811/4	811/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	841				141				
68	68	1217/6	1217/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	842				141				
68	68	2435/12	2435/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	843								
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	844			articStaccatoAbove					
68	68	815/4	815/4	0.08333333333333333	11/16	11/16	Chord	3/4	2	1	1/48		1/32	2/3	845				142				
68	68	1223/6	1223/6	0.08333333333333333	17/24	17/24	Chord	3/4	2	1	1/48		1/32	2/3	846				142				
68	68	2447/12	2447/12	0.08333333333333333	35/48	35/48	Chord	3/4	2	1	1/48		1/32	2/3	847								
69	69	204	204	0.0	0	0	Dynamic	3/4	1	1	0						p						
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0												2
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	848	p			143				2
69	69	409/2	409/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	849								2
69	69	411/2	411/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												
69	69	411/2	411/2	0.0	3/8	3/8	Spanner	3/4	1	1	0									2			
69	69	411/2	411/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	850				144	2			
69	69	206	206	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	851				144	2			
69	69	413/2	413/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	852					2			
69	69	819/4	819/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	853				145				
69	69	1639/8	1639/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	854								
69	69	205	205	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	855			articStaccatoAbove					
69	69	823/4	823/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	856				146				
69	69	1647/8	1647/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	857								
69	69	206	206	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	858			articStaccatoAbove					
70	70	207	207	0.0	0	0	Spanner	3/4	1	1	0												
70	70	207	207	0.0	0	0	Spanner	3/4	1	1	0												3
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	859	p							3
70	70	415/2	415/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	860								3
70	70	417/2	417/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												
70	70	417/2	417/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	861				147				
70	70	209	209	0.0	1/2	1/2	Spanner	3/4	1	1	0								147	3			
70	70	209	209	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	862				147	3			
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	863					3			
70	70	831/4	831/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	864				148				
70	70	1663/8	1663/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	865								
70	70	208	208	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	866			articStaccatoAbove					
70	70	835/4	835/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	867				149				
70	70	1671/8	1671/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	868								
70	70	209	209	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	869			articStaccatoAbove					
71	71	210	210	0.0	0	0	Spanner	3/4	1	1	0												
71	71	210	210	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	870								
71	71	421/2	421/2	0.0	1/8	1/8	Spanner	3/4	1	1	0											2	
71	71	421/2	421/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	871							2	
71	71	423/2	423/2	0.0	3/8	3/8	Spanner	3/4	1	1	0												
71	71	423/2	423/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	872								
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	873								
71	71	843/4	843/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	874				150				
71	71	1687/8	1687/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	875								
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	876			articStaccatoAbove					
71	71	847/4	847/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	877				151				
71	71	1695/8	1695/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	878								
71	71	212	212	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	879			articStaccatoAbove					
71	71	851/4	851/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	880				152				
71	71	1703/8	1703/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	881								
72	72	213	213	0.0	0	0	Spanner	3/4	1	1	0										11		
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	882	<					11		
72	72	427/2	427/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												
72	72	861/4	861/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	883			articStaccatoAbove					
72	72	1723/8	1723/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	884			articStaccatoAbove					
72	72	431/2	431/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	885			articStaccatoAbove					
72	72	1725/8	1725/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	886			articStaccatoAbove					
72	72	863/4	863/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	887			articStaccatoAbove					
72	72	1727/8	1727/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	888			articStaccatoAbove					
72	72	429/2	429/2	1.0	3/8	3/8	Chord	3/4	2	1	1/4		1/4	1	889								
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	890								
72	72	213	213	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	891			articStaccatoAbove					
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	892				153				
72	72	214	214	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	893				153				
72	72	429/2	429/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	894				153				
72	72	215	215	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	895				153				
72	72	431/2	431/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	896								
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	897				154				
73	73	217	217	0.0	1/4	1/4	Dynamic	3/4	1	1	0						other-dynamics		154				
73	73	217	217	0.875	1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	898				154				
73	73	1743/8	1743/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	899								
73	73	218	218	0.875	1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	900				155				
73	73	1751/8	1751/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	901								
73	73	216	216	0.0	0	0	Dynamic	3/4	1	2	0						p						
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	902	p							
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	903								
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	904			articStaccatoBelow					
73	73	433/2	433/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	905				156				
73	73	217	217	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	906				156				
73	73	435/2	435/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	907				156				
73	73	218	218	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	908				156				
73	73	437/2	437/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	909								
74	74	219	219	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	910				157				
74	74	220	220	0.875	1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	911				157				
74	74	1767/8	1767/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	912								
74	74	221	221	0.875	1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	913				158				
74	74	1775/8	1775/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	914								
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	915								
74	74	221	221	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	916				159				
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	917								
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	918				160				
74	74	439/2	439/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	919				160				
74	74	220	220	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	920								
74	74	441/2	441/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	921								
74	74	221	221	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	922								
74	74	443/2	443/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	923								
75	75	222	222	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	924								
75	75	224	224	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	925				161				
75	75	897/4	897/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	926				161				
75	75	449/2	449/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	927				161				
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	928								
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	929				162				
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	930								
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	931								
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	932			articStaccatoBelow					
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	933				163				
75	75	223	223	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	934				163				
75	75	447/2	447/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	935				163				
75	75	224	224	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	936				163				
75	75	449/2	449/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	937								
76	76	225	225	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	938				164				
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	939								
76	76	226	226	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	940								
76	76	1817/8	1817/8	0.0	17/32	17/32	Spanner	3/4	1	1	0										12		
76	76	909/4	909/4	0.0	9/16	9/16	Spanner	3/4	1	1	0												
76	76	225	225	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	941								
76	76	226	226	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	942								
76	76	1817/8	1817/8	0.125	17/32	17/32	Chord	3/4	1	2	1/32		1/32	1	943	<		articStaccatoAbove					
76	76	909/4	909/4	0.125	9/16	9/16	Chord	3/4	1	2	1/32		1/32	1	944			articStaccatoAbove					
76	76	1819/8	1819/8	0.125	19/32	19/32	Chord	3/4	1	2	1/32		1/32	1	945			articStaccatoAbove					
76	76	455/2	455/2	0.125	5/8	5/8	Chord	3/4	1	2	1/32		1/32	1	946			articStaccatoAbove					
76	76	1821/8	1821/8	0.125	21/32	21/32	Chord	3/4	1	2	1/32		1/32	1	947			articStaccatoAbove					
76	76	911/4	911/4	0.125	11/16	11/16	Chord	3/4	1	2	1/32		1/32	1	948			articStaccatoAbove					
76	76	1823/8	1823/8	0.125	23/32	23/32	Chord	3/4	1	2	1/32		1/32	1	949			articStaccatoAbove					
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	950				165				
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	951				165				
76	76	226	226	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	952								
76	76	225	225	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	953								
76	76	453/2	453/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	954				166				
76	76	227	227	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	955				166				
76	76	455/2	455/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	956								
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	957				167				
77	77	229	229	0.875	1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	958				167				
77	77	1839/8	1839/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	959								
77	77	230	230	0.875	1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	960				168				
77	77	1847/8	1847/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	961								
77	77	228	228	0.0	0	0	Dynamic	3/4	1	2	0						p						
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	962								
77	77	229	229	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	963								
77	77	228	228	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	964			articStaccatoBelow					
77	77	457/2	457/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	965				169				
77	77	229	229	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	966				169				
77	77	459/2	459/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	967				169				
77	77	230	230	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	968				169				
77	77	461/2	461/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	969								
78	78	231	231	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	970				170				
78	78	232	232	0.875	1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	971				170				
78	78	1863/8	1863/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	972								
78	78	233	233	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	973				171				
78	78	933/4	933/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8		1/8	1	974				171				
78	78	935/4	935/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	975								
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	976								
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	977								
78	78	233	233	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	978				172				
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	979								
78	78	231	231	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	980				173				
78	78	463/2	463/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	981				173				
78	78	232	232	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	982								
78	78	465/2	465/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	983								
78	78	233	233	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	984				174				
78	78	467/2	467/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	985								
79	79	234	234	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	986				175				
79	79	469/2	469/2	0.0	1/8	1/8	Spanner	3/4	1	1	0								175		13		
79	79	235	235	0.0	1/4	1/4	Spanner	3/4	1	1	0								175				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	987								
79	79	234	234	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	988				176				
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	989	<			176				
79	79	235	235	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	990				176				
79	79	471/2	471/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	991				176				
79	79	236	236	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	992				176				
79	79	473/2	473/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	993								
79	79	234	234	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	994								
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	995								
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	996								
80	80	479/2	479/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0						pp						
80	80	479/2	479/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	997								
80	80	237	237	0.0	0	0	Dynamic	3/4	1	2	0						p						
80	80	237	237	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	998	p							
80	80	237	237	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	999			articStaccatoBelow					
80	80	951/4	951/4	0.0	3/16	3/16	Dynamic	3/4	2	1	0						pp						
80	80	951/4	951/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1000				177				
80	80	1427/6	1427/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1001				177				
80	80	2855/12	2855/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1002								
80	80	238	238	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1003			articStaccatoBelow					
80	80	955/4	955/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1004				178				
80	80	1433/6	1433/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1005				178				
80	80	2867/12	2867/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1006								
80	80	239	239	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1007			articStaccatoBelow					
81	81	240	240	0.0	0	0	Spanner	3/4	1	1	0										14		
81	81	240	240	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1008				179		14		
81	81	241	241	0.0	1/4	1/4	Spanner	3/4	1	1	0												
81	81	241	241	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1009								
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1010								
81	81	241	241	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1011								
81	81	963/4	963/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1012				180				
81	81	1445/6	1445/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1013				180				
81	81	2891/12	2891/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1014								
81	81	241	241	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1015			articStaccatoBelow					
81	81	967/4	967/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1016				181				
81	81	1451/6	1451/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1017				181				
81	81	2903/12	2903/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1018								
81	81	242	242	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1019			articStaccatoBelow					
82	82	243	243	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1020				182				
82	82	244	244	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1021								
82	82	491/2	491/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1022								
82	82	244	244	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	1023								
82	82	975/4	975/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1024				183				
82	82	1463/6	1463/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	1025				183				
82	82	2927/12	2927/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	1026								
82	82	244	244	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1027			articStaccatoBelow					
82	82	979/4	979/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1028				184				
82	82	1469/6	1469/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1029				184				
82	82	2939/12	2939/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1030								
82	82	245	245	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1031			articStaccatoBelow					
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1032				185				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1033				185				
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1034								
83	83	987/4	987/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	1035				186				
