mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
60	60	178	178	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1068													15
60	60	1425/8	1425/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1069													15
60	60	713/4	713/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1070													15
60	60	1427/8	1427/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1071													15
60	60	357/2	357/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1072													15
60	60	1429/8	1429/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1073													15
60	60	715/4	715/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1074													15
60	60	1431/8	1431/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1075													15
60	60	179	179	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1076													15
60	60	1433/8	1433/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1077													15
60	60	717/4	717/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1078													15
60	60	1435/8	1435/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1079													15
60	60	359/2	359/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1080													15
60	60	1437/8	1437/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1081													15
60	60	719/4	719/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1082													15
60	60	1439/8	1439/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1083													15
60	60	177	177	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	1084									77				
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1085													
60	60	179	179	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1086													
60	60	719/4	719/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1087													
61	61	180	180	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1088													15
61	61	1441/8	1441/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1089													15
61	61	721/4	721/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1090													15
61	61	1443/8	1443/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1091													15
61	61	361/2	361/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1092													15
61	61	1445/8	1445/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1093													15
61	61	723/4	723/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1094													15
61	61	1447/8	1447/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1095													15
61	61	181	181	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1096													15
61	61	1449/8	1449/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1097													15
61	61	725/4	725/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1098													15
61	61	1451/8	1451/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1099													15
61	61	363/2	363/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1100													15
61	61	1453/8	1453/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1101													15
61	61	727/4	727/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1102													15
61	61	1455/8	1455/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1103													15
61	61	182	182	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1104													15
61	61	1457/8	1457/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1105													15
61	61	729/4	729/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1106													15
61	61	1459/8	1459/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1107													15
61	61	365/2	365/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1108													15
61	61	1461/8	1461/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1109													15
61	61	731/4	731/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1110													15
61	61	1463/8	1463/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1111													15
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1112													
61	61	181	181	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1113													
62	62	183	183	0.0	0	0	Spanner	3/4	1	1	0																	
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1114													
62	62	367/2	367/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1115													
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1116													
62	62	184	184	0.0	1/4	1/4	Spanner	3/4	1	1	0																12	
62	62	184	184	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1117												12	
62	62	737/4	737/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1118												12	
62	62	1475/8	1475/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1119												12	
62	62	369/2	369/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1120												12	
62	62	1477/8	1477/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1121												12	
62	62	739/4	739/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1122												12	
62	62	1479/8	1479/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1123												12	
62	62	185	185	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1124												12	
62	62	1481/8	1481/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1125												12	
62	62	741/4	741/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1126												12	
62	62	1483/8	1483/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1127												12	
62	62	371/2	371/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1128												12	
62	62	1485/8	1485/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1129												12	
62	62	743/4	743/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1130												12	
62	62	1487/8	1487/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1131												12	
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1132													
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1133													
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1134													
62	62	184	184	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	1135									78				
63	63	186	186	0.0	0	0	Dynamic	3/4	1	1	0						p											
63	63	186	186	0.0	0	0	Spanner	3/4	1	1	0																	
63	63	186	186	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1136									79				
63	63	375/2	375/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1137									79				
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1138													
63	63	186	186	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1139													
63	63	745/4	745/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1140													
63	63	373/2	373/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1141													
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1142													
63	63	187	187	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1143													
63	63	749/4	749/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1144													
63	63	375/2	375/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1145													
63	63	751/4	751/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1146													
63	63	188	188	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1147													
63	63	753/4	753/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1148													
63	63	377/2	377/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1149													
63	63	755/4	755/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1150													
64	64	189	189	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1151									80				
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1152													
64	64	189	189	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1153													
64	64	757/4	757/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1154													
64	64	379/2	379/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1155													
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1156													
64	64	190	190	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1157													
64	64	761/4	761/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1158													
64	64	381/2	381/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1159													
64	64	763/4	763/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1160													
64	64	191	191	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1161													
64	64	765/4	765/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1162													
64	64	383/2	383/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1163													
64	64	767/4	767/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1164													
65	65	192	192	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1165									81				
65	65	387/2	387/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4		1/4	1	1166									81				
65	65	389/2	389/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	16
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1167													16
65	65	192	192	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1168													
65	65	769/4	769/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1169													
65	65	385/2	385/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1170													
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1171													
65	65	193	193	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1172													
65	65	773/4	773/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1173													
65	65	387/2	387/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1174													
65	65	775/4	775/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1175													
65	65	194	194	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1176													
65	65	777/4	777/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1177													
65	65	389/2	389/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1178													
65	65	779/4	779/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1179													
66	66	195	195	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1180									82				16
66	66	196	196	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1181													16
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1182													16
66	66	195	195	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1183													
66	66	781/4	781/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1184													
66	66	391/2	391/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1185													
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1186													
66	66	196	196	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1187													
66	66	785/4	785/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1188													
66	66	393/2	393/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1189													
66	66	787/4	787/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1190													
66	66	197	197	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1191													
66	66	789/4	789/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1192													
66	66	395/2	395/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1193													
66	66	791/4	791/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1194													
67	67	198	198	0.0	0	0	Spanner	3/4	1	1	0																	
67	67	198	198	0.0	0	0	Spanner	3/4	1	1	0																13	
67	67	198	198	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1195												13	
67	67	199	199	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1196												13	
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1197												13	
67	67	198	198	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1198													
67	67	793/4	793/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1199													
67	67	397/2	397/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1200													
67	67	795/4	795/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1201													
67	67	199	199	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1202													
67	67	797/4	797/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1203													
67	67	399/2	399/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1204													
67	67	799/4	799/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1205													
67	67	200	200	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1206													
67	67	801/4	801/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1207													
67	67	401/2	401/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1208													
67	67	803/4	803/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1209													
68	68	201	201	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1210									83			13	
68	68	202	202	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1211												13	
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1212												13	
68	68	201	201	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1213													
68	68	805/4	805/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1214													
68	68	403/2	403/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1215													
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1216													
68	68	202	202	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1217													
68	68	809/4	809/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1218													
68	68	405/2	405/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1219													
68	68	811/4	811/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1220													
68	68	203	203	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1221													
68	68	813/4	813/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1222													
68	68	407/2	407/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1223													
68	68	815/4	815/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1224													
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1225									84			13	
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1226									84			13	
69	69	205	205	0.0	1/4	1/4	Spanner	3/4	1	1	0													84				
69	69	205	205	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1227									84				
69	69	1641/8	1641/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1228									84				
69	69	821/4	821/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1229									84				
69	69	1643/8	1643/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1230									84				
69	69	411/2	411/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1231									84				
69	69	823/4	823/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1232									84				
69	69	206	206	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1233									84				
69	69	1649/8	1649/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1234									84				
69	69	825/4	825/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1235									84				
69	69	413/2	413/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1236									84				
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1237													
69	69	204	204	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1238													
69	69	817/4	817/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1239													
69	69	409/2	409/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1240													
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1241													
69	69	205	205	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1242													
69	69	821/4	821/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1243													
69	69	411/2	411/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1244													
69	69	823/4	823/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1245													
69	69	206	206	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1246													
69	69	825/4	825/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1247													
69	69	413/2	413/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1248													
69	69	827/4	827/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1249													
70	70	207	207	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1250													
70	70	1657/8	1657/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1251													
70	70	829/4	829/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1252													
70	70	1659/8	1659/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1253													
70	70	415/2	415/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1254													
70	70	1661/8	1661/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1255													
70	70	831/4	831/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1256													
70	70	1663/8	1663/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1257													
70	70	208	208	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1258													
70	70	1665/8	1665/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1259													
70	70	833/4	833/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1260													
70	70	1667/8	1667/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1261													
70	70	417/2	417/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1262													
70	70	1669/8	1669/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1263													
70	70	835/4	835/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1264													
70	70	1671/8	1671/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1265													
70	70	419/2	419/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1266													
70	70	1677/8	1677/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1267													
70	70	839/4	839/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1268													
70	70	1679/8	1679/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1269													
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1270													
70	70	209	209	0.125	1/2	1/2	Chord	3/4	2	1	1/32		1/32	1	1271													
70	70	1673/8	1673/8	0.125	17/32	17/32	Chord	3/4	2	1	1/32		1/32	1	1272													
70	70	837/4	837/4	0.125	9/16	9/16	Chord	3/4	2	1	1/32		1/32	1	1273													
70	70	1675/8	1675/8	0.125	19/32	19/32	Chord	3/4	2	1	1/32		1/32	1	1274													
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1275													
71	71	210	210	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1276													
71	71	1681/8	1681/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1277													
71	71	841/4	841/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1278													
71	71	1683/8	1683/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1279													
71	71	421/2	421/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1280													
71	71	1685/8	1685/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1281													
71	71	843/4	843/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1282													
71	71	1687/8	1687/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1283													
71	71	211	211	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1284													
71	71	1689/8	1689/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1285													
71	71	845/4	845/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1286													
71	71	1691/8	1691/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1287													
71	71	423/2	423/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1288													
71	71	1693/8	1693/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1289													
71	71	847/4	847/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1290													
71	71	1695/8	1695/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1291													
71	71	212	212	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1292													
71	71	1697/8	1697/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1293													
71	71	849/4	849/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1294													
71	71	1699/8	1699/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1295													
71	71	425/2	425/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1296													
71	71	1701/8	1701/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1297													
71	71	851/4	851/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1298													
71	71	1703/8	1703/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1299													
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1300													
71	71	211	211	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1301													
71	71	212	212	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1302													
72	72	213	213	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1303													
72	72	1705/8	1705/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1304													
72	72	853/4	853/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1305													
72	72	1707/8	1707/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1306													
72	72	427/2	427/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1307													
72	72	1709/8	1709/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1308													
72	72	855/4	855/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1309													
72	72	1711/8	1711/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1310													
72	72	214	214	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1311													
72	72	1713/8	1713/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1312													
72	72	857/4	857/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1313													
72	72	1715/8	1715/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1314													
72	72	429/2	429/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	1315													
72	72	1717/8	1717/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	1316													
72	72	859/4	859/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	1317													
72	72	1719/8	1719/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	1318													
72	72	215	215	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	1319													
72	72	1721/8	1721/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	1320													
72	72	861/4	861/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	1321													
72	72	1723/8	1723/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	1322													
72	72	431/2	431/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	1323													
72	72	1725/8	1725/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	1324													
72	72	863/4	863/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	1325													
72	72	1727/8	1727/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	1326													
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1327													
73	73	216	216	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	1328													
73	73	1729/8	1729/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	1329													
73	73	865/4	865/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	1330													
73	73	1731/8	1731/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	1331													
73	73	433/2	433/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	1332													
73	73	1733/8	1733/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	1333													
73	73	867/4	867/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	1334													
73	73	1735/8	1735/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	1335													
73	73	217	217	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	1336													
73	73	1737/8	1737/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	1337													
73	73	869/4	869/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	1338													
73	73	1739/8	1739/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	1339													
