mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	Trill:prallprall	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
365	358	2861/2	1454	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
365	358	2861/2	1454	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	3927																		
365	358	1431	2909/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	
365	358	1431	2909/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	3928																		
365	358	2863/2	1455	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3929																		
365	358	1432	2911/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3930																		
365	358	2857/2	1452	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	3931																		
365	358	1429	2905/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	3932																		
365	358	2859/2	1453	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3933																		
365	358	1430	2907/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3934																		
365	358	2861/2	1454	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	3935																		
365	358	1431	2909/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	3936																		
365	358	2863/2	1455	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3937																		
365	358	1432	2911/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3938																		
366	359	2865/2	1456	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
366	359	2865/2	1456	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	3939																		
366	359	1433	2913/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f																	
366	359	1433	2913/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	3940																		
366	359	2867/2	1457	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	3941																		
366	359	1434	2915/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3942																		
366	359	2869/2	1458	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
366	359	2869/2	1458	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	3943																		
366	359	1435	2917/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	
366	359	1435	2917/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	3944																		
366	359	2871/2	1459	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3945																		
366	359	1436	2919/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3946																		
366	359	2865/2	1456	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	3947																		
366	359	1433	2913/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	3948																		
366	359	2867/2	1457	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3949																		
366	359	1434	2915/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3950																		
366	359	2869/2	1458	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	3951																		
366	359	1435	2917/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	3952																		
366	359	2871/2	1459	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3953																		
366	359	1436	2919/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3954																		
367	360	2873/2	1460	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
367	360	2873/2	1460	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	3955																		
367	360	1437	2921/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f																	
367	360	1437	2921/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	3956																		
367	360	2875/2	1461	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	3957																		
367	360	1438	2923/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3958																		
367	360	2877/2	1462	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
367	360	2877/2	1462	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	3959																		
367	360	1439	2925/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	
367	360	1439	2925/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	3960																		
367	360	2879/2	1463	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3961																		
367	360	1440	2927/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3962																		
367	360	2873/2	1460	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	3963																		
367	360	1437	2921/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	3964																		
367	360	2875/2	1461	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3965																		
367	360	1438	2923/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3966																		
367	360	2877/2	1462	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	3967																		
367	360	1439	2925/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	3968																		
367	360	2879/2	1463	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3969																		
367	360	1440	2927/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3970																		
368	361	2881/2	1464	0.0		0	0	Dynamic	2/2	1	1	0						sf																	
368	361	2881/2	1464	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	3971																		
368	361	1441	2929/2	0.0		1/8	1/8	Dynamic	2/2	1	1	0						f																	
368	361	1441	2929/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	3972																		
368	361	2883/2	1465	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	3973																		
368	361	1442	2931/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3974																		
368	361	2885/2	1466	0.0		1/2	1/2	Dynamic	2/2	1	1	0						sf																	
368	361	2885/2	1466	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	3975																		
368	361	1443	2933/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0						f																	
368	361	1443	2933/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	3976																		
368	361	2887/2	1467	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3977																		
368	361	1444	2935/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3978																		
368	361	2881/2	1464	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	3979																		
368	361	1441	2929/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	3980																		
368	361	2883/2	1465	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3981																		
368	361	1442	2931/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3982																		
368	361	2885/2	1466	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	3983																		
368	361	1443	2933/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	3984																		
368	361	2887/2	1467	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3985																		
368	361	1444	2935/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3986																		
369	362	2889/2	1468	0.0		0	0	Dynamic	2/2	1	1	0						p																	
369	362	2889/2	1468	4.0		0	0	Chord	2/2	1	1	1			1	1	3987									295									
369	362	2889/2	1468	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	3988									296									
369	362	1445	2937/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	3989									296									
369	362	2891/2	1469	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	3990									296									
369	362	1446	2939/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	3991									296									
369	362	2893/2	1470	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	3992									296									
369	362	1447	2941/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	3993									296									
369	362	2895/2	1471	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	3994									296									
369	362	1448	2943/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	3995																		
369	362	2889/2	1468	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	3996																		
369	362	2893/2	1470	2.0		1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	3997																		
370	363	2897/2	1472	2.0		0	0	Chord	2/2	1	1	1/2			1/2	1	3998									295									
370	363	2901/2	1474	2.0		1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3999																		
370	363	2897/2	1472	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	4000									297									
370	363	1449	2945/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	4001									297									
370	363	2899/2	1473	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	4002									297									
370	363	1450	2947/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	4003									297									
370	363	2901/2	1474	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	4004									297									
370	363	1451	2949/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	4005									297									
370	363	2903/2	1475	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	4006									297									
370	363	1452	2951/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	4007																		
370	363	2897/2	1472	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	4008																		
370	363	2901/2	1474	2.0		1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	4009																		
371	364	2905/2	1476	4.0		0	0	Chord	2/2	1	1	1			1	1	4010									298									
371	364	2905/2	1476	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	4011									299									
371	364	1453	2953/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	4012									299									
371	364	2907/2	1477	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	4013									299									
371	364	1454	2955/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	4014									299									
371	364	2909/2	1478	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	4015									299									
371	364	1455	2957/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	4016									299									
371	364	2911/2	1479	0.5		3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	4017									299									
371	364	1456	2959/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	4018																		
371	364	2905/2	1476	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	4019																		
371	364	2909/2	1478	2.0		1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	4020																		
372	365	2913/2	1480	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=127	254.0	𝅗𝅥	127.0	0.0	298									
372	365	2913/2	1480	2.0		0	0	Chord	2/2	1	1	1/2			1/2	1	4021									298									
372	365	2917/2	1482	0.0		1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=126	252.0	𝅗𝅥	126.0	0.0										
372	365	2917/2	1482	2.0		1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	4022																		
372	365	2919/2	1483	0.0		3/4	3/4	Spanner	2/2	1	1	0															6								
372	365	2913/2	1480	0.5		0	0	Chord	2/2	1	2	1/8			1/8	1	4023									300									
372	365	1457	2961/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	4024									300									
372	365	2915/2	1481	0.5		1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	4025									300									
372	365	1458	2963/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	4026									300									
372	365	2917/2	1482	0.5		1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	4027									300									
372	365	1459	2965/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	4028																		
372	365	2919/2	1483	1.0		3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	4029																		
372	365	2919/2	1483	1.0		3/4	3/4	Chord	2/2	1	3	1/4		c16	1/4	1	4030																		
372	365	2919/2	1483	1.0		3/4	3/4	Chord	2/2	1	3	1/4			1/4	1	4031																		
372	365	2913/2	1480	2.0		0	0	Chord	2/2	2	1	1/2			1/2	1	4032																		
372	365	2917/2	1482	1.0		1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4033																		
372	365	2919/2	1483	0.0		3/4	3/4	Spanner	2/2	2	1	0															7								
372	365	2919/2	1483	1.0		3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	4034										7								
372	365	2919/2	1483	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4035																		
373	366	2921/2	1484	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=124	248.0	𝅗𝅥	124.0	0.0										
373	366	2921/2	1484	0.0		0	0	Spanner	2/2	1	1	0																							
373	366	2921/2	1484	4.0		0	0	Chord	2/2	1	1	1			1	1	4036									301									
373	366	2921/2	1484	4.0		0	0	Chord	2/2	1	2	1			1	1	4037																		
373	366	2921/2	1484	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4038																		
373	366	2921/2	1484	4.0		0	0	Chord	2/2	1	3	1			1	1	4039																		
373	366	2921/2	1484	4.0		0	0	Chord	2/2	2	1	1			1	1	4040										7								
373	366	2921/2	1484	1.0		0	0	Chord	2/2	2	4	1/4			1/4	1	4041																		
373	366	2923/2	1485	1.0		1/4	1/4	Chord	2/2	2	4	1/4			1/4	1	4042																		
373	366	2925/2	1486	1.0		1/2	1/2	Chord	2/2	2	4	1/4			1/4	1	4043																		
373	366	2927/2	1487	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4044																		
374	367	2929/2	1488	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=122	244.0	𝅗𝅥	122.0	0.0	301									
374	367	2929/2	1488	3.0		0	0	Chord	2/2	1	1	3/4			1/2	3/2	4045									301									
374	367	2935/2	1491	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4046																		
374	367	2929/2	1488	4.0		0	0	Chord	2/2	1	2	1			1	1	4047																		
374	367	2929/2	1488	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4048																		
374	367	2929/2	1488	4.0		0	0	Chord	2/2	1	3	1			1	1	4049																		
374	367	2929/2	1488	4.0		0	0	Chord	2/2	2	1	1			1	1	4050										7								
374	367	2929/2	1488	1.0		0	0	Chord	2/2	2	4	1/4			1/4	1	4051																		
374	367	2931/2	1489	1.0		1/4	1/4	Chord	2/2	2	4	1/4			1/4	1	4052																		
374	367	2933/2	1490	1.0		1/2	1/2	Chord	2/2	2	4	1/4			1/4	1	4053																		
374	367	2935/2	1491	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4054																		
375	368	2937/2	1492	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=119	238.0	𝅗𝅥	119.0	0.0										
375	368	2937/2	1492	0.0		0	0	Spanner	2/2	1	1	0																				27			
375	368	2937/2	1492	3.0		0	0	Chord	2/2	1	1	3/4			1/2	3/2	4055									302						27			
375	368	2943/2	1495	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4056									302						27			
375	368	2937/2	1492	4.0		0	0	Chord	2/2	1	2	1			1	1	4057															27			
375	368	2937/2	1492	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4058															27			
375	368	2937/2	1492	4.0		0	0	Chord	2/2	1	3	1			1	1	4059															27			
375	368	2937/2	1492	0.0		0	0	Spanner	2/2	2	1	0															7		9						
375	368	2937/2	1492	4.0		0	0	Chord	2/2	2	1	1			1	1	4060										7		9						
375	368	2937/2	1492	1.0		0	0	Chord	2/2	2	4	1/4			1/4	1	4061												9						
375	368	2939/2	1493	1.0		1/4	1/4	Chord	2/2	2	4	1/4			1/4	1	4062												9						
375	368	2941/2	1494	1.0		1/2	1/2	Chord	2/2	2	4	1/4			1/4	1	4063												9						
375	368	2943/2	1495	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4064												9						
376	369	2945/2	1496	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=116	232.0	𝅗𝅥	116.0	0.0	302						27			
376	369	2945/2	1496	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4065									302						27			
376	369	2947/2	1497	1.0		1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	4066									302						27			
376	369	2949/2	1498	1.0		1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4067									302						27			
376	369	2951/2	1499	0.0		3/4	3/4	Dynamic	2/2	1	1	0						mf																	
376	369	2951/2	1499	0.0		3/4	3/4	Spanner	2/2	1	1	0																							
376	369	2951/2	1499	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4068																		
376	369	2945/2	1496	4.0		0	0	Chord	2/2	1	2	1			1	1	4069																		
376	369	2945/2	1496	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4070																		
376	369	2945/2	1496	4.0		0	0	Chord	2/2	1	3	1			1	1	4071																		
376	369	2945/2	1496	4.0		0	0	Chord	2/2	2	1	1			1	1	4072										7		9						
376	369	2951/2	1499	0.0		3/4	3/4	Spanner	2/2	2	1	0															7								
376	369	2945/2	1496	1.0		0	0	Chord	2/2	2	4	1/4			1/4	1	4073																		
376	369	2947/2	1497	1.0		1/4	1/4	Chord	2/2	2	4	1/4			1/4	1	4074																		
376	369	2949/2	1498	1.0		1/2	1/2	Chord	2/2	2	4	1/4			1/4	1	4075																		
376	369	2951/2	1499	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4076																		
377	370	2953/2	1500	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=113	226.0	𝅗𝅥	113.0	0.0										
377	370	2953/2	1500	0.0		0	0	Spanner	2/2	1	1	0																			5				
377	370	2953/2	1500	3.0		0	0	Chord	2/2	1	1	3/4			1/2	3/2	4077									303					5				
377	370	2959/2	1503	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4078									303					5				
377	370	2953/2	1500	4.0		0	0	Chord	2/2	1	2	1			1	1	4079														5				
377	370	2953/2	1500	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4080														5				
377	370	2953/2	1500	4.0		0	0	Chord	2/2	1	3	1			1	1	4081														5				
377	370	2953/2	1500	0.0		0	0	Spanner	2/2	2	1	0															7				6				
377	370	2953/2	1500	4.0		0	0	Chord	2/2	2	1	1			1	1	4082										7				6				
377	370	2953/2	1500	3.0		0	0	Chord	2/2	2	4	3/4			1/2	3/2	4083														6				
377	370	2959/2	1503	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4084														6				
378	371	2961/2	1504	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=110	220.0	𝅗𝅥	110.0	0.0	303					5				
378	371	2961/2	1504	1.0		0	0	Chord	2/2	1	1	1/4			1/4	1	4085									303					5				
378	371	2963/2	1505	2.0		1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	4086									303					5				
378	371	2967/2	1507	1.0		3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	4087														5				
378	371	2961/2	1504	4.0		0	0	Chord	2/2	1	2	1			1	1	4088														5				
378	371	2961/2	1504	4.0		0	0	Chord	2/2	1	3	1		c16	1	1	4089														5				
378	371	2961/2	1504	4.0		0	0	Chord	2/2	1	3	1			1	1	4090														5				
378	371	2961/2	1504	4.0		0	0	Chord	2/2	2	1	1			1	1	4091										7				6				
378	371	2961/2	1504	3.0		0	0	Chord	2/2	2	4	3/4			1/2	3/2	4092														6				
378	371	2967/2	1507	1.0		3/4	3/4	Chord	2/2	2	4	1/4			1/4	1	4093														6				
379	372	2969/2	1508	0.0		0	0	Dynamic	2/2	1	1	0						p																	
379	372	2969/2	1508	0.0		0	0	Spanner	2/2	1	1	0																							
379	372	2969/2	1508	0.0		0	0	Spanner	2/2	1	1	0																	10						
379	372	2969/2	1508	0.0		0	0	Chord	2/2	1	1	0	grace8after		1/8	1	4094												10						
379	372	2969/2	1508	4.0		0	0	Chord	2/2	1	1	1			1	1	4095		ornamentTrill										10						
379	372	2973/2	1510	0.0		1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=60	120.0	𝅗𝅥	60.0	0.0				10						
379	372	5953/4	6047/4	0.0		15/16	15/16	Spanner	2/2	1	1	0																							
379	372	5953/4	6047/4	0.0		15/16	15/16	Spanner	2/2	1	1	0																		25					
379	372	2969/2	1508	2.0		0	0	Chord	2/2	1	3	1/2		c16	1/2	1	4096													25					
379	372	2969/2	1508	2.0		0	0	Chord	2/2	1	3	1/2			1/2	1	4097													25					
379	372	2973/2	1510	1.5		1/2	1/2	Chord	2/2	1	3	3/8		c32	1/4	3/2	4098													25					
379	372	2973/2	1510	1.5		1/2	1/2	Chord	2/2	1	3	3/8			1/4	3/2	4099													25					
379	372	1488	3023/2	0.25		7/8	7/8	Chord	2/2	1	3	1/16			1/16	1	4100													25					
379	372	5953/4	6047/4	0.25		15/16	15/16	Chord	2/2	1	3	1/16			1/16	1	4101													25					
379	372	2969/2	1508	0.0		0	0	Spanner	2/2	2	1	0																							
379	372	2969/2	1508	0.0		0	0	Spanner	2/2	2	1	0																							
379	372	2969/2	1508	4.0		0	0	Chord	2/2	2	1	1			1	1	4102																		
380	373	2977/2	1512	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=98	196.0	𝅗𝅥	98.0	0.0										
380	373	2977/2	1512	0.0		0	0	Dynamic	2/2	1	1	0						p																	
380	373	2977/2	1512	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>sempre  piano</i>"															
380	373	2977/2	1512	0.0		0	0	Spanner	2/2	1	1	0																							
380	373	2977/2	1512	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	4103									304									
380	373	1489	3025/2	0.0		1/8	1/8	Tempo	2/2	1	1	0									𝅗𝅥=106	212.0	𝅗𝅥	106.0	0.0	304									
380	373	1489	3025/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	4104									304									
380	373	2979/2	1513	0.0		1/4	1/4	Tempo	2/2	1	1	0									𝅗𝅥=114	228.0	𝅗𝅥	114.0	0.0	304									
380	373	2979/2	1513	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	4105									304									
380	373	1490	3027/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4106									304									
380	373	2981/2	1514	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	4107									304									
380	373	1491	3029/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	4108									304									
380	373	2983/2	1515	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4109									304									
380	373	1492	3031/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4110									304									
380	373	2979/2	1513	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4111									305									
380	373	1490	3027/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4112									305									
380	373	2981/2	1514	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4113									305									
380	373	1491	3029/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4114									305									
380	373	2983/2	1515	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4115									305									
380	373	1492	3031/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4116									305									
381	374	2985/2	1516	0.0		0	0	SystemText	2/2	1	1	0								"<i><font size=""12""/>e dolce</i>"						304									
381	374	2985/2	1516	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=118	236.0	𝅗𝅥	118.0	0.0	304									
381	374	2985/2	1516	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	4117									304									
381	374	1493	3033/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	4118									304									
381	374	2987/2	1517	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	4119									304									
381	374	1494	3035/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4120									304									
381	374	2989/2	1518	0.0		1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=122	244.0	𝅗𝅥	122.0	0.0	304									
381	374	2989/2	1518	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	4121									304									
381	374	1495	3037/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	4122									304									
381	374	2991/2	1519	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4123									304									
381	374	1496	3039/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4124									304									
381	374	2985/2	1516	0.5		0	0	Chord	2/2	2	1	1/8			1/8	1	4125									305									
381	374	1493	3033/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4126									305									
381	374	2987/2	1517	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4127									305									
381	374	1494	3035/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4128									305									
381	374	2989/2	1518	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4129									305									
381	374	1495	3037/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4130									305									
381	374	2991/2	1519	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4131									305									
381	374	1496	3039/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4132																		
382	375	2993/2	1520	0.0		0	0	Tempo	2/2	1	1	0									𝅗𝅥=126	252.0	𝅗𝅥	126.0	0.0	304									
382	375	2993/2	1520	0.5		0	0	Chord	2/2	1	1	1/8			1/8	1	4133									304									
382	375	1497	3041/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	4134									304									
382	375	2995/2	1521	0.5		1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	4135									304									
382	375	1498	3043/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4136									304									
382	375	2997/2	1522	0.0		1/2	1/2	Tempo	2/2	1	1	0									𝅗𝅥=130	260.0	𝅗𝅥	130.0	0.0	304									
382	375	2997/2	1522	0.5		1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	4137									304									
382	375	1499	3045/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	4138									304									
382	375	2999/2	1523	0.5		3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4139									304									
382	375	1500	3047/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4140									304									
382	375	1497	3041/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	4141									306									
382	375	2995/2	1521	0.5		1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4142									306									
382	375	1498	3043/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4143									306									
382	375	2997/2	1522	0.5		1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	4144									306									
382	375	1499	3045/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	4145									306									
382	375	2999/2	1523	0.5		3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	4146									306									
382	375	1500	3047/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	4147									306									
