mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin
60	58	511/4	511/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	786		articStaccatoBelow						
60	58	251/2	251/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	787								
60	58	253/2	253/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	788								
61	59	128	128	0.0	0	0	Spanner	3/4	1	1	0												
61	59	128	128	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	789			223					
61	59	257/2	257/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	790			223					
61	59	129	129	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	791								
61	59	259/2	259/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	792		articStaccatoAbove	224					
61	59	519/4	519/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	793		articStaccatoAbove						
61	59	130	130	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	794			225					
61	59	521/4	521/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	795								
61	59	261/2	261/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	796		articStaccatoAbove	226					
61	59	523/4	523/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	797		articStaccatoAbove						
61	59	259/2	259/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	798								
61	59	130	130	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	799								
61	59	521/4	521/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	800								
61	59	261/2	261/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	801								
61	59	523/4	523/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	802								
61	59	257/2	257/2	0.125	1/8	1/8	Chord	3/4	2	1	1/32		1/32	1	803			227					
61	59	1029/8	1029/8	0.125	5/32	5/32	Chord	3/4	2	1	1/32		1/32	1	804			227					
61	59	515/4	515/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	805			227					
61	59	1031/8	1031/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	806			227					
61	59	129	129	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	807			227					
61	59	1033/8	1033/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	808			227					
61	59	517/4	517/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	809			227					
61	59	1035/8	1035/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	810								
61	59	259/2	259/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	811								
61	59	130	130	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	812			228					
61	59	521/4	521/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	813								
61	59	261/2	261/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	814		articStaccatoBelow	229					
61	59	523/4	523/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	815		articStaccatoBelow						
61	59	257/2	257/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	816								
61	59	259/2	259/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	817								
62	60	131	131	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	818			230					
62	60	525/4	525/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	819			230					
62	60	263/2	263/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	820			230					
62	60	527/4	527/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	821			230					
62	60	132	132	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	822								
62	60	133	133	0.0	1/2	1/2	Spanner	3/4	1	1	0											11	
62	60	133	133	0.05	1/2	1/2	Chord	3/4	1	1	1/80		1/64	4/5	823			231				11	
62	60	2661/20	2661/20	0.05	41/80	41/80	Chord	3/4	1	1	1/80		1/64	4/5	824			231				11	
62	60	1331/10	1331/10	0.05	21/40	21/40	Chord	3/4	1	1	1/80		1/64	4/5	825			231				11	
62	60	2663/20	2663/20	0.05	43/80	43/80	Chord	3/4	1	1	1/80		1/64	4/5	826			231				11	
62	60	666/5	666/5	0.05	11/20	11/20	Chord	3/4	1	1	1/80		1/64	4/5	827			231				11	
62	60	533/4	533/4	0.0625	9/16	9/16	Chord	3/4	1	1	1/64		1/64	1	828			231				11	
62	60	2133/16	2133/16	0.0625	37/64	37/64	Chord	3/4	1	1	1/64		1/64	1	829			231				11	
62	60	1067/8	1067/8	0.0625	19/32	19/32	Chord	3/4	1	1	1/64		1/64	1	830			231				11	
62	60	2135/16	2135/16	0.0625	39/64	39/64	Chord	3/4	1	1	1/64		1/64	1	831							11	
62	60	267/2	267/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												
62	60	267/2	267/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	832								
62	60	131	131	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	833								
62	60	263/2	263/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	834								
62	60	132	132	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	835								
62	60	265/2	265/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	836								
62	60	133	133	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	837								
62	60	533/4	533/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	838								
62	60	267/2	267/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	839								
63	61	134	134	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	840								
63	61	1073/8	1073/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	841								
63	61	537/4	537/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	842								
63	61	1075/8	1075/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	843								
63	61	269/2	269/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	844								
63	61	1077/8	1077/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	845								
63	61	539/4	539/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	846								
63	61	1079/8	1079/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	847								
63	61	135	135	0.08333333333333333	1/4	1/4	Chord	3/4	1	1	1/48		1/32	2/3	848								
63	61	1621/12	1621/12	0.08333333333333333	13/48	13/48	Chord	3/4	1	1	1/48		1/32	2/3	849								
63	61	811/6	811/6	0.08333333333333333	7/24	7/24	Chord	3/4	1	1	1/48		1/32	2/3	850								
63	61	543/4	543/4	0.0625	7/16	7/16	Chord	3/4	1	1	1/64		1/64	1	851								
63	61	2173/16	2173/16	0.0625	29/64	29/64	Chord	3/4	1	1	1/64		1/64	1	852								
63	61	1087/8	1087/8	0.0625	15/32	15/32	Chord	3/4	1	1	1/64		1/64	1	853								
63	61	2175/16	2175/16	0.0625	31/64	31/64	Chord	3/4	1	1	1/64		1/64	1	854								
63	61	545/4	545/4	0.0625	9/16	9/16	Chord	3/4	1	1	1/64		1/64	1	855								
63	61	2181/16	2181/16	0.0625	37/64	37/64	Chord	3/4	1	1	1/64		1/64	1	856								
63	61	1091/8	1091/8	0.0625	19/32	19/32	Chord	3/4	1	1	1/64		1/64	1	857								
63	61	2183/16	2183/16	0.0625	39/64	39/64	Chord	3/4	1	1	1/64		1/64	1	858								
63	61	273/2	273/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												2
63	61	273/2	273/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	859			232					2
63	61	547/4	547/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	860								2
63	61	134	134	0.0	0	0	Spanner	3/4	2	1	0									2	2		
63	61	134	134	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861					2	2		
63	61	135	135	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	862					2	2		
63	61	541/4	541/4	0.08333333333333333	5/16	5/16	Chord	3/4	2	1	1/48		1/32	2/3	863					2	2		
63	61	406/3	406/3	0.08333333333333333	1/3	1/3	Chord	3/4	2	1	1/48		1/32	2/3	864					2	2		
63	61	1625/12	1625/12	0.08333333333333333	17/48	17/48	Chord	3/4	2	1	1/48		1/32	2/3	865					2	2		
63	61	271/2	271/2	0.0625	3/8	3/8	Chord	3/4	2	1	1/64		1/64	1	866					2	2		
63	61	2169/16	2169/16	0.0625	25/64	25/64	Chord	3/4	2	1	1/64		1/64	1	867					2	2		
63	61	1085/8	1085/8	0.0625	13/32	13/32	Chord	3/4	2	1	1/64		1/64	1	868					2	2		
63	61	2171/16	2171/16	0.0625	27/64	27/64	Chord	3/4	2	1	1/64		1/64	1	869					2	2		
63	61	136	136	0.0625	1/2	1/2	Chord	3/4	2	1	1/64		1/64	1	870					2	2		
63	61	2177/16	2177/16	0.0625	33/64	33/64	Chord	3/4	2	1	1/64		1/64	1	871					2	2		
63	61	1089/8	1089/8	0.0625	17/32	17/32	Chord	3/4	2	1	1/64		1/64	1	872					2	2		
63	61	2179/16	2179/16	0.0625	35/64	35/64	Chord	3/4	2	1	1/64		1/64	1	873					2	2		
63	61	273/2	273/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	874			233		2	2		
63	61	547/4	547/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	875					2	2		
64	62	137	137	0.0	0	0	Spanner	3/4	1	1	0												
64	62	137	137	0.08333333333333333	0	0	Chord	3/4	1	1	1/48		1/32	2/3	876								
64	62	1645/12	1645/12	0.08333333333333333	1/48	1/48	Chord	3/4	1	1	1/48		1/32	2/3	877								
64	62	823/6	823/6	0.08333333333333333	1/24	1/24	Chord	3/4	1	1	1/48		1/32	2/3	878								
64	62	549/4	549/4	0.08333333333333333	1/16	1/16	Chord	3/4	1	1	1/48		1/32	2/3	879								
64	62	412/3	412/3	0.08333333333333333	1/12	1/12	Chord	3/4	1	1	1/48		1/32	2/3	880								
64	62	1649/12	1649/12	0.08333333333333333	5/48	5/48	Chord	3/4	1	1	1/48		1/32	2/3	881								
64	62	275/2	275/2	0.08333333333333333	1/8	1/8	Chord	3/4	1	1	1/48		1/32	2/3	882								
64	62	1651/12	1651/12	0.08333333333333333	7/48	7/48	Chord	3/4	1	1	1/48		1/32	2/3	883								
64	62	413/3	413/3	0.08333333333333333	1/6	1/6	Chord	3/4	1	1	1/48		1/32	2/3	884								
64	62	1107/8	1107/8	0.0	11/32	11/32	Spanner	3/4	1	1	0												3
64	62	1107/8	1107/8	0.041666666666666664	11/32	11/32	Chord	3/4	1	1	1/96		1/64	2/3	885								3
64	62	1661/12	1661/12	0.041666666666666664	17/48	17/48	Chord	3/4	1	1	1/96		1/64	2/3	886								3
64	62	3323/24	3323/24	0.041666666666666664	35/96	35/96	Chord	3/4	1	1	1/96		1/64	2/3	887								3
64	62	277/2	277/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	888			234					3
64	62	555/4	555/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	889								3
64	62	139	139	0.0	1/2	1/2	Spanner	3/4	1	1	0												
64	62	139	139	0.0	1/2	1/2	Spanner	3/4	1	1	0											12	
64	62	139	139	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	890							12	
64	62	279/2	279/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0					sf							
64	62	279/2	279/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												
64	62	279/2	279/2	0.0	5/8	5/8	Spanner	3/4	1	1	0												4
64	62	279/2	279/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	891								4
64	62	137	137	0.0	0	0	Spanner	3/4	2	1	0												
64	62	137	137	0.0	0	0	Spanner	3/4	2	1	0									3	3		
64	62	137	137	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	892					3	3		
64	62	551/4	551/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	893					3	3		
64	62	827/6	827/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	894					3	3		
64	62	1655/12	1655/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	895					3	3		
64	62	138	138	0.041666666666666664	1/4	1/4	Chord	3/4	2	1	1/96		1/64	2/3	896					3	3		
64	62	3313/24	3313/24	0.041666666666666664	25/96	25/96	Chord	3/4	2	1	1/96		1/64	2/3	897					3	3		
64	62	1657/12	1657/12	0.041666666666666664	13/48	13/48	Chord	3/4	2	1	1/96		1/64	2/3	898					3	3		
64	62	1105/8	1105/8	0.041666666666666664	9/32	9/32	Chord	3/4	2	1	1/96		1/64	2/3	899					3	3		
64	62	829/6	829/6	0.041666666666666664	7/24	7/24	Chord	3/4	2	1	1/96		1/64	2/3	900					3	3		
64	62	3317/24	3317/24	0.041666666666666664	29/96	29/96	Chord	3/4	2	1	1/96		1/64	2/3	901					3	3		
64	62	553/4	553/4	0.041666666666666664	5/16	5/16	Chord	3/4	2	1	1/96		1/64	2/3	902					3	3		
64	62	3319/24	3319/24	0.041666666666666664	31/96	31/96	Chord	3/4	2	1	1/96		1/64	2/3	903					3	3		
64	62	415/3	415/3	0.041666666666666664	1/3	1/3	Chord	3/4	2	1	1/96		1/64	2/3	904					3	3		
64	62	277/2	277/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	905			235		3	3		
64	62	555/4	555/4	0.0	7/16	7/16	Spanner	3/4	2	1	0												
64	62	555/4	555/4	0.0	7/16	7/16	Spanner	3/4	2	1	0									4	4		
64	62	555/4	555/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	906					4	4		
64	62	139	139	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	907					4	4		
64	62	279/2	279/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	908					4	4		
65	63	140	140	0.0	0	0	Spanner	3/4	1	1	0												
65	63	140	140	0.125	0	0	Chord	3/4	1	1	1/32		1/32	1	909			236					
65	63	1121/8	1121/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32		1/32	1	910			236					
65	63	561/4	561/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32		1/32	1	911			236					
65	63	1123/8	1123/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	912			236					
65	63	281/2	281/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	913			236					
65	63	1125/8	1125/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	914			236					
65	63	563/4	563/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	915			236					
65	63	1127/8	1127/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	916								
65	63	141	141	0.125	1/4	1/4	Chord	3/4	1	1	1/32		1/32	1	917								
65	63	1129/8	1129/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32		1/32	1	918								
65	63	565/4	565/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32		1/32	1	919								
65	63	1131/8	1131/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	920								
65	63	283/2	283/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											13	
65	63	283/2	283/2	0.08333333333333333	3/8	3/8	Chord	3/4	1	1	1/48		1/32	2/3	921							13	
65	63	1699/12	1699/12	0.08333333333333333	19/48	19/48	Chord	3/4	1	1	1/48		1/32	2/3	922							13	
65	63	425/3	425/3	0.08333333333333333	5/12	5/12	Chord	3/4	1	1	1/48		1/32	2/3	923							13	
65	63	567/4	567/4	0.08333333333333333	7/16	7/16	Chord	3/4	1	1	1/48		1/32	2/3	924							13	
65	63	851/6	851/6	0.08333333333333333	11/24	11/24	Chord	3/4	1	1	1/48		1/32	2/3	925							13	
65	63	1703/12	1703/12	0.08333333333333333	23/48	23/48	Chord	3/4	1	1	1/48		1/32	2/3	926							13	
65	63	142	142	0.08333333333333333	1/2	1/2	Chord	3/4	1	1	1/48		1/32	2/3	927							13	
65	63	1705/12	1705/12	0.08333333333333333	25/48	25/48	Chord	3/4	1	1	1/48		1/32	2/3	928							13	
65	63	853/6	853/6	0.08333333333333333	13/24	13/24	Chord	3/4	1	1	1/48		1/32	2/3	929							13	
65	63	569/4	569/4	0.08333333333333333	9/16	9/16	Chord	3/4	1	1	1/48		1/32	2/3	930							13	
65	63	427/3	427/3	0.08333333333333333	7/12	7/12	Chord	3/4	1	1	1/48		1/32	2/3	931							13	
65	63	1709/12	1709/12	0.08333333333333333	29/48	29/48	Chord	3/4	1	1	1/48		1/32	2/3	932							13	
65	63	285/2	285/2	0.08333333333333333	5/8	5/8	Chord	3/4	1	1	1/48		1/32	2/3	933							13	
65	63	1711/12	1711/12	0.08333333333333333	31/48	31/48	Chord	3/4	1	1	1/48		1/32	2/3	934							13	
65	63	428/3	428/3	0.08333333333333333	2/3	2/3	Chord	3/4	1	1	1/48		1/32	2/3	935							13	
65	63	571/4	571/4	0.08333333333333333	11/16	11/16	Chord	3/4	1	1	1/48		1/32	2/3	936							13	
65	63	857/6	857/6	0.08333333333333333	17/24	17/24	Chord	3/4	1	1	1/48		1/32	2/3	937							13	
65	63	1715/12	1715/12	0.08333333333333333	35/48	35/48	Chord	3/4	1	1	1/48		1/32	2/3	938							13	
65	63	140	140	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	939					4	4		
65	63	561/4	561/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	940					4	4		
65	63	563/4	563/4	0.0	3/16	3/16	Spanner	3/4	2	1	0												
65	63	563/4	563/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	941								
65	63	565/4	565/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	942								
65	63	283/2	283/2	0.08333333333333333	3/8	3/8	Chord	3/4	2	1	1/48		1/32	2/3	943								
65	63	1699/12	1699/12	0.08333333333333333	19/48	19/48	Chord	3/4	2	1	1/48		1/32	2/3	944								
65	63	425/3	425/3	0.08333333333333333	5/12	5/12	Chord	3/4	2	1	1/48		1/32	2/3	945								
65	63	567/4	567/4	0.08333333333333333	7/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	946								
65	63	851/6	851/6	0.08333333333333333	11/24	11/24	Chord	3/4	2	1	1/48		1/32	2/3	947								
65	63	1703/12	1703/12	0.08333333333333333	23/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	948								
65	63	142	142	0.08333333333333333	1/2	1/2	Chord	3/4	2	1	1/48		1/32	2/3	949								
65	63	1705/12	1705/12	0.08333333333333333	25/48	25/48	Chord	3/4	2	1	1/48		1/32	2/3	950								
65	63	853/6	853/6	0.08333333333333333	13/24	13/24	Chord	3/4	2	1	1/48		1/32	2/3	951								
65	63	569/4	569/4	0.08333333333333333	9/16	9/16	Chord	3/4	2	1	1/48		1/32	2/3	952								
65	63	427/3	427/3	0.08333333333333333	7/12	7/12	Chord	3/4	2	1	1/48		1/32	2/3	953								
65	63	1709/12	1709/12	0.08333333333333333	29/48	29/48	Chord	3/4	2	1	1/48		1/32	2/3	954								
65	63	285/2	285/2	0.08333333333333333	5/8	5/8	Chord	3/4	2	1	1/48		1/32	2/3	955								
65	63	1711/12	1711/12	0.08333333333333333	31/48	31/48	Chord	3/4	2	1	1/48		1/32	2/3	956								
65	63	428/3	428/3	0.08333333333333333	2/3	2/3	Chord	3/4	2	1	1/48		1/32	2/3	957								
65	63	571/4	571/4	0.08333333333333333	11/16	11/16	Chord	3/4	2	1	1/48		1/32	2/3	958								
65	63	857/6	857/6	0.08333333333333333	17/24	17/24	Chord	3/4	2	1	1/48		1/32	2/3	959								
65	63	1715/12	1715/12	0.08333333333333333	35/48	35/48	Chord	3/4	2	1	1/48		1/32	2/3	960								
66	64	143	143	0.0	0	0	Spanner	3/4	1	1	0												
66	64	143	143	0.08333333333333333	0	0	Chord	3/4	1	1	1/48		1/32	2/3	961								
66	64	1717/12	1717/12	0.08333333333333333	1/48	1/48	Chord	3/4	1	1	1/48		1/32	2/3	962								
66	64	859/6	859/6	0.08333333333333333	1/24	1/24	Chord	3/4	1	1	1/48		1/32	2/3	963								
66	64	573/4	573/4	0.08333333333333333	1/16	1/16	Chord	3/4	1	1	1/48		1/32	2/3	964								
66	64	430/3	430/3	0.08333333333333333	1/12	1/12	Chord	3/4	1	1	1/48		1/32	2/3	965								
66	64	1721/12	1721/12	0.08333333333333333	5/48	5/48	Chord	3/4	1	1	1/48		1/32	2/3	966								
66	64	287/2	287/2	0.08333333333333333	1/8	1/8	Chord	3/4	1	1	1/48		1/32	2/3	967								
66	64	1723/12	1723/12	0.08333333333333333	7/48	7/48	Chord	3/4	1	1	1/48		1/32	2/3	968								
66	64	431/3	431/3	0.08333333333333333	1/6	1/6	Chord	3/4	1	1	1/48		1/32	2/3	969								
66	64	575/4	575/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	970								
66	64	863/6	863/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	971								
66	64	1727/12	1727/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	972								
66	64	144	144	0.08333333333333333	1/4	1/4	Chord	3/4	1	1	1/48		1/32	2/3	973								
66	64	1729/12	1729/12	0.08333333333333333	13/48	13/48	Chord	3/4	1	1	1/48		1/32	2/3	974								
66	64	865/6	865/6	0.08333333333333333	7/24	7/24	Chord	3/4	1	1	1/48		1/32	2/3	975								
66	64	577/4	577/4	0.08333333333333333	5/16	5/16	Chord	3/4	1	1	1/48		1/32	2/3	976								
66	64	433/3	433/3	0.08333333333333333	1/3	1/3	Chord	3/4	1	1	1/48		1/32	2/3	977								
66	64	1733/12	1733/12	0.08333333333333333	17/48	17/48	Chord	3/4	1	1	1/48		1/32	2/3	978								
66	64	143	143	0.08333333333333333	0	0	Chord	3/4	2	1	1/48		1/32	2/3	979								
66	64	1717/12	1717/12	0.08333333333333333	1/48	1/48	Chord	3/4	2	1	1/48		1/32	2/3	980								
66	64	859/6	859/6	0.08333333333333333	1/24	1/24	Chord	3/4	2	1	1/48		1/32	2/3	981								
66	64	573/4	573/4	0.08333333333333333	1/16	1/16	Chord	3/4	2	1	1/48		1/32	2/3	982								
66	64	430/3	430/3	0.08333333333333333	1/12	1/12	Chord	3/4	2	1	1/48		1/32	2/3	983								
66	64	1721/12	1721/12	0.08333333333333333	5/48	5/48	Chord	3/4	2	1	1/48		1/32	2/3	984								
66	64	287/2	287/2	0.08333333333333333	1/8	1/8	Chord	3/4	2	1	1/48		1/32	2/3	985								
66	64	1723/12	1723/12	0.08333333333333333	7/48	7/48	Chord	3/4	2	1	1/48		1/32	2/3	986								
66	64	431/3	431/3	0.08333333333333333	1/6	1/6	Chord	3/4	2	1	1/48		1/32	2/3	987								
66	64	575/4	575/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	988								
66	64	863/6	863/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	989								
66	64	1727/12	1727/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	990								
66	64	144	144	0.08333333333333333	1/4	1/4	Chord	3/4	2	1	1/48		1/32	2/3	991								
66	64	1729/12	1729/12	0.08333333333333333	13/48	13/48	Chord	3/4	2	1	1/48		1/32	2/3	992								
66	64	865/6	865/6	0.08333333333333333	7/24	7/24	Chord	3/4	2	1	1/48		1/32	2/3	993								
66	64	577/4	577/4	0.08333333333333333	5/16	5/16	Chord	3/4	2	1	1/48		1/32	2/3	994								
66	64	433/3	433/3	0.08333333333333333	1/3	1/3	Chord	3/4	2	1	1/48		1/32	2/3	995								
66	64	1733/12	1733/12	0.08333333333333333	17/48	17/48	Chord	3/4	2	1	1/48		1/32	2/3	996								
67	64	289/2	289/2	0.08333333333333333	0	3/8	Chord	3/4	1	1	1/48		1/32	2/3	997								
67	64	1735/12	1735/12	0.08333333333333333	1/48	19/48	Chord	3/4	1	1	1/48		1/32	2/3	998								
67	64	434/3	434/3	0.08333333333333333	1/24	5/12	Chord	3/4	1	1	1/48		1/32	2/3	999								
67	64	579/4	579/4	0.08333333333333333	1/16	7/16	Chord	3/4	1	1	1/48		1/32	2/3	1000								
67	64	869/6	869/6	0.08333333333333333	1/12	11/24	Chord	3/4	1	1	1/48		1/32	2/3	1001								
67	64	1739/12	1739/12	0.08333333333333333	5/48	23/48	Chord	3/4	1	1	1/48		1/32	2/3	1002								
67	64	145	145	0.0	1/8	1/2	Spanner	3/4	1	1	0												5
67	64	145	145	0.08333333333333333	1/8	1/2	Chord	3/4	1	1	1/48		1/32	2/3	1003								5
67	64	1741/12	1741/12	0.08333333333333333	7/48	25/48	Chord	3/4	1	1	1/48		1/32	2/3	1004								5
67	64	871/6	871/6	0.08333333333333333	1/6	13/24	Chord	3/4	1	1	1/48		1/32	2/3	1005								5
67	64	581/4	581/4	0.08333333333333333	3/16	9/16	Chord	3/4	1	1	1/48		1/32	2/3	1006								5
67	64	436/3	436/3	0.08333333333333333	5/24	7/12	Chord	3/4	1	1	1/48		1/32	2/3	1007								5
67	64	1745/12	1745/12	0.08333333333333333	11/48	29/48	Chord	3/4	1	1	1/48		1/32	2/3	1008								5
67	64	291/2	291/2	0.08333333333333333	1/4	5/8	Chord	3/4	1	1	1/48		1/32	2/3	1009								5
67	64	1747/12	1747/12	0.08333333333333333	13/48	31/48	Chord	3/4	1	1	1/48		1/32	2/3	1010								5
67	64	437/3	437/3	0.08333333333333333	7/24	2/3	Chord	3/4	1	1	1/48		1/32	2/3	1011								5
67	64	583/4	583/4	0.08333333333333333	5/16	11/16	Chord	3/4	1	1	1/48		1/32	2/3	1012								5
67	64	875/6	875/6	0.08333333333333333	1/3	17/24	Chord	3/4	1	1	1/48		1/32	2/3	1013								5
67	64	1751/12	1751/12	0.08333333333333333	17/48	35/48	Chord	3/4	1	1	1/48		1/32	2/3	1014								5
67	64	289/2	289/2	0.08333333333333333	0	3/8	Chord	3/4	2	1	1/48		1/32	2/3	1015								
67	64	1735/12	1735/12	0.08333333333333333	1/48	19/48	Chord	3/4	2	1	1/48		1/32	2/3	1016								
67	64	434/3	434/3	0.08333333333333333	1/24	5/12	Chord	3/4	2	1	1/48		1/32	2/3	1017								
67	64	579/4	579/4	0.08333333333333333	1/16	7/16	Chord	3/4	2	1	1/48		1/32	2/3	1018								
67	64	869/6	869/6	0.08333333333333333	1/12	11/24	Chord	3/4	2	1	1/48		1/32	2/3	1019								
67	64	1739/12	1739/12	0.08333333333333333	5/48	23/48	Chord	3/4	2	1	1/48		1/32	2/3	1020								
67	64	145	145	0.08333333333333333	1/8	1/2	Chord	3/4	2	1	1/48		1/32	2/3	1021								
67	64	1741/12	1741/12	0.08333333333333333	7/48	25/48	Chord	3/4	2	1	1/48		1/32	2/3	1022								
67	64	871/6	871/6	0.08333333333333333	1/6	13/24	Chord	3/4	2	1	1/48		1/32	2/3	1023								
67	64	581/4	581/4	0.08333333333333333	3/16	9/16	Chord	3/4	2	1	1/48		1/32	2/3	1024								
