mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_hairpin
103	98	593/2	301	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	753					
103	98	1781/6	904/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	754					
103	98	1783/6	905/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	755					
103	98	595/2	302	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	756					
103	98	1787/6	907/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	757					
103	98	1789/6	908/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	758					
103	98	591/2	300	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	759					
104	99	597/2	303	0.3333333333333333		0	0	Chord	3/4	1	1	1/12	1/8	2/3	760					
104	99	1793/6	910/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	761					
104	99	1795/6	911/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	762					
104	99	599/2	304	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	763					
104	99	1799/6	913/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	764					
104	99	1801/6	914/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	765					
104	99	601/2	305	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	766					
104	99	1805/6	916/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	767					
104	99	1807/6	917/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	768					
104	99	597/2	303	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	769					
105	100	603/2	306	0.3333333333333333		0	0	Chord	3/4	1	1	1/12	1/8	2/3	770					
105	100	1811/6	919/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	771					
105	100	1813/6	920/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	772					
105	100	605/2	307	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	773					
105	100	1817/6	922/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	774					
105	100	1819/6	923/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	775					
105	100	607/2	308	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	776					
105	100	1823/6	925/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	777					
105	100	1825/6	926/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	778					
105	100	603/2	306	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	779					
106	101	609/2	309	0.0		0	0	Dynamic	3/4	1	1	0					ff			
106	101	609/2	309	0.3333333333333333		0	0	Chord	3/4	1	1	1/12	1/8	2/3	780					
106	101	1829/6	928/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	781					
106	101	1831/6	929/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	782					
106	101	611/2	310	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	783					
106	101	1835/6	931/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	784					
106	101	1837/6	932/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	785					
106	101	613/2	311	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	786					
106	101	1841/6	934/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	787					
106	101	1843/6	935/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	788					
106	101	609/2	309	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	789					
107	102	615/2	312	0.3333333333333333		0	0	Chord	3/4	2	1	1/12	1/8	2/3	790					
107	102	1847/6	937/3	0.3333333333333333		1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	791					
107	102	1849/6	938/3	0.3333333333333333		1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	792					
107	102	617/2	313	0.3333333333333333		1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	793					
107	102	1853/6	940/3	0.3333333333333333		1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	794					
107	102	1855/6	941/3	0.3333333333333333		5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	795					
107	102	619/2	314	0.3333333333333333		1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	796					
107	102	1859/6	943/3	0.3333333333333333		7/12	7/12	Chord	3/4	2	2	1/12	1/8	2/3	797					
107	102	1861/6	944/3	0.3333333333333333		2/3	2/3	Chord	3/4	2	2	1/12	1/8	2/3	798					
108	103	621/2	315	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	799					
110	105	317	643/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	800	ff				
110	105	317	643/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	801					
111	106	318	645/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	802					
111	106	318	645/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	803					
112	107	323	655/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	804					
112	107	323	655/2	0.0		1/2	1/2	Dynamic	3/4	2	1	0					ff			
112	107	323	655/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	805					
113	108	324	657/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	806					
113	108	326	661/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	807					
113	108	324	657/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	808					
113	108	326	661/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	809					
113	108	324	657/2	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	810					
113	108	326	661/2	1.0		1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	811					
114	109	327	663/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	812					
114	109	327	663/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	813					
114	109	657/2	333	0.0		3/8	3/8	Dynamic	3/4	2	1	0					p			
114	109	657/2	333	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	814				79	
114	109	329	667/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	815				79	
114	109	659/2	334	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	816					
114	109	327	663/2	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	817					
115	110	330	669/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	818					
115	110	330	669/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	819			articAccentBelow	80	
115	110	331	671/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	820					
115	110	332	673/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	821			articStaccatoBelow		
116	111	333	675/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	822					
116	111	333	675/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	823			articAccentBelow	81	
116	111	334	677/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	824					
116	111	335	679/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	825			articStaccatoBelow		
117	112	336	681/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	826					
117	112	336	681/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	827			articAccentBelow	82	
117	112	337	683/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	828					
117	112	338	685/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	829			articStaccatoBelow		
118	113	339	687/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	830					
118	113	339	687/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	831			articAccentBelow	83	
118	113	340	689/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	832					
118	113	341	691/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	833			articStaccatoBelow		
119	114	342	693/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	834					
119	114	342	693/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	835				84	
119	114	343	695/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	836					
119	114	344	697/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	837			articStaccatoBelow		
120	115	345	699/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	838					
120	115	345	699/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	839				85	
120	115	346	701/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	840					
120	115	347	703/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	841			articStaccatoBelow		
121	116	348	705/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	842					
121	116	348	705/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	843				86	
121	116	349	707/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	844					
121	116	350	709/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	845			articStaccatoBelow		
122	117	351	711/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	846					
122	117	351	711/2	3.0		0	0	Chord	3/4	2	1	3/4	1/2	3/2	847					
122	117	351	711/2	1.0		0	0	Chord	3/4	2	2	1/4	1/4	1	848					
122	117	705/2	357	0.0		3/8	3/8	Dynamic	3/4	2	2	0					pp			
122	117	705/2	357	0.5		3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	849				87	
122	117	353	715/2	0.5		1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	850				87	
122	117	707/2	358	0.5		5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	851					
123	118	354	717/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	852					
123	118	354	717/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	853				88	
123	118	355	719/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	854					
123	118	356	721/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	855			articStaccatoBelow		
124	119	357	723/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	856					
124	119	357	723/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	857				89	
124	119	358	725/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	858					
124	119	359	727/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	859			articStaccatoBelow		
125	120	360	729/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	860					
125	120	360	729/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	861				90	
125	120	361	731/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	862					
125	120	362	733/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	863			articStaccatoBelow		
126	121	363	735/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	864					
126	121	363	735/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	865				91	
126	121	364	737/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	866					
126	121	365	739/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	867			articStaccatoBelow		
127	122	366	741/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	868					
127	122	366	741/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	869				92	
127	122	367	743/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	870					
127	122	368	745/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	871			articStaccatoBelow		
128	123	369	747/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	872					
128	123	369	747/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	873				93	
128	123	370	749/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	874					
128	123	371	751/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	875			articStaccatoBelow		
129	124	372	753/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	876					
129	124	372	753/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	877				94	
129	124	373	755/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	878					
129	124	374	757/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	879			articStaccatoBelow		
130	125	375	759/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	880					
130	125	377	763/2	0.0		1/2	1/2	Dynamic	3/4	1	1	0					pp			
130	125	377	763/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	881				95	
130	125	375	759/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	882			articStaccatoBelow		
130	125	377	763/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	883				96	
131	126	378	765/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	884					
131	126	380	769/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	885				97	
131	126	378	765/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	886					
131	126	380	769/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	887				98	
132	127	381	771/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	888					
132	127	381	771/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	889					
