mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
305	304	913/2	913/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2668								
306	305	1827/4	1827/4	0.0	0	0	Spanner	3/8	1	1	0										17	
306	305	1829/4	1829/4	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	2669							17	
306	305	1827/4	1827/4	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	2670							17	
306	305	1827/4	1827/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2671								
306	305	457	457	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2672								
306	305	1829/4	1829/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2673								
306	305	915/2	915/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2674								
306	305	1831/4	1831/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2675								
306	305	458	458	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2676								
307	306	1833/4	1833/4	0.0	0	0	Spanner	3/8	1	1	0											
307	306	1833/4	1833/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2677				341				
307	306	1835/4	1835/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	2678								
307	306	1837/4	1837/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2679			articStaccatoBelow					
307	306	1833/4	1833/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2680								
307	306	917/2	917/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2681								
307	306	1835/4	1835/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2682								
307	306	459	459	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2683								
307	306	1837/4	1837/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2684								
307	306	919/2	919/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2685								
308	307	1839/4	1839/4	0.0	0	0	Spanner	3/8	1	1	0											2
308	307	1839/4	1839/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2686	<							2
308	307	1841/4	1841/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	2687								2
308	307	1843/4	1843/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2688								2
308	307	1839/4	1839/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2689								
308	307	460	460	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2690								
308	307	1841/4	1841/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2691								
308	307	921/2	921/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2692								
308	307	1843/4	1843/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2693								
308	307	461	461	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2694								
309	308	1845/4	1845/4	0.0	0	0	Spanner	3/8	1	1	0											
309	308	1845/4	1845/4	0.0	0	0	Spanner	3/8	1	1	0								2			
309	308	1845/4	1845/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2695	>				2			
309	308	1847/4	1847/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	2696					2			
309	308	1849/4	1849/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2697					2			
309	308	1845/4	1845/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2698								
309	308	923/2	923/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2699								
309	308	1847/4	1847/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2700								
309	308	462	462	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2701								
309	308	1849/4	1849/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2702								
309	308	925/2	925/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2703								
310	309	1851/4	1851/4	0.0	0	0	Spanner	3/8	1	1	0											
310	309	1851/4	1851/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2704								
310	309	1853/4	1853/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	2705								
310	309	1855/4	1855/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2706								
310	309	1851/4	1851/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2707								
310	309	463	463	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2708								
310	309	1853/4	1853/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2709								
310	309	927/2	927/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2710								
310	309	1855/4	1855/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2711								
310	309	464	464	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2712								
311	310	1857/4	1857/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2713								
311	310	1859/4	1859/4	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	2714								
311	310	1861/4	1861/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	2715								
311	310	1857/4	1857/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2716								
311	310	929/2	929/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2717								
311	310	1859/4	1859/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2718								
311	310	465	465	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2719								
311	310	1861/4	1861/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2720								
311	310	931/2	931/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2721								
312	311	1863/4	1863/4	0.0	0	0	Spanner	3/8	1	1	0											3
312	311	1863/4	1863/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2722	<							3
312	311	466	466	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2723								3
312	311	1865/4	1865/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2724								3
312	311	933/2	933/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2725								3
312	311	1867/4	1867/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2726								3
312	311	467	467	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2727								3
312	311	1863/4	1863/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2728								
312	311	466	466	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2729								
312	311	1865/4	1865/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2730								
312	311	933/2	933/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2731								
312	311	1867/4	1867/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2732								
312	311	467	467	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2733								
313	312	1869/4	1869/4	0.0	0	0	Spanner	3/8	1	1	0											
313	312	1869/4	1869/4	0.0	0	0	Spanner	3/8	1	1	0								3			
313	312	1869/4	1869/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2734	>				3			
313	312	935/2	935/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2735					3			
313	312	1871/4	1871/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2736					3			
313	312	468	468	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2737					3			
313	312	1873/4	1873/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2738					3			
313	312	937/2	937/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2739					3			
313	312	1869/4	1869/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2740								
313	312	935/2	935/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2741								
313	312	1871/4	1871/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2742								
313	312	468	468	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2743								
313	312	1873/4	1873/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2744								
313	312	937/2	937/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2745								
314	313	1875/4	1875/4	0.0	0	0	Spanner	3/8	1	1	0											
314	313	1875/4	1875/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2746								
314	313	469	469	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2747								
314	313	1877/4	1877/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2748								
314	313	939/2	939/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2749								
314	313	1879/4	1879/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2750								
314	313	470	470	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2751								
314	313	1875/4	1875/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2752								
314	313	469	469	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2753								
314	313	1877/4	1877/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2754								
314	313	939/2	939/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2755								
314	313	1879/4	1879/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2756								
314	313	470	470	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2757								
315	314	1881/4	1881/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2758								
315	314	941/2	941/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2759								
315	314	1883/4	1883/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2760								
315	314	471	471	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2761								
315	314	1885/4	1885/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2762								
315	314	943/2	943/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2763								
315	314	1881/4	1881/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2764								
315	314	941/2	941/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2765								
315	314	1883/4	1883/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2766								
315	314	471	471	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2767								
315	314	1885/4	1885/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2768								
315	314	943/2	943/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2769								
316	315	1887/4	1887/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2770								
316	315	472	472	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2771								
316	315	1889/4	1889/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2772								
316	315	945/2	945/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2773								
316	315	1891/4	1891/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2774								
316	315	473	473	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2775								
316	315	1887/4	1887/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2776								
316	315	472	472	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2777								
316	315	1889/4	1889/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2778								
316	315	945/2	945/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2779								
316	315	1891/4	1891/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2780								
316	315	473	473	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2781								
317	316	1893/4	1893/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2782								
317	316	947/2	947/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2783								
317	316	1895/4	1895/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2784								
317	316	474	474	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2785								
317	316	1897/4	1897/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2786								
317	316	949/2	949/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2787								
317	316	1893/4	1893/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2788								
317	316	947/2	947/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2789								
317	316	1895/4	1895/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2790								
317	316	474	474	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2791								
317	316	1897/4	1897/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2792								
317	316	949/2	949/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2793								
318	317	1899/4	1899/4	0.0	0	0	Dynamic	3/8	1	1	0					sf						
318	317	1899/4	1899/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2794								
318	317	475	475	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2795								
318	317	1901/4	1901/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2796								
318	317	951/2	951/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2797								
318	317	1903/4	1903/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2798								
318	317	476	476	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2799								
318	317	1899/4	1899/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2800								
318	317	475	475	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2801								
318	317	1901/4	1901/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2802								
318	317	951/2	951/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2803								
318	317	1903/4	1903/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2804								
318	317	476	476	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2805								
319	318	1905/4	1905/4	0.0	0	0	Dynamic	3/8	1	1	0					sf						
319	318	1905/4	1905/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2806								
319	318	953/2	953/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2807								
319	318	1907/4	1907/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2808								
319	318	477	477	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2809								
319	318	1909/4	1909/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2810								
319	318	955/2	955/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2811								
319	318	1905/4	1905/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2812								
319	318	953/2	953/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2813								
319	318	1907/4	1907/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2814								
319	318	477	477	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	2815								
319	318	1909/4	1909/4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	2816								
319	318	955/2	955/2	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	2817								
320	319	1911/4	1911/4	0.0	0	0	Dynamic	3/8	1	1	0					p						
320	319	1911/4	1911/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2818	p							
320	319	478	478	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2819								
320	319	1913/4	1913/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2820								
320	319	957/2	957/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2821								
320	319	1915/4	1915/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2822								
320	319	479	479	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2823								
320	319	1911/4	1911/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	2824								
321	320	1917/4	1917/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2825								
321	320	959/2	959/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2826								
321	320	1919/4	1919/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2827								
321	320	480	480	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2828								
321	320	1921/4	1921/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2829								
321	320	961/2	961/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2830								
322	321	1923/4	1923/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2831								
322	321	481	481	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2832								
322	321	1925/4	1925/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2833								
322	321	963/2	963/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2834								
322	321	1927/4	1927/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2835								
322	321	482	482	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2836								
323	322	1929/4	1929/4	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	2837								
323	322	965/2	965/2	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	2838								
323	322	1931/4	1931/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	2839								
323	322	483	483	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2840	p			342				
323	322	1933/4	1933/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2841				342				
323	322	967/2	967/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2842				342				
324	323	1935/4	1935/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2843	p		articStaccatoAbove					
324	323	969/2	969/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2844				343				
324	323	1939/4	1939/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2845				343				
324	323	485	485	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2846				343				
324	323	1935/4	1935/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2847				344				
324	323	484	484	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2848				344				
324	323	1937/4	1937/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2849								
324	323	1935/4	1935/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2850								
325	324	1941/4	1941/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2851			articStaccatoAbove					
325	324	486	486	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2852				345				
325	324	1945/4	1945/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2853				345				
325	324	973/2	973/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2854				345				
325	324	1941/4	1941/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2855				346				
325	324	971/2	971/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2856				346				
325	324	1943/4	1943/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2857								
325	324	1941/4	1941/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2858								
326	325	1947/4	1947/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2859			articStaccatoAbove					
326	325	975/2	975/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2860				347				
326	325	1951/4	1951/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2861				347				
326	325	488	488	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2862				347				
326	325	1947/4	1947/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2863				348				
326	325	487	487	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2864				348				
326	325	1949/4	1949/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2865								
326	325	1947/4	1947/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2866								
327	326	1953/4	1953/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2867			articStaccatoAbove					
327	326	489	489	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2868				349				
327	326	1957/4	1957/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2869				349				
327	326	979/2	979/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2870			articStaccatoAbove	349				
327	326	1953/4	1953/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2871				350				
327	326	977/2	977/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2872				350				
327	326	1955/4	1955/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2873								
327	326	1953/4	1953/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2874								
328	327	1959/4	1959/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2875			articStaccatoAbove					
328	327	981/2	981/2	0.0	3/16	3/16	Spanner	3/8	1	1	0										18	
328	327	981/2	981/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2876				351			18	
328	327	1963/4	1963/4	0.0	1/4	1/4	Spanner	3/8	1	1	0							351				
328	327	1963/4	1963/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2877				351				
328	327	491	491	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2878								
328	327	1959/4	1959/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2879				352				
328	327	490	490	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2880				352				
328	327	1961/4	1961/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2881								
328	327	1959/4	1959/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2882								
329	328	492	492	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2883				353				
329	328	1969/4	1969/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2884				353				
329	328	985/2	985/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2885								
329	328	1965/4	1965/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2886				354				
329	328	983/2	983/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2887				354				
329	328	1967/4	1967/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2888								
329	328	1965/4	1965/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2889								
330	329	987/2	987/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2890				355				
330	329	1975/4	1975/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2891				355				
330	329	494	494	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2892								
330	329	1971/4	1971/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2893				356				
330	329	493	493	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2894				356				
330	329	1973/4	1973/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2895								
330	329	1971/4	1971/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2896								
331	330	495	495	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2897				357				
331	330	1981/4	1981/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2898				357				
331	330	991/2	991/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2899	p							
331	330	1977/4	1977/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2900				358				
331	330	989/2	989/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2901				358				
331	330	1979/4	1979/4	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	2902								
331	330	1977/4	1977/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2903								
332	331	993/2	993/2	0.0	3/16	3/16	Dynamic	3/8	1	1	0					p						
332	331	993/2	993/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2904				359				
332	331	1987/4	1987/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2905				359				
332	331	497	497	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2906				359				
332	331	1983/4	1983/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2907				360				
332	331	496	496	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2908				360				
332	331	1985/4	1985/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2909								
332	331	1983/4	1983/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2910								
333	332	1989/4	1989/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2911			articStaccatoAbove					
333	332	498	498	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2912				361				
333	332	1993/4	1993/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2913				361				
333	332	997/2	997/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2914				361				
333	332	1989/4	1989/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2915				362				
333	332	995/2	995/2	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2916				362				
333	332	1991/4	1991/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2917								
333	332	1989/4	1989/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2918								
334	333	1995/4	1995/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2919			articStaccatoAbove					
334	333	999/2	999/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2920				363				
334	333	1999/4	1999/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2921				363				
334	333	500	500	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	2922				363				
334	333	1995/4	1995/4	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	2923				364				
334	333	499	499	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	2924				364				
334	333	1997/4	1997/4	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	2925								
334	333	1995/4	1995/4	1.5	0	0	Chord	3/8	2	2	3/8	1/4	3/2	2926								
335	334	2001/4	2001/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	2927			articStaccatoAbove					
335	334	501	501	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	2928				365				
335	334	2005/4	2005/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	2929				365				
