mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_line	crescendo_hairpin
86	84	335	335	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	808													
86	84	671/2	671/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	809													
86	84	336	336	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	810													
86	84	673/2	673/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	811													
87	85	337	337	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	812			articStaccatoAbove										
87	85	340	340	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	813													
87	85	340	340	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	814													
87	85	340	340	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	815			ornamentTrill						77				
87	85	337	337	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	816													
87	85	675/2	675/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	817													
87	85	338	338	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	818													
87	85	677/2	677/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	819													
87	85	339	339	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	820													
87	85	679/2	679/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	821													
87	85	340	340	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	822													
87	85	681/2	681/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	823													
88	86	341	341	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	824			articStaccatoBelow										
88	86	342	342	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	825			articStaccatoBelow										
88	86	344	344	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	826													
88	86	344	344	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	827													
88	86	344	344	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	828			ornamentTrill						78				
88	86	341	341	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	829													
88	86	683/2	683/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	830													
88	86	342	342	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	831													
88	86	685/2	685/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	832													
88	86	343	343	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	833													
88	86	687/2	687/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	834													
88	86	344	344	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	835													
88	86	689/2	689/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	836													
89	87	345	345	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	837			articStaccatoAbove										
89	87	346	346	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	838			articStaccatoAbove										
89	87	348	348	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	839													
89	87	348	348	0.0	3/4	3/4	Chord	2/2	1	1	0	grace16after	1/16	1	840													
89	87	348	348	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	841			ornamentTrill						79				
89	87	345	345	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	842													
89	87	691/2	691/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	843													
89	87	346	346	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	844													
89	87	693/2	693/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	845													
89	87	347	347	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	846													
89	87	695/2	695/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	847													
89	87	348	348	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	848													
89	87	697/2	697/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	849													
90	88	349	349	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	850			articStaccatoAbove										
90	88	350	350	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	851			articStaccatoAbove										
90	88	352	352	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	852									80				
90	88	349	349	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	853													
90	88	699/2	699/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	854													
90	88	350	350	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	855													
90	88	701/2	701/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	856													
90	88	351	351	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	857													
90	88	703/2	703/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	858													
90	88	352	352	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	859													
90	88	705/2	705/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	860													
91	89	353	353	0.0	0	0	Spanner	2/2	1	1	0															0		
91	89	353	353	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	861			articStaccatoAbove								0		
91	89	354	354	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	862			articStaccatoAbove								0		
91	89	356	356	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	863									81		0		
91	89	353	353	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	864													
91	89	707/2	707/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	865													
91	89	354	354	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	866													
91	89	709/2	709/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	867													
91	89	355	355	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	868													
91	89	711/2	711/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	869													
91	89	356	356	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	870													
91	89	713/2	713/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	871													
92	90	357	357	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	872			articStaccatoAbove								0		
92	90	358	358	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	873			articStaccatoAbove								0		
92	90	360	360	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	874									82		0		
92	90	357	357	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	875													
92	90	715/2	715/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	876													
92	90	358	358	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	877													
92	90	717/2	717/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	878													
92	90	359	359	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	879													
92	90	719/2	719/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	880													
92	90	360	360	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	881													
92	90	721/2	721/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	882													
93	91	361	361	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	883			articStaccatoAbove								0		
93	91	362	362	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	884			articStaccatoAbove								0		
93	91	364	364	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	885									83		0		
93	91	361	361	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	886													
93	91	723/2	723/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	887													
93	91	362	362	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	888													
93	91	725/2	725/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	889													
93	91	363	363	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	890													
93	91	727/2	727/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	891													
93	91	364	364	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	892													
93	91	729/2	729/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	893													
94	92	365	365	0.0	0	0	Spanner	2/2	1	1	0																	
94	92	365	365	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	894			articStaccatoAbove										
94	92	366	366	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	895			articStaccatoAbove										
94	92	368	368	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	896									84				
94	92	365	365	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	897													
94	92	731/2	731/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	898													
94	92	366	366	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	899													
94	92	733/2	733/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	900													
94	92	367	367	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	901													
94	92	735/2	735/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	902													
94	92	368	368	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	903													
94	92	737/2	737/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	904													
95	93	369	369	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	905	pp		articStaccatoAbove										
95	93	369	369	0.0	0	0	Dynamic	2/2	2	1	0						pp											
95	93	369	369	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	906			articStaccatoAbove						85				
95	93	370	370	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	907			articStaccatoAbove						85				
95	93	371	371	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	908			articStaccatoAbove						85				
95	93	372	372	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	909			articStaccatoAbove										
96	94	373	373	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	910			articStaccatoAbove						86				
96	94	374	374	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	911			articStaccatoAbove						86				
96	94	375	375	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	912			articStaccatoAbove						86				
96	94	376	376	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	913			articStaccatoAbove										
97	95	757/2	757/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0						pp											
97	95	757/2	757/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	914									87				
97	95	1136/3	1136/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	915									87				
97	95	2273/6	2273/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	916									87				
97	95	379	379	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	917			articStaccatoBelow										
97	95	377	377	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	918													
97	95	378	378	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	919													
97	95	379	379	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	920													
97	95	380	380	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	921													
98	96	765/2	765/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	922									88				
98	96	1148/3	1148/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	923									88				
98	96	2297/6	2297/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	924									88				
98	96	383	383	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	925			articStaccatoAbove										
98	96	381	381	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	926													
98	96	382	382	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	927													
98	96	383	383	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	928													
98	96	384	384	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	929													
99	97	773/2	773/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																0	
99	97	773/2	773/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	930									89			0	
99	97	1160/3	1160/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	931									89			0	
99	97	2321/6	2321/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	932									89			0	
99	97	387	387	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	933			articStaccatoBelow									0	
99	97	385	385	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	934													
99	97	386	386	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	935													
99	97	387	387	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	936													
99	97	388	388	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	937													
100	98	389	389	0.0	0	0	Spanner	2/2	1	1	0																	
100	98	781/2	781/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	938									90				
100	98	1172/3	1172/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	939									90				
100	98	2345/6	2345/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	940									90				
100	98	391	391	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	941			articStaccatoAbove										
100	98	389	389	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	942													
100	98	390	390	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	943													
100	98	391	391	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	944													
100	98	392	392	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	945													
101	99	789/2	789/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	946									91				
101	99	1184/3	1184/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	947									91				
101	99	2369/6	2369/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	948									91				
101	99	395	395	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	949			articStaccatoBelow										
101	99	393	393	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	950													
101	99	394	394	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	951													
101	99	395	395	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	952													
101	99	396	396	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	953													
102	100	797/2	797/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	954									92				
102	100	1196/3	1196/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	955									92				
102	100	2393/6	2393/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	956									92				
102	100	399	399	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	957			articStaccatoAbove										
102	100	397	397	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	958													
102	100	398	398	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	959													
102	100	399	399	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	960													
102	100	400	400	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	961													
103	101	401	401	0.0	0	0	Dynamic	2/2	1	1	0						f											
103	101	401	401	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	962			articStaccatoBelow										
103	101	402	402	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	963			articStaccatoBelow										
103	101	403	403	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	964			articStaccatoAbove										
103	101	404	404	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	965			articStaccatoAbove										
103	101	401	401	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	966													
104	102	405	405	0.0	0	0	Dynamic	2/2	1	1	0						sf											
104	102	405	405	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	967									93				
104	102	813/2	813/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	968									93				
104	102	1220/3	1220/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	969									93				
104	102	2441/6	2441/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	970									93				
104	102	407	407	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	971			articStaccatoAbove										
104	102	406	406	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	972													
104	102	407	407	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	973													
104	102	408	408	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	974													
105	103	409	409	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	975			articStaccatoBelow										
105	103	410	410	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	976			articStaccatoAbove										
105	103	411	411	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	977			articStaccatoAbove										
105	103	412	412	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	978			articStaccatoAbove										
105	103	409	409	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	979													
106	104	413	413	0.0	0	0	Dynamic	2/2	1	1	0						sf											
106	104	413	413	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	980									94				
106	104	829/2	829/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	981									94				
106	104	1244/3	1244/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	982									94				
106	104	2489/6	2489/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	983									94				
106	104	415	415	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	984			articStaccatoAbove										
106	104	414	414	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	985													
106	104	415	415	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	986													
106	104	416	416	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	987													
107	105	417	417	0.0	0	0	Dynamic	2/2	1	1	0						sf											
107	105	417	417	0.0	0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	988													
107	105	417	417	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	989									95				
107	105	837/2	837/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	990									95				
107	105	1256/3	1256/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	991									95				
107	105	2513/6	2513/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	992									95				
107	105	419	419	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	993			articStaccatoAbove										
107	105	417	417	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	994													
108	106	421	421	0.0	0	0	Dynamic	2/2	1	1	0						sf											
108	106	421	421	0.0	0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	995													
108	106	421	421	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	996									96				
108	106	845/2	845/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	997									96				
108	106	1268/3	1268/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	998									96				
108	106	2537/6	2537/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	999									96				
108	106	423	423	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1000			articStaccatoAbove										
108	106	421	421	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	1001													
109	107	425	425	0.0	0	0	Dynamic	2/2	1	1	0						ff											
109	107	425	425	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	1002													
109	107	427	427	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	1003									97				
109	107	855/2	855/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	1004									97				
109	107	428	428	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	1005									97				
109	107	857/2	857/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	1006													
109	107	425	425	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1007													
109	107	427	427	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1008													
110	108	429	429	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	1009									98				
110	108	429	429	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	1010									98				
110	108	429	429	0.0	0	0	Chord	2/2	1	1	0	grace16	1/16	1	1011									98				
110	108	429	429	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1012									98				
110	108	430	430	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1013													
110	108	432	432	0.0	3/4	3/4	Dynamic	2/2	1	1	0						p											
110	108	429	429	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1014													
110	108	432	432	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1015			articStaccatoBelow										
111	109	433	433	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1016			articStaccatoAbove										
111	109	434	434	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1017			articStaccatoAbove										
111	109	435	435	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1018			articStaccatoAbove										
111	109	436	436	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1019			articStaccatoAbove										
112	110	437	437	1.5	0	0	Chord	2/2	2	1	3/8		1/4	3/2	1020									99				
112	110	877/2	877/2	0.16666666666666666	3/8	3/8	Chord	2/2	2	1	1/24		1/16	2/3	1021									99				
112	110	1316/3	1316/3	0.16666666666666666	5/12	5/12	Chord	2/2	2	1	1/24		1/16	2/3	1022									99				
112	110	2633/6	2633/6	0.16666666666666666	11/24	11/24	Chord	2/2	2	1	1/24		1/16	2/3	1023									99				
112	110	439	439	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1024			articStaccatoBelow						99				
112	110	440	440	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1025			articStaccatoBelow										
113	111	441	441	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1026									100				
113	111	885/2	885/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	1027									100				
113	111	1328/3	1328/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	1028									100				
113	111	2657/6	2657/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	1029									100				
113	111	443	443	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1030			articStaccatoAbove						100				
113	111	444	444	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1031			articStaccatoAbove										
113	111	441	441	4.0	0	0	Chord	2/2	2	1	1		1	1	1032													
114	112	445	445	4.0	0	0	Chord	2/2	1	1	1		1	1	1033													
114	112	893/2	893/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	2	1/24		1/16	2/3	1034									101				
114	112	1340/3	1340/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	2	1/24		1/16	2/3	1035									101				
114	112	2681/6	2681/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	2	1/24		1/16	2/3	1036									101				
114	112	447	447	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1037			articStaccatoBelow										
114	112	448	448	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1038			articStaccatoBelow										
114	112	445	445	4.0	0	0	Chord	2/2	2	1	1		1	1	1039													
115	113	449	449	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	1040													
115	113	901/2	901/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	1041									102				
115	113	1352/3	1352/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	1042									102				
115	113	2705/6	2705/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	1043									102				
115	113	451	451	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1044			articStaccatoAbove										
115	113	452	452	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1045			articStaccatoAbove										
115	113	449	449	4.0	0	0	Chord	2/2	1	2	1		1	1	1046													
115	113	449	449	4.0	0	0	Chord	2/2	2	1	1		1	1	1047													
116	114	453	453	4.0	0	0	Chord	2/2	1	1	1		1	1	1048													
116	114	453	453	1.5	0	0	Chord	2/2	1	2	3/8		1/4	3/2	1049													
116	114	909/2	909/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	2	1/24		1/16	2/3	1050									103				
116	114	1364/3	1364/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	2	1/24		1/16	2/3	1051									103				
116	114	2729/6	2729/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	2	1/24		1/16	2/3	1052									103				
116	114	455	455	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	1053			articStaccatoBelow										
116	114	456	456	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	1054			articStaccatoBelow										
116	114	453	453	4.0	0	0	Chord	2/2	2	1	1		1	1	1055													
117	115	917/2	917/2	0.16666666666666666	3/8	3/8	Chord	2/2	1	1	1/24		1/16	2/3	1056									104				
117	115	1376/3	1376/3	0.16666666666666666	5/12	5/12	Chord	2/2	1	1	1/24		1/16	2/3	1057									104				
117	115	2753/6	2753/6	0.16666666666666666	11/24	11/24	Chord	2/2	1	1	1/24		1/16	2/3	1058									104				
117	115	459	459	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1059			articStaccatoAbove										
117	115	460	460	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1060									105				
117	115	457	457	4.0	0	0	Chord	2/2	1	2	1		1	1	1061													
117	115	457	457	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	1062													
117	115	460	460	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1063									106				
117	115	457	457	4.0	0	0	Chord	2/2	2	2	1		1	1	1064													
118	116	461	461	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	1065									105				
118	116	462	462	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1066									105				
118	116	463	463	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1067									105				
118	116	464	464	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1068													
118	116	461	461	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	1069									106				
118	116	462	462	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1070									106				
118	116	463	463	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1071									106				
118	116	464	464	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1072													
118	116	461	461	4.0	0	0	Chord	2/2	2	2	1		1	1	1073													
