mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
245	244	973/2	973/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1996												
245	244	1947/4	1947/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1997												
245	244	487	487	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1998												
245	244	1949/4	1949/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1999												
245	244	975/2	975/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2000												
245	244	1951/4	1951/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2001												
245	244	488	488	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2002												
245	244	1945/4	1945/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2003			articStaccatoBelow									
245	244	1947/4	1947/4	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf										
245	244	1947/4	1947/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2004												
245	244	1951/4	1951/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2005												
246	245	1953/4	1953/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2006												
246	245	977/2	977/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2007												
246	245	1955/4	1955/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2008												
246	245	489	489	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2009												
246	245	1957/4	1957/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2010												
246	245	979/2	979/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2011												
246	245	1959/4	1959/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2012												
246	245	490	490	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2013												
246	245	1953/4	1953/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2014												
246	245	1955/4	1955/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2015									67			
246	245	489	489	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2016									67			
246	245	1957/4	1957/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2017									67			
246	245	979/2	979/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2018									67			
246	245	1959/4	1959/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2019									67			
246	245	490	490	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2020												
247	246	1961/4	1961/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2021												
247	246	981/2	981/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2022												
247	246	1963/4	1963/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2023												
247	246	491	491	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2024												
247	246	1965/4	1965/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2025												
247	246	983/2	983/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2026												
247	246	1967/4	1967/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2027												
247	246	492	492	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2028												
247	246	1961/4	1961/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2029			articStaccatoBelow									
247	246	1963/4	1963/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2030												
247	246	1967/4	1967/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2031												
248	247	1969/4	1969/4	0.0	0	0	Dynamic	2/4	1	1	0					sf										
248	247	1969/4	1969/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2032	sf											
248	247	985/2	985/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2033												
248	247	1971/4	1971/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2034												
248	247	493	493	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2035												
248	247	1973/4	1973/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2036												
248	247	987/2	987/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2037												
248	247	1975/4	1975/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2038												
248	247	494	494	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2039												
248	247	1969/4	1969/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2040			articStaccatoBelow									
248	247	1971/4	1971/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2041									68			
248	247	493	493	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2042									68			
248	247	1973/4	1973/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2043									68			
248	247	987/2	987/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2044									68			
248	247	1975/4	1975/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2045									68			
248	247	494	494	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2046												
249	248	1977/4	1977/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2047												
249	248	989/2	989/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2048												
249	248	1979/4	1979/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2049												
249	248	495	495	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2050												
249	248	1981/4	1981/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2051												
249	248	991/2	991/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2052												
249	248	1983/4	1983/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2053												
249	248	496	496	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2054												
249	248	1977/4	1977/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2055			articStaccatoBelow									
249	248	1979/4	1979/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2056												
249	248	1983/4	1983/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2057												
250	249	1985/4	1985/4	0.0	0	0	Dynamic	2/4	1	1	0					sf										
250	249	1985/4	1985/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2058	sf											
250	249	993/2	993/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2059												
250	249	1987/4	1987/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2060												
250	249	497	497	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2061												
250	249	1989/4	1989/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2062												
250	249	995/2	995/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2063												
250	249	1991/4	1991/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2064												
250	249	498	498	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2065												
250	249	1985/4	1985/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2066			articStaccatoAbove									
250	249	1987/4	1987/4	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	2067									69			
250	249	497	497	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	2068									69			
250	249	1989/4	1989/4	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	2069									69			
250	249	995/2	995/2	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	2070									69			
250	249	1991/4	1991/4	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	2071									69			
250	249	498	498	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	2072												
251	250	1993/4	1993/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2073												
251	250	997/2	997/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2074												
251	250	1995/4	1995/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2075												
251	250	499	499	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2076												
251	250	1997/4	1997/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2077												
251	250	999/2	999/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2078												
251	250	1999/4	1999/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2079												
251	250	500	500	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2080												
251	250	1993/4	1993/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2081												
251	250	1995/4	1995/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2082												
251	250	1999/4	1999/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2083												
252	251	2001/4	2001/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2084												
252	251	1001/2	1001/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2085												
252	251	2003/4	2003/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2086												
252	251	501	501	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2087												
252	251	2005/4	2005/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2088												
252	251	1003/2	1003/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2089												
252	251	2007/4	2007/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2090												
252	251	502	502	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2091												
252	251	2001/4	2001/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2092									70			
252	251	2003/4	2003/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2093												
252	251	2007/4	2007/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2094												
253	252	2009/4	2009/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2095												
253	252	1005/2	1005/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2096												
253	252	2011/4	2011/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2097												
253	252	503	503	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2098												
253	252	2013/4	2013/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2099												
253	252	1007/2	1007/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2100												
253	252	2015/4	2015/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2101												
253	252	504	504	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2102												
253	252	2009/4	2009/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2103									71			
253	252	2011/4	2011/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2104												
253	252	2015/4	2015/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2105												
254	253	2017/4	2017/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2106												
254	253	1009/2	1009/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2107												
254	253	2019/4	2019/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2108												
254	253	505	505	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2109												
254	253	2021/4	2021/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2110												
254	253	1011/2	1011/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2111												
254	253	2023/4	2023/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2112												
254	253	506	506	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2113												
254	253	2017/4	2017/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2114									72			
254	253	2019/4	2019/4	1.0	1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	2115												
254	253	2023/4	2023/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2116												
255	254	2025/4	2025/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2117												
255	254	1013/2	1013/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2118												
255	254	2027/4	2027/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2119												
255	254	507	507	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2120												
255	254	2029/4	2029/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2121												
255	254	1015/2	1015/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2122												
255	254	2031/4	2031/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2123												
255	254	508	508	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2124												
255	254	2025/4	2025/4	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	2125												
255	254	2031/4	2031/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2126												
255	254	2025/4	2025/4	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	2127												
255	254	2027/4	2027/4	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	2128												
255	254	2029/4	2029/4	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	2129												
256	255	2033/4	2033/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2130												
256	255	1017/2	1017/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2131												
256	255	2035/4	2035/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2132												
256	255	509	509	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2133												
256	255	2037/4	2037/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2134												
256	255	1019/2	1019/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2135												
256	255	2039/4	2039/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2136												
256	255	510	510	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2137												
256	255	2033/4	2033/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2138									73			
256	255	2035/4	2035/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2139									73			
256	255	2037/4	2037/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2140									73			
256	255	2039/4	2039/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2141												
256	255	2033/4	2033/4	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	2142												
256	255	2037/4	2037/4	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	2143												
257	256	2041/4	2041/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2144			articStaccatoBelow									
257	256	2043/4	2043/4	0.0	1/8	1/8	Dynamic	2/4	1	1	0					p										
257	256	2043/4	2043/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	2145	p											
257	256	2047/4	2047/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2146												
257	256	2041/4	2041/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2147			articStaccatoBelow									
257	256	2043/4	2043/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2148												
257	256	2045/4	2045/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2149												
257	256	2047/4	2047/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2150												
258	257	2049/4	2049/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2151												
258	257	2051/4	2051/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2152												
258	257	513	513	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2153												
258	257	2053/4	2053/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2154												
258	257	1027/2	1027/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2155												
258	257	2055/4	2055/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2156												
258	257	514	514	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2157												
258	257	2049/4	2049/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2158												
258	257	2051/4	2051/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2159												
258	257	2053/4	2053/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2160												
258	257	2055/4	2055/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2161												
259	258	2057/4	2057/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2162												
259	258	2059/4	2059/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	2163												
259	258	2063/4	2063/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2164												
259	258	2057/4	2057/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2165												
259	258	2059/4	2059/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2166												
259	258	2061/4	2061/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2167												
259	258	2063/4	2063/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2168												
260	259	2065/4	2065/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2169												
260	259	2067/4	2067/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2170												
260	259	517	517	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2171												
260	259	2069/4	2069/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2172												
260	259	1035/2	1035/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2173												
260	259	2071/4	2071/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2174												
260	259	518	518	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2175												
260	259	2065/4	2065/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2176												
260	259	2067/4	2067/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2177												
260	259	2069/4	2069/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2178												
260	259	2071/4	2071/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2179												
261	260	2073/4	2073/4	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	2180												
261	260	2075/4	2075/4	1.0	1/8	1/8	Chord	2/4	1	1	1/4	1/4	1	2181												
261	260	2079/4	2079/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2182												
261	260	2073/4	2073/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2183												
261	260	2075/4	2075/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2184												
261	260	2077/4	2077/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2185												
261	260	2079/4	2079/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2186												
262	261	2081/4	2081/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	2187									74			
262	261	1041/2	1041/2	0.0	1/16	1/16	Spanner	2/4	1	1	0												74			6
262	261	2083/4	2083/4	0.0	1/8	1/8	Spanner	2/4	1	1	0												74			
262	261	2085/4	2085/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2188									74			
262	261	1043/2	1043/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2189									74			
262	261	2087/4	2087/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2190									74			
262	261	522	522	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2191												
262	261	1041/2	1041/2	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	2192									75			
262	261	2083/4	2083/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	2193									75			
262	261	521	521	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	2194	<											
262	261	2085/4	2085/4	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2195									76			
262	261	2081/4	2081/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2196												
262	261	2083/4	2083/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2197												
262	261	2085/4	2085/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2198												
262	261	2087/4	2087/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2199												
263	262	2089/4	2089/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	2200									77			
263	262	2093/4	2093/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2201									77			
263	262	1047/2	1047/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2202									77			
263	262	2095/4	2095/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2203									77			
263	262	524	524	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2204												
263	262	2089/4	2089/4	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	2205									76			
263	262	1045/2	1045/2	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	2206									76			
263	262	2091/4	2091/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	2207									76			
263	262	523	523	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	2208												
263	262	2093/4	2093/4	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2209									78			
263	262	2089/4	2089/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2210												
263	262	2091/4	2091/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2211												
263	262	2093/4	2093/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2212												
263	262	2095/4	2095/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2213												
264	263	2097/4	2097/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	2214									79			
264	263	2101/4	2101/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2215									79			
264	263	1051/2	1051/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2216									79			
264	263	2103/4	2103/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2217									79			
264	263	526	526	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2218									79			
264	263	2097/4	2097/4	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	2219									78			
264	263	1049/2	1049/2	0.25	1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	2220									78			
264	263	2099/4	2099/4	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	2221									78			
264	263	525	525	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	2222												
264	263	2101/4	2101/4	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	2223												
264	263	2097/4	2097/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2224												
264	263	2099/4	2099/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2225												
264	263	2101/4	2101/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2226												
264	263	2103/4	2103/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2227												
265	264	2105/4	2105/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2228												
265	264	1053/2	1053/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2229												
265	264	2107/4	2107/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2230												
265	264	527	527	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2231												
265	264	2109/4	2109/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2232												
265	264	1055/2	1055/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2233												
265	264	2111/4	2111/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2234												
265	264	528	528	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2235												
265	264	2105/4	2105/4	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	2236	f											
265	264	2105/4	2105/4	0.0	0	0	Dynamic	2/4	2	1	0					f										
265	264	2105/4	2105/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2237												
265	264	2107/4	2107/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2238												
265	264	2109/4	2109/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2239												
265	264	2111/4	2111/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2240												
266	265	2113/4	2113/4	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	2241												
266	265	1057/2	1057/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2242												
266	265	2115/4	2115/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	2243												
266	265	529	529	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	2244												
266	265	2117/4	2117/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	2245												
266	265	1059/2	1059/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	2246												
266	265	2119/4	2119/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	2247												
266	265	530	530	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	2248												
266	265	2113/4	2113/4	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	2249												
266	265	2115/4	2115/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2250												
266	265	2117/4	2117/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2251												
266	265	2119/4	2119/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2252												
267	266	2121/4	2121/4	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	2253												
267	266	2127/4	2127/4	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	2254												
267	266	2123/4	2123/4	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	2255												
267	266	2125/4	2125/4	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	2256												
267	266	2127/4	2127/4	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	2257												
267	266	2123/4	2123/4	0.0	1/8	1/8	Dynamic	2/4	2	1	0					p										
267	266	2123/4	2123/4	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	2258												
267	266	2125/4	2125/4	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	2259												
267	266	2127/4	2127/4	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	2260												
