mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
307	300		1227/2	0.25	1	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	3085							221		
307	300		2455/4	0.0	1	7/16	7/16	Dynamic	2/4	2	1	0				pp						221		
307	300		2455/4	0.25	1	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	3086							221		
308	300	598	614	0.0	2	0	0	Spanner	2/4	1	1	0												
308	300	598	614	0.25	2	0	0	Chord	2/4	1	1	1/16	1/16	1	3087									
308	300	2393/4	2457/4	0.25	2	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3088									
308	300	1197/2	1229/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3089									
308	300	2395/4	2459/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3090									
308	300	599	615	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3091									
308	300	2397/4	2461/4	0.25	2	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3092									
308	300	1199/2	1231/2	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3093									
308	300	2399/4	2463/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3094									
308	300	598	614	0.0	2	0	0	Spanner	2/4	2	1	0												
308	300	598	614	1.0	2	0	0	Chord	2/4	2	1	1/4	1/4	1	3095									
308	300	1199/2	1231/2	0.5	2	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3096									
309	301	600	616	0.0		0	0	Dynamic	2/4	1	1	0				sf								
309	301	600	616	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3097									
309	301	2401/4	2465/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3098									
309	301	1201/2	1233/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3099									
309	301	2403/4	2467/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3100									
309	301	601	617	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3101									
309	301	2405/4	2469/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3102									
309	301	1203/2	1235/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3103									
309	301	2407/4	2471/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3104									
309	301	600	616	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3105									
309	301	1201/2	1233/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3106									
309	301	601	617	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3107									
309	301	1203/2	1235/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3108									
310	302	602	618	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3109									
310	302	2409/4	2473/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3110									
310	302	1205/2	1237/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3111									
310	302	2411/4	2475/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3112									
310	302	603	619	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3113									
310	302	2413/4	2477/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3114									
310	302	1207/2	1239/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3115									
310	302	2415/4	2479/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3116									
310	302	602	618	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	3117									
310	302	1207/2	1239/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3118									
311	303	604	620	0.0		0	0	Dynamic	2/4	1	1	0				sf								
311	303	604	620	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3119									
311	303	2417/4	2481/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3120									
311	303	1209/2	1241/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3121									
311	303	2419/4	2483/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3122									
311	303	605	621	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3123									
311	303	2421/4	2485/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3124									
311	303	1211/2	1243/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3125									
311	303	2423/4	2487/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3126									
311	303	604	620	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3127									
311	303	1209/2	1241/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3128									
311	303	605	621	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3129									
311	303	1211/2	1243/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3130									
312	304	606	622	0.0		0	0	StaffText	2/4	1	1	0						"<font size=""12""/>sempre più Allegro."						
312	304	606	622	0.0		0	0	Dynamic	2/4	1	1	0				other-dynamics								
312	304	606	622	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3131									
312	304	2425/4	2489/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3132									
312	304	1213/2	1245/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3133									
312	304	2427/4	2491/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3134									
312	304	607	623	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3135									
312	304	2429/4	2493/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3136									
312	304	1215/2	1247/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3137									
312	304	2431/4	2495/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3138									
312	304	606	622	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	3139									
312	304	1215/2	1247/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3140		articStaccatoBelow							
313	305	608	624	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3141									
313	305	2433/4	2497/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3142									
313	305	1217/2	1249/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3143									
313	305	2435/4	2499/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3144									
313	305	609	625	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3145									
313	305	2437/4	2501/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3146									
313	305	1219/2	1251/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3147									
313	305	2439/4	2503/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3148									
313	305	608	624	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3149									
313	305	1217/2	1249/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3150									
313	305	609	625	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3151									
313	305	1219/2	1251/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3152									
314	306	610	626	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3153									
314	306	2441/4	2505/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3154									
314	306	1221/2	1253/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3155									
314	306	2443/4	2507/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3156									
314	306	611	627	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3157									
314	306	2445/4	2509/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3158									
314	306	1223/2	1255/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3159									
314	306	2447/4	2511/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3160									
314	306	610	626	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3161									
314	306	1221/2	1253/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3162									
314	306	611	627	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3163									
314	306	1223/2	1255/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3164									
315	307	612	628	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3165									
315	307	2449/4	2513/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3166									
315	307	1225/2	1257/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3167									
315	307	2451/4	2515/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3168									
315	307	613	629	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3169									
315	307	2453/4	2517/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3170									
315	307	1227/2	1259/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3171									
315	307	2455/4	2519/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3172									
315	307	612	628	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3173									
315	307	1225/2	1257/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3174									
315	307	613	629	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3175									
315	307	1227/2	1259/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3176									
316	308	614	630	0.0		0	0	StaffText	2/4	1	1	0						"<font size=""14""/>Presto."						
316	308	614	630	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	3177									
316	308	614	630	0.0		0	0	Dynamic	2/4	2	1	0				ff								
316	308	614	630	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	3178									
317	309	616	632	0.0		0	0	Dynamic	2/4	1	1	0				sf								
317	309	616	632	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	3179									
317	309	616	632	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	3180									
318	310	618	634	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3181		articStaccatoBelow							
318	310	1237/2	1269/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3182		articStaccatoBelow							
318	310	619	635	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3183		articStaccatoBelow							
318	310	1239/2	1271/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3184		articStaccatoBelow							
318	310	618	634	0.0		0	0	Dynamic	2/4	2	1	0				p								
318	310	618	634	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3185									
318	310	1237/2	1269/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3186									
318	310	619	635	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3187									
318	310	1239/2	1271/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3188									
319	311	620	636	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3189		articStaccatoBelow							
319	311	1241/2	1273/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3190		articStaccatoBelow							
319	311	621	637	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3191		articStaccatoBelow							
319	311	1243/2	1275/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3192		articStaccatoBelow							
319	311	620	636	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3193									
319	311	1241/2	1273/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3194									
319	311	621	637	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3195									
319	311	1243/2	1275/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3196									
320	312	622	638	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3197		articStaccatoBelow							
320	312	1245/2	1277/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3198		articStaccatoBelow							
320	312	623	639	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3199		articStaccatoBelow							
320	312	1247/2	1279/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3200		articStaccatoBelow							
320	312	622	638	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3201									
320	312	1245/2	1277/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3202									
320	312	623	639	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3203									
320	312	1247/2	1279/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3204									
321	313	624	640	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3205		articStaccatoBelow							
321	313	1249/2	1281/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3206		articStaccatoBelow							
321	313	625	641	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3207		articStaccatoBelow							
321	313	1251/2	1283/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3208		articStaccatoBelow							
321	313	624	640	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3209									
321	313	1249/2	1281/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3210									
321	313	625	641	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3211									
321	313	1251/2	1283/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3212									
322	314	626	642	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3213		articStaccatoBelow							
322	314	1253/2	1285/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3214		articStaccatoBelow							
322	314	627	643	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3215		articStaccatoBelow							
322	314	1255/2	1287/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3216		articStaccatoBelow							
322	314	626	642	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3217									
322	314	1253/2	1285/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3218									
322	314	627	643	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3219									
322	314	1255/2	1287/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3220									
323	315		644	1.0	1	0	0	Chord	2/4	1	1	1/4	1/4	1	3221									
323	315		1291/2	0.0	1	3/8	3/8	Dynamic	2/4	1	1	0				f								
323	315		1291/2	0.16666666666666666	1	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	3222				37					
323	315		1937/3	0.16666666666666666	1	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	3223				37					
323	315		3875/6	0.16666666666666666	1	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	3224									
323	315		644	1.0	1	0	0	Chord	2/4	2	1	1/4	1/4	1	3225									
323	315		1291/2	0.125	1	3/8	3/8	Chord	2/4	2	1	1/32	1/32	1	3226				38					
323	315		5165/8	0.125	1	13/32	13/32	Chord	2/4	2	1	1/32	1/32	1	3227				38					
323	315		2583/4	0.125	1	7/16	7/16	Chord	2/4	2	1	1/32	1/32	1	3228				38					
323	315		5167/8	0.125	1	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	3229									
324	315	628	646	1.0	2	0	0	Chord	2/4	1	1	1/4	1/4	1	3230									
324	315	1259/2	1295/2	0.0	2	3/8	3/8	Dynamic	2/4	1	1	0				f								
324	315	1259/2	1295/2	0.16666666666666666	2	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	3231				39					
324	315	1889/3	1943/3	0.16666666666666666	2	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	3232				39					
324	315	3779/6	3887/6	0.16666666666666666	2	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	3233									
324	315	628	646	1.0	2	0	0	Chord	2/4	2	1	1/4	1/4	1	3234									
324	315	1259/2	1295/2	0.16666666666666666	2	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	3235				40					
324	315	1889/3	1943/3	0.16666666666666666	2	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	3236				40					
324	315	3779/6	3887/6	0.16666666666666666	2	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	3237									
325	316	630	648	0.0		0	0	Dynamic	2/4	1	1	0				ff								
325	316	630	648	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	3238									
325	316	630	648	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	3239									
326	317	632	650	0.0		0	0	Dynamic	2/4	1	1	0				sf								
326	317	632	650	2.0		0	0	Chord	2/4	1	1	1/2	1/2	1	3240									
326	317	632	650	2.0		0	0	Chord	2/4	2	1	1/2	1/2	1	3241									
327	318	634	652	0.0		0	0	Dynamic	2/4	1	1	0				p								
327	318	634	652	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3242		articStaccatoBelow							
327	318	1269/2	1305/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3243		articStaccatoBelow							
327	318	635	653	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3244		articStaccatoBelow							
327	318	1271/2	1307/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3245		articStaccatoBelow							
327	318	634	652	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3246									
327	318	1269/2	1305/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3247									
327	318	635	653	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3248									
327	318	1271/2	1307/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3249									
328	319	636	654	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3250		articStaccatoBelow							
328	319	1273/2	1309/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3251		articStaccatoBelow							
328	319	637	655	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3252		articStaccatoBelow							
328	319	1275/2	1311/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3253		articStaccatoBelow							
328	319	636	654	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3254									
328	319	1273/2	1309/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3255									
328	319	637	655	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3256									
328	319	1275/2	1311/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3257									
329	320	638	656	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3258		articStaccatoBelow							
329	320	1277/2	1313/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3259		articStaccatoBelow							
329	320	639	657	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3260		articStaccatoBelow							
329	320	1279/2	1315/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3261		articStaccatoBelow							
329	320	638	656	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3262									
329	320	1277/2	1313/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3263									
329	320	639	657	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3264									
329	320	1279/2	1315/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3265									
330	321	640	658	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3266		articStaccatoBelow							
330	321	1281/2	1317/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3267		articStaccatoBelow							
330	321	641	659	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3268		articStaccatoBelow							
330	321	1283/2	1319/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3269		articStaccatoBelow							
330	321	640	658	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3270									
330	321	1281/2	1317/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3271									
330	321	641	659	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3272									
330	321	1283/2	1319/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3273									
331	322	642	660	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3274		articStaccatoBelow							
331	322	1285/2	1321/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3275		articStaccatoBelow							
331	322	643	661	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3276		articStaccatoBelow							
331	322	1287/2	1323/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3277		articStaccatoBelow							
331	322	642	660	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3278									
331	322	1285/2	1321/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3279									
331	322	643	661	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3280									
331	322	1287/2	1323/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3281									
332	323	644	662	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3282		articStaccatoBelow							
332	323	1289/2	1325/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3283		articStaccatoBelow							
332	323	645	663	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3284		articStaccatoBelow							
332	323	1291/2	1327/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3285		articStaccatoBelow							
332	323	644	662	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3286									
332	323	1289/2	1325/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3287									
332	323	645	663	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3288									
332	323	1291/2	1327/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3289									
333	324	646	664	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	3290		articStaccatoBelow							
333	324	1293/2	1329/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3291		articStaccatoBelow							
333	324	647	665	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	3292		articStaccatoBelow							
333	324	1295/2	1331/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	3293		articStaccatoBelow							
333	324	646	664	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	3294									
333	324	1293/2	1329/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	3295									
333	324	647	665	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	3296									
333	324	1295/2	1331/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	3297									
334	325		666	1.0	1	0	0	Chord	2/4	1	1	1/4	1/4	1	3298									
334	325		1335/2	0.0	1	3/8	3/8	Dynamic	2/4	1	1	0				f								
334	325		1335/2	0.16666666666666666	1	3/8	3/8	Chord	2/4	1	1	1/24	1/16	2/3	3299				41					
334	325		2003/3	0.16666666666666666	1	5/12	5/12	Chord	2/4	1	1	1/24	1/16	2/3	3300				41					
334	325		4007/6	0.16666666666666666	1	11/24	11/24	Chord	2/4	1	1	1/24	1/16	2/3	3301									
334	325		666	1.0	1	0	0	Chord	2/4	2	1	1/4	1/4	1	3302									
334	325		1335/2	0.16666666666666666	1	3/8	3/8	Chord	2/4	2	1	1/24	1/16	2/3	3303				42					
334	325		2003/3	0.16666666666666666	1	5/12	5/12	Chord	2/4	2	1	1/24	1/16	2/3	3304				42					
334	325		4007/6	0.16666666666666666	1	11/24	11/24	Chord	2/4	2	1	1/24	1/16	2/3	3305									
335	325	648	668	0.0	2	0	0	Dynamic	2/4	1	1	0				f								
335	325	648	668	0.25	2	0	0	Chord	2/4	1	1	1/16	1/16	1	3306									
335	325	2593/4	2673/4	0.25	2	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3307									
335	325	1297/2	1337/2	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3308									
335	325	2595/4	2675/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3309									
335	325	649	669	0.25	2	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3310									
335	325	2597/4	2677/4	0.25	2	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3311									
335	325	1299/2	1339/2	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3312									
335	325	2599/4	2679/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3313									
335	325	648	668	0.25	2	0	0	Chord	2/4	2	1	1/16	1/16	1	3314									
335	325	2593/4	2673/4	0.25	2	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3315									
335	325	1297/2	1337/2	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3316									
335	325	2595/4	2675/4	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3317									
335	325	649	669	0.0	2	1/4	1/4	Dynamic	2/4	2	1	0				sf								
335	325	649	669	1.0	2	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3318									
335	325	1297/2	1337/2	0.5	2	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3319									
335	325	649	669	1.0	2	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3320									
335	325	2593/4	2673/4	0.75	2	1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3321									
336	326	650	670	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3322									
336	326	2601/4	2681/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	3323									
336	326	1301/2	1341/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	3324									
336	326	2603/4	2683/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	3325									
336	326	651	671	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	3326									
336	326	2605/4	2685/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	3327									
336	326	1303/2	1343/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	3328									
336	326	2607/4	2687/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	3329									
336	326	650	670	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	3330									
336	326	2601/4	2681/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	3331									
336	326	1301/2	1341/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	3332									
336	326	2603/4	2683/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	3333									
336	326	651	671	0.0		1/4	1/4	Dynamic	2/4	2	1	0				sf								
336	326	651	671	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	3334									
336	326	1301/2	1341/2	0.5		1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	3335									
336	326	651	671	1.0		1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	3336									
336	326	2601/4	2681/4	0.75		1/16	1/16	Chord	2/4	2	3	3/16	1/8	3/2	3337									
337	327	652	672	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	3338									
