mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	diminuendo_line	HairPin:3_decresc.
36	34	265/2	281/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0						4		
36	34	265/2	281/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	555							66					4		
36	34	531/4	563/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	556		articTenutoStaccatoAbove										4		
36	34	133	141	0.25		1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	557							67					4		
36	34	533/4	565/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	558		articTenutoStaccatoAbove										4		
36	34	267/2	283/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	559							68					4		
36	34	535/4	567/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	560		articStaccatoAbove										4		
36	34	134	142	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	561												4		
36	34	132	140	0.0		0	0	Dynamic	2/2	2	1	0				p													
36	34	132	140	0.0		0	0	Spanner	2/2	2	1	0																	
36	34	132	140	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	562							69							
36	34	265/2	281/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						69							
36	34	265/2	281/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										69				5			
36	34	265/2	281/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	563							69				5			
36	34	134	142	0.25		1/2	1/2	Chord	2/2	2	1	1/16	1/16	1	564											5			
36	34	537/4	569/4	0.25		9/16	9/16	Chord	2/2	2	1	1/16	1/16	1	565		articStaccatoBelow									5			
36	34	269/2	285/2	0.25		5/8	5/8	Chord	2/2	2	1	1/16	1/16	1	566		articStaccatoBelow									5			
36	34	539/4	571/4	0.25		11/16	11/16	Chord	2/2	2	1	1/16	1/16	1	567		articStaccatoBelow									5			
36	34	135	143	0.25		3/4	3/4	Chord	2/2	2	1	1/16	1/16	1	568		articStaccatoAbove									5			
36	34	541/4	573/4	0.25		13/16	13/16	Chord	2/2	2	1	1/16	1/16	1	569		articStaccatoAbove									5			
36	34	271/2	287/2	0.25		7/8	7/8	Chord	2/2	2	1	1/16	1/16	1	570		articStaccatoAbove									5			
36	34	543/4	575/4	0.25		15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	571		articStaccatoAbove									5			
37	35	136	144	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=67
"	67.0	0.0						4		
37	35	136	144	0.25		0	0	Chord	2/2	1	1	1/16	1/16	1	572												4		
37	35	545/4	577/4	0.25		1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	573		articTenutoStaccatoAbove										4		
37	35	273/2	289/2	0.0		1/8	1/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=68
"	68.0	0.0						4		
37	35	273/2	289/2	0.25		1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	574							70					4		
37	35	547/4	579/4	0.25		3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	575		articTenutoStaccatoAbove										4		
37	35	137	145	0.25		1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	576							71					4		
37	35	549/4	581/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	577		articTenutoStaccatoAbove										4		
37	35	275/2	291/2	0.0		3/8	3/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0						4		
37	35	275/2	291/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	578							72					4		
37	35	551/4	583/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	579		articStaccatoAbove										4		
37	35	138	146	0.0		1/2	1/2	Dynamic	2/2	1	1	0				sf													
37	35	138	146	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=63
"	63.0	0.0								
37	35	138	146	0.0		1/2	1/2	Spanner	2/2	1	1	0																	
37	35	138	146	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	580							73							
37	35	279/2	295/2	0.0		7/8	7/8	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0								
37	35	279/2	295/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	581														
37	35	138	146	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	582														
37	35	139	147	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	583														
37	35	279/2	295/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	584														
37	35	136	144	0.0		0	0	Dynamic	2/2	2	1	0				p													
37	35	136	144	0.0		0	0	Spanner	2/2	2	1	0																	
37	35	136	144	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	585							74							
37	35	273/2	289/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				sf						74							
37	35	273/2	289/2	1.5		1/8	1/8	Chord	2/2	2	1	3/8	1/4	3/2	586							74							
37	35	138	146	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	587							74							
37	35	277/2	293/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	588							74							
37	35	139	147	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	589							74							
37	35	279/2	295/2	0.0		7/8	7/8	Spanner	2/2	2	1	0										74	77						
37	35	279/2	295/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	590							74	77						
38	36	140	148	0.0		0	0	Dynamic	2/2	1	1	0				mp													
38	36	140	148	0.0		0	0	Tempo	2/2	1	1	0							"

𝅘𝅥
=64
"	64.0	0.0								
38	36	140	148	0.0		0	0	Spanner	2/2	1	1	0																5	5
38	36	140	148	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	591							75						5	5
38	36	281/2	297/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	592							75						5	5
38	36	141	149	0.0		1/4	1/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=60
"	60.0	0.0	75						5	5
38	36	141	149	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	593							75						5	5
38	36	283/2	299/2	0.0		3/8	3/8	Spanner	2/2	1	1	0																	
38	36	283/2	299/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	594														
38	36	142	150	0.0		1/2	1/2	Dynamic	2/2	1	1	0				p													
38	36	142	150	0.0		1/2	1/2	Tempo	2/2	1	1	0							"

𝅘𝅥
=48
"	48.0	0.0								
38	36	142	150	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	595							76							
38	36	143	151	0.0		3/4	3/4	Tempo	2/2	1	1	0							"

𝅘𝅥
=30
"	30.0	0.0								
38	36	143	151	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	596														
38	36	140	148	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	597														
38	36	281/2	297/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	598														
38	36	141	149	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	599														
38	36	283/2	299/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	600														
38	36	142	150	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	601							77							
38	36	143	151	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	602														
38	36	140	148	0.0		0	0	Spanner	2/2	2	1	0										74							
38	36	140	148	0.0		0	0	Spanner	2/2	2	1	0										74	78						
38	36	281/2	297/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										74							
38	36	281/2	297/2	0.0		1/8	1/8	Spanner	2/2	2	1	0										74	79						
38	36	141	149	0.0		1/4	1/4	Spanner	2/2	2	1	0										74							
38	36	141	149	0.0		1/4	1/4	Spanner	2/2	2	1	0										74	80						
38	36	141	149	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	603							74	80						
38	36	283/2	299/2	0.0		3/8	3/8	Spanner	2/2	2	1	0																	
38	36	283/2	299/2	0.0		3/8	3/8	Spanner	2/2	2	1	0											81						
38	36	142	150	0.0		1/2	1/2	Spanner	2/2	2	1	0																	
38	36	142	150	0.0		1/2	1/2	Spanner	2/2	2	1	0											82						
38	36	142	150	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	604							78	82						
38	36	285/2	301/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	605							78	82						
38	36	143	151	0.0		3/4	3/4	Spanner	2/2	2	1	0																	
38	36	143	151	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	606														
38	36	140	148	0.5		0	0	Chord	2/2	2	2	1/8	1/8	1	607														
38	36	281/2	297/2	0.5		1/8	1/8	Chord	2/2	2	2	1/8	1/8	1	608														
38	36	141	149	0.5		1/4	1/4	Chord	2/2	2	2	1/8	1/8	1	609														
38	36	283/2	299/2	0.5		3/8	3/8	Chord	2/2	2	2	1/8	1/8	1	610														
38	36	142	150	1.5		1/2	1/2	Chord	2/2	2	2	3/8	1/4	3/2	611														
39	36	287/2	303/2	0.0		0	5/8	Dynamic	6/8	1	1	0				f													
39	36	287/2	303/2	0.0		0	5/8	Tempo	6/8	1	1	0							Allegro	144.0	1.0								
39	36	287/2	303/2	0.0		0	5/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=102
"	153.0	0.0								
39	36	287/2	303/2	0.25		0	5/8	Chord	6/8	1	1	1/16	1/16	1	612														
39	36	575/4	607/4	0.25		1/16	11/16	Chord	6/8	1	1	1/16	1/16	1	613														
40	37	144	152	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	614														
40	37	577/4	609/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	615														
40	37	289/2	305/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	616														
40	37	579/4	611/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	617														
40	37	145	153	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	618														
40	37	581/4	613/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	619														
40	37	291/2	307/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	620														
40	37	583/4	615/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	621														
40	37	146	154	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	622														
40	37	585/4	617/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	623														
40	37	293/2	309/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	624														
40	37	587/4	619/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	625														
40	37	144	152	0.0		0	0	Dynamic	6/8	2	1	0				f													
40	37	144	152	0.0		0	0	Spanner	6/8	2	1	0											83						
40	37	144	152	1.0		0	0	Chord	6/8	2	1	1/4	1/4	1	626								83						
40	37	291/2	307/2	0.0		3/8	3/8	Spanner	6/8	2	1	0																	
41	38	147	155	0.0		0	0	Dynamic	6/8	1	1	0				p													
41	38	147	155	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=96
"	144.0	0.0								
41	38	147	155	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	627		articStaccatissimoAbove												
41	38	295/2	311/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	628		articStaccatissimoAbove												
41	38	148	156	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	629		articStaccatissimoAbove												
41	38	297/2	313/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	630		articStaccatoAbove												
41	38	299/2	315/2	0.0		5/8	5/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=102
"	153.0	0.0								
41	38	299/2	315/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				f													
41	38	299/2	315/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	631														
41	38	599/4	631/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	632														
41	38	147	155	0.0		0	0	Dynamic	6/8	2	1	0				p													
41	38	147	155	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	633		articStaccatissimoBelow												
41	38	295/2	311/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	634		articStaccatissimoBelow												
41	38	148	156	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	635		articStaccatissimoBelow												
41	38	297/2	313/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	636		articStaccatoBelow												
42	39	150	158	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	637														
42	39	601/4	633/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	638														
42	39	301/2	317/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	639														
42	39	603/4	635/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	640														
42	39	151	159	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	641														
42	39	605/4	637/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	642														
42	39	303/2	319/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	643														
42	39	607/4	639/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	644														
42	39	152	160	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	645														
42	39	609/4	641/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	646														
42	39	305/2	321/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	647														
42	39	611/4	643/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	648														
42	39	150	158	0.0		0	0	Dynamic	6/8	2	1	0				f													
42	39	150	158	0.0		0	0	Spanner	6/8	2	1	0											84						
42	39	150	158	1.0		0	0	Chord	6/8	2	1	1/4	1/4	1	649								84						
42	39	303/2	319/2	0.0		3/8	3/8	Spanner	6/8	2	1	0																	
43	40	153	161	0.0		0	0	Dynamic	6/8	1	1	0				p													
43	40	153	161	0.0		0	0	Tempo	6/8	1	1	0							"

𝅘𝅥.
=96
"	144.0	0.0								
43	40	153	161	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	650		articStaccatissimoAbove												
43	40	307/2	323/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	651		articStaccatissimoAbove												
43	40	154	162	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	652		articStaccatissimoAbove												
43	40	309/2	325/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	653		articStaccatoAbove												
43	40	311/2	327/2	0.0		5/8	5/8	Tempo	6/8	1	1	0							"

𝅘𝅥.
=102
"	153.0	0.0								
43	40	311/2	327/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				p													
43	40	311/2	327/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	654							79							
43	40	623/4	655/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	655							79							
43	40	153	161	0.0		0	0	Dynamic	6/8	2	1	0				p													
43	40	153	161	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	656		articStaccatissimoBelow												
43	40	307/2	323/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	657		articStaccatissimoBelow												
43	40	154	162	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	658		articStaccatissimoBelow												
43	40	309/2	325/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	659		articStaccatoBelow												
44	41	156	164	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	660							79							
44	41	625/4	657/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	661							79							
44	41	313/2	329/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	662							79							
44	41	627/4	659/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	663							79							
44	41	157	165	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	664							79							
44	41	629/4	661/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	665							79							
44	41	315/2	331/2	0.0		3/8	3/8	Spanner	6/8	1	1	0										79					5		
44	41	315/2	331/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	666							79					5		
44	41	631/4	663/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	667							79					5		
44	41	158	166	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	668							79					5		
44	41	633/4	665/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	669							79					5		
44	41	317/2	333/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	670							79					5		
44	41	635/4	667/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	671							79					5		
44	41	313/2	329/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	672							80							
44	41	627/4	659/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	673							80							
44	41	157	165	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	674							80							
44	41	629/4	661/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	675							80							
44	41	315/2	331/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	676							80							
44	41	631/4	663/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	677							80							
44	41	158	166	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	678							80							
44	41	633/4	665/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	679							80							
44	41	317/2	333/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	680							80							
44	41	635/4	667/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	681							80							
45	42	159	167	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	682							79					5		
45	42	637/4	669/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	683							79					5		
45	42	319/2	335/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	684							79					5		
45	42	639/4	671/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	685							79					5		
45	42	160	168	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	686							79					5		
45	42	641/4	673/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	687							79					5		
45	42	321/2	337/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	688							79					5		
45	42	643/4	675/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	689							79					5		
45	42	161	169	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	690							79					5		
45	42	645/4	677/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	691							79					5		
45	42	323/2	339/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	692							79					5		
45	42	647/4	679/4	0.0		11/16	11/16	Dynamic	6/8	1	1	0				mp													
45	42	647/4	679/4	0.0		11/16	11/16	Spanner	6/8	1	1	0																	
45	42	647/4	679/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	693														
45	42	159	167	0.25		0	0	Chord	6/8	2	1	1/16	1/16	1	694							80							
45	42	637/4	669/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16	1/16	1	695							80							
45	42	319/2	335/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16	1/16	1	696							80							
45	42	639/4	671/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	697							80							
45	42	160	168	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	698							80							
45	42	641/4	673/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	699							80							
45	42	321/2	337/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	700							80							
45	42	643/4	675/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	701							80							
45	42	161	169	0.25		1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	702							80							
45	42	645/4	677/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	703							80							
45	42	323/2	339/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	704							80							
45	42	647/4	679/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	705														
46	43	162	170	0.0		0	0	Dynamic	6/8	1	1	0				p													
46	43	162	170	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	706														
46	43	649/4	681/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	707														
46	43	325/2	341/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	708														
46	43	651/4	683/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	709														
46	43	163	171	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	710														
46	43	653/4	685/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	711														
46	43	327/2	343/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	712														
46	43	655/4	687/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	713														
46	43	164	172	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	714														
46	43	657/4	689/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	715														
46	43	329/2	345/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	716														
46	43	659/4	691/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	717														
46	43	162	170	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	718														
46	43	651/4	683/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	719														
46	43	163	171	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	720														
46	43	653/4	685/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	721														
46	43	327/2	343/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	722														
46	43	657/4	689/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	723														
46	43	329/2	345/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	724														
46	43	659/4	691/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	725														
47	44	165	173	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	726														
47	44	661/4	693/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	727														
47	44	331/2	347/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	728														
47	44	663/4	695/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	729														
47	44	166	174	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	730														
47	44	665/4	697/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	731														
47	44	165	173	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	732														
47	44	663/4	695/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	733														
47	44	166	174	0.25		1/4	1/4	Chord	6/8	2	1	1/16	1/16	1	734														
47	44	665/4	697/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	735														
47	44	333/2	349/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	736														
48	44	335/2	351/2	0.0		0	5/8	Dynamic	6/8	1	1	0				p													
48	44	335/2	351/2	0.25		0	5/8	Chord	6/8	1	1	1/16	1/16	1	737														
48	44	671/4	703/4	0.25		1/16	11/16	Chord	6/8	1	1	1/16	1/16	1	738														
49	45	168	176	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	739														
49	45	673/4	705/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	740														
49	45	337/2	353/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	741														
49	45	675/4	707/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	742														
49	45	169	177	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	743														
49	45	677/4	709/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	744														
49	45	339/2	355/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	745														
49	45	679/4	711/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	746														
49	45	170	178	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	747														
49	45	681/4	713/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	748														
49	45	341/2	357/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
49	45	341/2	357/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	749		articTenutoStaccatoBelow												
49	45	341/2	357/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	750		articTenutoStaccatoBelow												
50	46	171	179	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	751														
50	46	685/4	717/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	752														
50	46	343/2	359/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	753														
50	46	687/4	719/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	754														
50	46	172	180	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	755														
50	46	689/4	721/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	756														
50	46	345/2	361/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	757														
50	46	691/4	723/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	758														
50	46	173	181	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	759														
50	46	693/4	725/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	760														
50	46	347/2	363/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
50	46	347/2	363/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	761		articTenutoStaccatoBelow												
50	46	347/2	363/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	762		articTenutoStaccatoBelow												
51	47	174	182	0.25		0	0	Chord	6/8	1	1	1/16	1/16	1	763														
51	47	697/4	729/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16	1/16	1	764														
51	47	349/2	365/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16	1/16	1	765														
51	47	699/4	731/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	766														
51	47	175	183	0.25		1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	767														
51	47	701/4	733/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	768														
51	47	351/2	367/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	769														
51	47	703/4	735/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	770														
51	47	176	184	0.25		1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	771														
51	47	705/4	737/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	772														
51	47	353/2	369/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0				sf													
51	47	353/2	369/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	773		articTenutoStaccatoAbove												
