mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Trill:trill
188	188	2255/4	2255/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1945											
189	189	564	564	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1946											
189	189	2257/4	2257/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1947											
189	189	1129/2	1129/2	0.75	1/8	1/8	Chord	3/4	1	1	3/16		1/8	3/2	1948											
189	189	2261/4	2261/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1949											
189	189	1131/2	1131/2	0.75	3/8	3/8	Chord	3/4	1	1	3/16		1/8	3/2	1950											
189	189	2265/4	2265/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1951											
189	189	1133/2	1133/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1952											
189	189	564	564	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1953											
189	189	2257/4	2257/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1954											
189	189	1129/2	1129/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1955											
189	189	2259/4	2259/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1956											
189	189	565	565	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	1957											
189	189	2261/4	2261/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	1958											
189	189	1131/2	1131/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	1959											
189	189	2263/4	2263/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	1960											
189	189	566	566	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	1961											
189	189	2265/4	2265/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	1962											
189	189	1133/2	1133/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	1963											
189	189	2267/4	2267/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1964											
190	190	567	567	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1965											
190	190	568	568	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1966											
190	190	2273/4	2273/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1967											
190	190	1137/2	1137/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1968											
190	190	2275/4	2275/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1969											
190	190	569	569	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1970											
190	190	2277/4	2277/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1971											
190	190	1139/2	1139/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1972											
190	190	2279/4	2279/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1973											
190	190	567	567	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1974											
190	190	2269/4	2269/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1975											
190	190	1135/2	1135/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1976											
190	190	2271/4	2271/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1977											
191	191	570	570	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1978											
191	191	572	572	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1979			ornamentTrill								
191	191	1141/2	1141/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1980											
191	191	571	571	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1981											
191	191	1143/2	1143/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1982											
191	191	572	572	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1983											
191	191	1145/2	1145/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1984											
192	192	573	573	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	1985											
192	192	574	574	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	1986											
192	192	2297/4	2297/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1987											
192	192	1149/2	1149/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1988											
192	192	2299/4	2299/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1989											
192	192	575	575	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1990											
192	192	2301/4	2301/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1991											
192	192	1151/2	1151/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1992											
192	192	2303/4	2303/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1993											
192	192	573	573	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	1994											
192	192	2293/4	2293/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	1995											
192	192	1147/2	1147/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	1996											
192	192	2295/4	2295/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1997											
193	193	576	576	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1998											
193	193	578	578	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	1999											
193	193	578	578	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2000											
193	193	578	578	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2001			ornamentTrill								
193	193	1153/2	1153/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2002											
193	193	577	577	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2003											
193	193	1155/2	1155/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2004											
193	193	578	578	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2005											
193	193	1157/2	1157/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2006											
194	194	579	579	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2007											
194	194	580	580	0.0	1/4	1/4	Spanner	3/4	1	1	0													10		
194	194	580	580	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2008	<		ornamentTrill						10		
194	194	581	581	0.0	1/2	1/2	Spanner	3/4	1	1	0															
194	194	581	581	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2009											
194	194	581	581	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2010											
194	194	581	581	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2011											
194	194	1159/2	1159/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2012											
194	194	1161/2	1161/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2013											
194	194	1163/2	1163/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2014											
195	195	582	582	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2015			ornamentTrill								
195	195	583	583	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2016											
195	195	583	583	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2017											
195	195	583	583	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2018											
195	195	584	584	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2019											
195	195	584	584	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2020											
195	195	584	584	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2021			ornamentTrill								
195	195	1165/2	1165/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2022											
195	195	1167/2	1167/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2023											
195	195	1169/2	1169/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2024											
196	196	585	585	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2025											
196	196	586	586	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2026			ornamentTrill								
196	196	587	587	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2027											
196	196	587	587	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2028											
196	196	587	587	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2029											
196	196	1171/2	1171/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2030											
196	196	1173/2	1173/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2031											
196	196	1175/2	1175/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2032											
197	197	588	588	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2033			ornamentTrill								
197	197	589	589	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2034											
197	197	589	589	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2035											
197	197	589	589	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2036											
197	197	590	590	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2037											
197	197	590	590	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2038											
197	197	590	590	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2039			ornamentTrill								
197	197	1177/2	1177/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2040											
197	197	1179/2	1179/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2041											
197	197	1181/2	1181/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2042											
198	198	591	591	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2043											
198	198	592	592	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2044			ornamentTrill								
198	198	593	593	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2045											
198	198	593	593	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2046											
198	198	593	593	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2047											
198	198	1183/2	1183/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2048											
198	198	1185/2	1185/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2049											
198	198	1187/2	1187/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2050											
199	199	594	594	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2051	f		ornamentTrill								
199	199	595	595	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2052											
199	199	595	595	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2053											
199	199	595	595	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2054											
199	199	596	596	0.0	1/2	1/2	Dynamic	3/4	1	1	0						p									
199	199	596	596	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2055											
199	199	596	596	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2056											
199	199	596	596	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2057	p		ornamentTrill								
199	199	594	594	0.0	0	0	Dynamic	3/4	2	1	0						f									
199	199	1189/2	1189/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2058											
199	199	1191/2	1191/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2059											
199	199	1193/2	1193/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2060											
200	200	597	597	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2061											
200	200	598	598	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2062	f		ornamentTrill								
200	200	599	599	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2063											
200	200	599	599	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2064											
200	200	599	599	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2065											
200	200	1195/2	1195/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2066											
200	200	598	598	0.0	1/4	1/4	Dynamic	3/4	2	1	0						f									
200	200	1197/2	1197/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2067											
200	200	1199/2	1199/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2068											
201	201	600	600	0.0	0	0	Dynamic	3/4	1	1	0						p									
201	201	600	600	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	2069	p		ornamentTrill								
201	201	601	601	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2070											
201	201	601	601	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	2071											
201	201	601	601	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2072											
201	201	602	602	0.0	1/2	1/2	Dynamic	3/4	1	1	0						f									
201	201	602	602	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2073											
201	201	602	602	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	2074											
201	201	602	602	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2075	f		ornamentTrill								
201	201	1201/2	1201/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2076											
201	201	1203/2	1203/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2077											
201	201	1205/2	1205/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2078											
202	202	603	603	0.0	0	0	Dynamic	3/4	1	1	0						p									
202	202	605	605	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2079											
202	202	2421/4	2421/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2080											
202	202	1211/2	1211/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2081											
202	202	2423/4	2423/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2082											
202	202	603	603	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	2083											
202	202	2413/4	2413/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	2084											
202	202	1207/2	1207/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	2085											
202	202	2415/4	2415/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	2086											
202	202	604	604	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	2087											
202	202	2417/4	2417/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	2088											
202	202	1209/2	1209/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	2089											
202	202	2419/4	2419/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	2090											
202	202	603	603	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	2091											
203	203	606	606	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2092											
203	203	2425/4	2425/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2093											
203	203	1213/2	1213/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2094											
203	203	2427/4	2427/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2095											
203	203	607	607	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2096											
203	203	2429/4	2429/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2097											
203	203	1215/2	1215/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2098											
203	203	2431/4	2431/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2099											
203	203	608	608	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2100											
203	203	2433/4	2433/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2101											
203	203	1217/2	1217/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2102											
203	203	2435/4	2435/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2103											
204	204	609	609	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	2104	<										
204	204	2437/4	2437/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	2105											
204	204	1219/2	1219/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	2106											
204	204	2439/4	2439/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	2107											
204	204	610	610	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	2108											
204	204	2441/4	2441/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	2109											
204	204	1221/2	1221/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	2110											
204	204	2443/4	2443/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	2111											
204	204	611	611	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	2112											
204	204	2445/4	2445/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	2113											
204	204	1223/2	1223/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	2114											
204	204	2447/4	2447/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	2115											
205	205	612	612	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2116			articStaccatoAbove								
205	205	1225/2	1225/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2117			articStaccatoAbove								
205	205	613	613	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2118			articStaccatoAbove								
205	205	1227/2	1227/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2119			articStaccatoAbove								
205	205	614	614	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2120			articStaccatoAbove								
205	205	1229/2	1229/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2121			articStaccatoAbove								
205	205	1225/2	1225/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2122			articStaccatoBelow								
205	205	613	613	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2123			articStaccatoBelow								
205	205	1227/2	1227/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2124			articStaccatoBelow								
205	205	614	614	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2125			articStaccatoAbove								
206	206	615	615	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2126			articStaccatoBelow								
206	206	1231/2	1231/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2127			articStaccatoBelow								
206	206	616	616	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2128			articStaccatoAbove								
206	206	1233/2	1233/2	0.0	3/8	3/8	Spanner	3/4	1	1	0													11		
206	206	1235/2	1235/2	0.0	5/8	5/8	Spanner	3/4	1	1	0															
206	206	1233/2	1233/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2129			articStaccatoAbove								
206	206	617	617	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2130			articStaccatoAbove								
206	206	1235/2	1235/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2131			articStaccatoAbove								
206	206	1233/2	1233/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	2132			articStaccatoBelow								
206	206	617	617	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	2133			articStaccatoBelow								
206	206	1235/2	1235/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	2134			articStaccatoBelow								
207	207	618	618	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2135	f		articStaccatoBelow								
207	207	1237/2	1237/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2136			articStaccatoBelow								
207	207	619	619	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2137			articStaccatoBelow								
207	207	1239/2	1239/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2138			articStaccatoBelow								
207	207	620	620	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2139			articStaccatoBelow								
207	207	1241/2	1241/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2140			articStaccatoBelow								
207	207	618	618	0.0	0	0	Dynamic	3/4	2	1	0						f									
207	207	618	618	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2141			articStaccatoAbove								
207	207	1237/2	1237/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2142			articStaccatoAbove								
207	207	619	619	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2143			articStaccatoAbove								
207	207	1239/2	1239/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2144			articStaccatoAbove								
207	207	620	620	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2145			articStaccatoAbove								
207	207	1241/2	1241/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2146			articStaccatoAbove								
208	208	621	621	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2147			articStaccatoAbove								
208	208	1243/2	1243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2148							183				
208	208	622	622	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2149											
208	208	1245/2	1245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2150			articStaccatoBelow								
208	208	623	623	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2151			articStaccatoBelow								
208	208	1247/2	1247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2152			articStaccatoBelow								
208	208	621	621	0.0	0	0	Dynamic	3/4	1	2	0						fp									
208	208	621	621	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	2153											
209	209	624	624	0.0	0	0	Spanner	3/4	1	1	0															1
209	209	624	624	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2154											1
209	209	1249/2	1249/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2155			articStaccatoAbove								
209	209	625	625	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2156			articStaccatoAbove								
209	209	1251/2	1251/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2157			articStaccatoAbove								
209	209	626	626	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2158			articStaccatoAbove								
209	209	1253/2	1253/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2159			articStaccatoAbove								
210	210	627	627	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2160											1
210	210	627	627	0.0	0	0	Spanner	3/4	2	1	0													12		
210	210	627	627	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2161			articStaccatoAbove						12		
210	210	1255/2	1255/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															
210	210	1255/2	1255/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2162			articStaccatoAbove								
210	210	628	628	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2163			articStaccatoAbove								
210	210	1257/2	1257/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2164			articStaccatoAbove								
210	210	629	629	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2165			articStaccatoAbove								
210	210	1259/2	1259/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2166			articStaccatoAbove								
211	211	630	630	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2167											1
211	211	630	630	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2168			articStaccatoAbove								
211	211	1261/2	1261/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2169			articStaccatoAbove								
211	211	631	631	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2170			articStaccatoAbove								
211	211	1263/2	1263/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2171			articStaccatoAbove								
211	211	632	632	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2172			articStaccatoAbove								
211	211	1265/2	1265/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2173			articStaccatoAbove								
212	212	633	633	0.0	0	0	Dynamic	3/4	1	1	0						f									1
212	212	633	633	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	2174	f										1
212	212	635	635	0.0	1/2	1/2	Spanner	3/4	1	1	0															
212	212	635	635	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2175											
212	212	635	635	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	2176											
212	212	635	635	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2177			articStaccatoAbove								
212	212	1271/2	1271/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2178			articStaccatoAbove								
212	212	633	633	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	2179			articStaccatoBelow								
212	212	1267/2	1267/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2180			articStaccatoBelow								
212	212	634	634	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2181			articStaccatoBelow								
212	212	1269/2	1269/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2182			articStaccatoBelow								
212	212	635	635	0.0	1/2	1/2	Dynamic	3/4	2	1	0						p									
212	212	635	635	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2183			articStaccatoBelow								
212	212	1271/2	1271/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2184			articStaccatoBelow								
213	213	636	636	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2185			articStaccatoAbove								
213	213	1273/2	1273/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p									
213	213	1273/2	1273/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2186	p						184				
213	213	637	637	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2187							184				
213	213	1275/2	1275/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2188							184				
213	213	638	638	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2189							184				
213	213	1277/2	1277/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2190											
213	213	636	636	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	2191											
214	214	639	639	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2192							185				
214	214	639	639	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2193							186				
215	215	642	642	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	2194											
215	215	642	642	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	2195											
215	215	642	642	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	2196											
216	216	645	645	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	2197							187				
216	216	1291/2	1291/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2198											
