mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	crescendo_line	decrescendo_hairpin	diminuendo_line	crescendo_hairpin
71	67	549/4	565/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	718			articStaccatoAbove					
71	67	275/2	283/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	719			articStaccatoAbove					
71	67	551/4	567/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	720			articStaccatoAbove					
72	68	138	142	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	721	<							
72	68	553/4	569/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	722			articStaccatoAbove					
72	68	277/2	285/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	723			articStaccatoAbove					
72	68	555/4	571/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	724			articStaccatoAbove					
72	68	139	143	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	725			articStaccatoAbove					
72	68	557/4	573/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	726			articStaccatoAbove					
72	68	279/2	287/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	727			articStaccatoAbove					
72	68	559/4	575/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	728			articStaccatoAbove					
72	68	138	142	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	729								
72	68	1111/8	1143/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	730			articStaccatoBelow					
72	68	139	143	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	731			articStaccatoBelow					
72	68	1119/8	1151/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	732			articStaccatoBelow					
73	69	140	144	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	733	>		articStaccatoAbove					
73	69	561/4	577/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	734			articStaccatoAbove					
73	69	281/2	289/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	735			articStaccatoAbove					
73	69	563/4	579/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	736			articStaccatoAbove					
73	69	141	145	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	737			articStaccatoAbove					
73	69	565/4	581/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	738			articStaccatoAbove					
73	69	283/2	291/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	739								
73	69	567/4	583/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	740			articStaccatoAbove					
73	69	140	144	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	741			articStaccatoBelow					
73	69	1127/8	1159/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	742			articStaccatoBelow					
73	69	141	145	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	743			articStaccatoBelow					
73	69	1135/8	1167/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	744			articStaccatoAbove					
74	70	142	146	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	745	<		articStaccatoAbove					
74	70	569/4	585/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	746			articStaccatoAbove					
74	70	285/2	293/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	747			articStaccatoAbove					
74	70	571/4	587/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	748			articStaccatoAbove					
74	70	143	147	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	749			articStaccatoAbove					
74	70	573/4	589/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	750			articStaccatoAbove					
74	70	287/2	295/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	751			articStaccatoAbove					
74	70	575/4	591/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	752			articStaccatoAbove					
74	70	142	146	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	753			articStaccatoAbove					
74	70	1143/8	1175/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	754			articStaccatoBelow					
74	70	143	147	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	755			articStaccatoBelow					
74	70	1151/8	1183/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	756			articStaccatoBelow					
75	71	144	148	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	757	>		articStaccatoAbove					
75	71	577/4	593/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	758			articStaccatoAbove					
75	71	289/2	297/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	759			articStaccatoAbove					
75	71	579/4	595/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	760			articStaccatoAbove					
75	71	145	149	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	761			articStaccatoAbove					
75	71	581/4	597/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	762			articStaccatoAbove					
75	71	291/2	299/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	763			articStaccatoAbove					
75	71	583/4	599/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	764			articStaccatoAbove					
75	71	144	148	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	765			articStaccatoBelow					
75	71	1159/8	1191/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	766			articStaccatoBelow					
75	71	145	149	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	767			articStaccatoBelow					
75	71	1167/8	1199/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	768			articStaccatoBelow					
76	72	146	150	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	769			articStaccatoAbove					
76	72	585/4	601/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	770			articStaccatoAbove					
76	72	293/2	301/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	771			articStaccatoAbove					
76	72	587/4	603/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	772			articStaccatoAbove					
76	72	147	151	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	773			articStaccatoAbove					
76	72	589/4	605/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	774			articStaccatoAbove					
76	72	295/2	303/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	775			articStaccatoAbove					
76	72	591/4	607/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	776			articStaccatoAbove					
76	72	146	150	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	777			articStaccatoBelow					
76	72	1175/8	1207/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	778			articStaccatoBelow					
76	72	147	151	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	779			articStaccatoBelow					
76	72	1183/8	1215/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	780			articStaccatoBelow					
77	73	148	152	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	781			articStaccatoAbove					
77	73	593/4	609/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	782			articStaccatoAbove					
77	73	297/2	305/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	783			articStaccatoAbove					
77	73	595/4	611/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	784			articStaccatoAbove					
77	73	149	153	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	785			articStaccatoAbove					
77	73	597/4	613/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	786			articStaccatoAbove					
77	73	299/2	307/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	787			articStaccatoAbove					
77	73	599/4	615/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	788			articStaccatoAbove					
77	73	148	152	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	789			articStaccatoBelow					
77	73	1191/8	1223/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	790			articStaccatoBelow					
77	73	149	153	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	791			articStaccatoBelow					
78	74	150	154	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	792	<		articStaccatoAbove					
78	74	601/4	617/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	793			articStaccatoAbove					
78	74	301/2	309/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	794			articStaccatoAbove					
78	74	603/4	619/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	795			articStaccatoAbove					
78	74	151	155	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	796			articStaccatoAbove					
78	74	605/4	621/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	797			articStaccatoAbove					
78	74	303/2	311/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	798			articStaccatoAbove					
78	74	607/4	623/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	799			articStaccatoAbove					
78	74	151	155	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	800			articStaccatoAbove					
78	74	605/4	621/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	801			articStaccatoAbove					
78	74	303/2	311/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	802			articStaccatoAbove					
78	74	607/4	623/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	803			articStaccatoAbove					
79	75	152	156	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	804			articStaccatoBelow					
79	75	609/4	625/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	805			articStaccatoBelow					
79	75	305/2	313/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	806			articStaccatoBelow					
79	75	611/4	627/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	807			articStaccatoBelow					
79	75	153	157	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	808			articStaccatoBelow					
79	75	613/4	629/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	809			articStaccatoBelow					
79	75	307/2	315/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	810			articStaccatoBelow					
79	75	615/4	631/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	811			articStaccatoBelow					
79	75	152	156	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	812			articStaccatoAbove					
79	75	609/4	625/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	813			articStaccatoAbove					
79	75	305/2	313/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	814			articStaccatoAbove					
79	75	611/4	627/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	815			articStaccatoAbove					
79	75	153	157	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	816			articStaccatoAbove					
79	75	613/4	629/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	817			articStaccatoAbove					
79	75	307/2	315/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	818			articStaccatoAbove					
79	75	615/4	631/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	819			articStaccatoAbove					
80	76	154	158	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	820			articStaccatoAbove					
80	76	617/4	633/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	821			articStaccatoAbove					
80	76	309/2	317/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	822			articStaccatoAbove					
80	76	619/4	635/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	823			articStaccatoAbove					
80	76	155	159	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf						
80	76	155	159	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	824			articStaccatoAbove					
80	76	621/4	637/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	825			articStaccatoAbove					
80	76	311/2	319/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	826			articStaccatoAbove					
80	76	623/4	639/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	827			articStaccatoAbove					
80	76	154	158	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	828			articStaccatoBelow					
80	76	617/4	633/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	829			articStaccatoBelow					
80	76	309/2	317/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	830			articStaccatoBelow					
80	76	619/4	635/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	831			articStaccatoBelow					
80	76	155	159	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	832			articStaccatoBelow					
80	76	621/4	637/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	833			articStaccatoBelow					
80	76	311/2	319/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	834			articStaccatoBelow					
80	76	623/4	639/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	835			articStaccatoBelow					
81	77	156	160	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	836			articStaccatoAbove					
81	77	625/4	641/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	837			articStaccatoAbove					
81	77	313/2	321/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	838			articStaccatoAbove					
81	77	627/4	643/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	839			articStaccatoAbove					
81	77	157	161	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf						
81	77	157	161	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	840			articStaccatoAbove					
81	77	629/4	645/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	841			articStaccatoAbove					
81	77	315/2	323/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	842			articStaccatoAbove					
81	77	631/4	647/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	843			articStaccatoAbove					
81	77	156	160	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	844			articStaccatoBelow					
81	77	625/4	641/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	845			articStaccatoBelow					
81	77	313/2	321/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	846			articStaccatoBelow					
81	77	627/4	643/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	847			articStaccatoBelow					
81	77	157	161	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	848			articStaccatoBelow					
81	77	629/4	645/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	849			articStaccatoBelow					
81	77	315/2	323/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	850			articStaccatoBelow					
81	77	631/4	647/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	851			articStaccatoBelow					
82	78	158	162	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	852			articStaccatoAbove					
82	78	633/4	649/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	853			articStaccatoAbove					
82	78	317/2	325/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	854			articStaccatoAbove					
82	78	635/4	651/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	855			articStaccatoAbove					
82	78	159	163	0.0		1/4	1/4	Dynamic	2/4	1	1	0						sf						
82	78	159	163	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	856			articStaccatoAbove					
82	78	637/4	653/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	857			articStaccatoAbove					
82	78	319/2	327/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	858			articStaccatoAbove					
82	78	639/4	655/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	859			articStaccatoAbove					
82	78	158	162	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	860			articStaccatoBelow					
82	78	633/4	649/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	861			articStaccatoBelow					
82	78	317/2	325/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	862			articStaccatoBelow					
82	78	635/4	651/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	863			articStaccatoBelow					
82	78	159	163	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	864			articStaccatoBelow					
82	78	637/4	653/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	865			articStaccatoBelow					
82	78	319/2	327/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	866			articStaccatoBelow					
82	78	639/4	655/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	867			articStaccatoBelow					
83	79	160	164	0.0		0	0	Spanner	2/4	1	1	0									2			
83	79	160	164	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	868	p		articStaccatoBelow		2			
83	79	641/4	657/4	0.0		1/16	1/16	Spanner	2/4	1	1	0												
83	79	641/4	657/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	869			articStaccatoBelow					
83	79	321/2	329/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	870			articStaccatoBelow					
83	79	643/4	659/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	871			articStaccatoBelow					
83	79	161	165	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	872			articStaccatoAbove					
83	79	645/4	661/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	873			articStaccatoAbove					
83	79	323/2	331/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	874			articStaccatoAbove					
83	79	647/4	663/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	875			articStaccatoAbove					
83	79	160	164	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	876			articStaccatoBelow					
83	79	641/4	657/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	877			articStaccatoBelow					
83	79	321/2	329/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	878			articStaccatoBelow					
83	79	643/4	659/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	879			articStaccatoBelow					
83	79	161	165	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	880			articStaccatoBelow					
83	79	645/4	661/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	881			articStaccatoBelow					
83	79	323/2	331/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	882			articStaccatoBelow					
83	79	647/4	663/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	883			articStaccatoBelow					
84	80	162	166	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	884			articStaccatoAbove					
84	80	649/4	665/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	885			articStaccatoAbove					
84	80	325/2	333/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	886			articStaccatoAbove					
84	80	651/4	667/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	887			articStaccatoAbove					
84	80	163	167	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	888			articStaccatoAbove					
84	80	653/4	669/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	889			articStaccatoAbove					
84	80	327/2	335/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	890			articStaccatoAbove					
84	80	655/4	671/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	891			articStaccatoAbove					
84	80	162	166	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	892								
84	80	649/4	665/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	893								
84	80	325/2	333/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	894			articStaccatoBelow					
84	80	651/4	667/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	895			articStaccatoBelow					
84	80	163	167	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	896			articStaccatoBelow					
84	80	653/4	669/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	897			articStaccatoBelow					
84	80	327/2	335/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	898			articStaccatoBelow					
84	80	655/4	671/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	899			articStaccatoBelow					
85	81	164	168	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	900	p							
85	81	331/2	339/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	901								
85	81	164	168	0.0		0	0	Dynamic	2/4	2	1	0						p						
85	81	657/4	673/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	902			articStaccatoBelow					
85	81	329/2	337/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	903			articStaccatoBelow					
85	81	659/4	675/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	904			articStaccatoBelow					
85	81	165	169	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	905			articStaccatoBelow					
85	81	661/4	677/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	906			articStaccatoBelow					
85	81	331/2	339/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	907			articStaccatoBelow					
85	81	663/4	679/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	908			articStaccatoBelow					
86	82	166	170	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	909								
86	82	335/2	343/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	910								
86	82	665/4	681/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	911			articStaccatoBelow					
86	82	333/2	341/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	912			articStaccatoBelow					
86	82	667/4	683/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	913			articStaccatoBelow					
86	82	167	171	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	914			articStaccatoBelow					
86	82	669/4	685/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	915			articStaccatoBelow					
86	82	335/2	343/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	916			articStaccatoBelow					
86	82	671/4	687/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	917			articStaccatoBelow					
87	83	168	172	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	918				18				
87	83	337/2	345/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	919								
87	83	169	173	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	920			articStaccatoBelow					
87	83	339/2	347/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	921			articStaccatoBelow					
87	83	168	172	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	922			articStaccatoBelow					
87	83	673/4	689/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	923			articStaccatoBelow					
87	83	337/2	345/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	924			articStaccatoBelow					
87	83	675/4	691/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	925			articStaccatoBelow					
87	83	169	173	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	926			articStaccatoBelow					
87	83	677/4	693/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	927			articStaccatoBelow					
87	83	339/2	347/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	928			articStaccatoBelow					
87	83	679/4	695/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	929			articStaccatoBelow					
88	84	170	174	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	930								
88	84	343/2	351/2	0.1		3/8	3/8	Chord	2/4	1	1	1/40		1/32	4/5	931								
88	84	858/5	878/5	0.1		2/5	2/5	Chord	2/4	1	1	1/40		1/32	4/5	932								
88	84	1717/10	1757/10	0.1		17/40	17/40	Chord	2/4	1	1	1/40		1/32	4/5	933								
88	84	859/5	879/5	0.1		9/20	9/20	Chord	2/4	1	1	1/40		1/32	4/5	934								
88	84	1719/10	1759/10	0.1		19/40	19/40	Chord	2/4	1	1	1/40		1/32	4/5	935	<							
88	84	170	174	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	936			articStaccatoAbove					
88	84	681/4	697/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	937			articStaccatoAbove					
88	84	341/2	349/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	938			articStaccatoAbove					
88	84	683/4	699/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	939			articStaccatoAbove					
88	84	171	175	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	940			articStaccatoAbove					
88	84	685/4	701/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	941			articStaccatoAbove					
88	84	343/2	351/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	942			articStaccatoAbove					
88	84	687/4	703/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	943			articStaccatoAbove					
89	85	172	176	0.0		0	0	Spanner	2/4	1	1	0									3			
89	85	172	176	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	944					3			
89	85	347/2	355/2	0.0		3/8	3/8	Spanner	2/4	1	1	0												
89	85	347/2	355/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	945								
89	85	689/4	705/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	946								
89	85	345/2	353/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	947			articStaccatoAbove					
89	85	691/4	707/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	948			articStaccatoAbove					
89	85	173	177	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	949			articStaccatoAbove					
89	85	693/4	709/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	950			articStaccatoAbove					
89	85	347/2	355/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	951			articStaccatoAbove					
89	85	695/4	711/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	952			articStaccatoAbove					
90	86	174	178	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	953								
90	86	351/2	359/2	0.08333333333333333		3/8	3/8	Chord	2/4	1	1	1/48		1/32	2/3	954								
90	86	2107/12	2155/12	0.08333333333333333		19/48	19/48	Chord	2/4	1	1	1/48		1/32	2/3	955								
90	86	527/3	539/3	0.08333333333333333		5/12	5/12	Chord	2/4	1	1	1/48		1/32	2/3	956								
