mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Trill:trill
150	136	1691/6	1775/6	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3758										
150	136	3383/12	3551/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3759										
150	136	282	296	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3760										
150	136	3385/12	3553/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3761										
150	136	1693/6	1777/6	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3762										
150	136	1129/4	1185/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3763										
150	136	847/3	889/3	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3764										
150	136	3389/12	3557/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3765										
150	136	565/2	593/2	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3766										
150	136	3391/12	3559/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3767										
150	136	848/3	890/3	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3768										
150	136	1131/4	1187/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3769										
150	136	1697/6	1781/6	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3770										
150	136	3395/12	3563/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3771										
151	137	283	297	0.0		0	0	Spanner	9/16	1	1	0														
151	137	283	297	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3772				202						
151	137	1135/4	1191/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3773				202						
151	137	569/2	597/2	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3774				202						
151	137	285	299	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3775										
151	137	283	297	0.0		0	0	Dynamic	9/16	1	2	0						p								
151	137	283	297	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3776										
151	137	1133/4	1189/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3777										
151	137	567/2	595/2	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3778										
151	137	1135/4	1191/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3779										
151	137	284	298	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3780										
151	137	1137/4	1193/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3781										
151	137	569/2	597/2	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3782										
151	137	1139/4	1195/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3783										
151	137	285	299	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3784										
151	137	283	297	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3785										
151	137	3397/12	3565/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3786										
151	137	1699/6	1783/6	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3787										
151	137	1133/4	1189/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3788										
151	137	850/3	892/3	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3789										
151	137	3401/12	3569/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3790										
151	137	567/2	595/2	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3791										
151	137	3403/12	3571/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3792										
151	137	851/3	893/3	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3793										
151	137	1135/4	1191/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3794										
151	137	1703/6	1787/6	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3795										
151	137	3407/12	3575/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3796										
151	137	284	298	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3797										
151	137	3409/12	3577/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3798										
151	137	1705/6	1789/6	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3799										
151	137	1137/4	1193/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3800										
151	137	853/3	895/3	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3801										
151	137	3413/12	3581/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3802										
151	137	569/2	597/2	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3803										
151	137	3415/12	3583/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3804										
151	137	854/3	896/3	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3805										
151	137	1139/4	1195/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3806										
151	137	1709/6	1793/6	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3807										
151	137	3419/12	3587/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3808										
151	137	285	299	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3809										
151	137	3421/12	3589/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3810										
151	137	1711/6	1795/6	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3811										
152	138	1141/4	1197/4	0.0		0	0	Spanner	9/16	1	1	0												24		
152	138	1141/4	1197/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3812								24		
152	138	286	300	0.0		3/16	3/16	Spanner	9/16	1	1	0														
152	138	286	300	0.0		3/16	3/16	Spanner	9/16	1	1	0													27	
152	138	286	300	0.5		3/16	3/16	Chord	9/16	1	1	1/8		1/8	1	3813									27	
152	138	573/2	601/2	0.25		5/16	5/16	Chord	9/16	1	1	1/16		1/16	1	3814									27	
152	138	1147/4	1203/4	0.0		3/8	3/8	Dynamic	9/16	1	1	0						p								
152	138	1147/4	1203/4	0.0		3/8	3/8	Spanner	9/16	1	1	0														
152	138	1147/4	1203/4	0.25		3/8	3/8	Chord	9/16	1	1	1/16		1/16	1	3815				203						
152	138	287	301	0.25		7/16	7/16	Chord	9/16	1	1	1/16		1/16	1	3816										
152	138	1149/4	1205/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3817										
152	138	1141/4	1197/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3818										
152	138	571/2	599/2	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3819										
152	138	1143/4	1199/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3820										
152	138	286	300	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3821										
152	138	1145/4	1201/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3822										
152	138	573/2	601/2	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3823										
152	138	1147/4	1203/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3824										
152	138	287	301	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3825										
152	138	1149/4	1205/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3826										
152	138	1141/4	1197/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3827										
152	138	856/3	898/3	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3828										
152	138	3425/12	3593/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3829										
152	138	571/2	599/2	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3830										
152	138	3427/12	3595/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3831										
152	138	857/3	899/3	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3832										
152	138	1143/4	1199/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3833										
152	138	1715/6	1799/6	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3834										
152	138	3431/12	3599/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3835										
152	138	286	300	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3836										
152	138	3433/12	3601/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3837										
152	138	1717/6	1801/6	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3838										
152	138	1145/4	1201/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3839										
152	138	859/3	901/3	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3840										
152	138	3437/12	3605/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3841										
152	138	573/2	601/2	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3842										
152	138	3439/12	3607/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3843										
152	138	860/3	902/3	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3844										
152	138	1147/4	1203/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3845										
152	138	1721/6	1805/6	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3846										
152	138	3443/12	3611/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3847										
152	138	287	301	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3848										
152	138	3445/12	3613/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3849										
152	138	1723/6	1807/6	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3850										
152	138	1149/4	1205/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3851										
152	138	862/3	904/3	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3852										
152	138	3449/12	3617/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3853										
153	139	575/2	603/2	0.0		0	0	Spanner	9/16	1	1	0												25		
153	139	575/2	603/2	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3854								25		
153	139	289	303	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3855				204				25		
153	139	579/2	607/2	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3856								25		
153	139	575/2	603/2	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3857								25		
153	139	1151/4	1207/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3858								25		
153	139	288	302	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3859								25		
153	139	1153/4	1209/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3860								25		
153	139	577/2	605/2	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3861								25		
153	139	1155/4	1211/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3862								25		
153	139	289	303	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3863								25		
153	139	1157/4	1213/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3864								25		
153	139	579/2	607/2	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3865								25		
153	139	575/2	603/2	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3866										
153	139	3451/12	3619/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3867										
153	139	863/3	905/3	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3868										
153	139	1151/4	1207/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3869										
153	139	1727/6	1811/6	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3870										
153	139	3455/12	3623/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3871										
153	139	288	302	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3872										
153	139	3457/12	3625/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3873										
153	139	1729/6	1813/6	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3874										
153	139	1153/4	1209/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3875										
153	139	865/3	907/3	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3876										
153	139	3461/12	3629/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3877										
153	139	577/2	605/2	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3878										
153	139	3463/12	3631/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3879										
153	139	866/3	908/3	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3880										
153	139	1155/4	1211/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3881										
153	139	1733/6	1817/6	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3882										
153	139	3467/12	3635/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3883										
153	139	289	303	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3884										
153	139	3469/12	3637/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3885										
153	139	1735/6	1819/6	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3886										
153	139	1157/4	1213/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3887										
153	139	868/3	910/3	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3888										
153	139	3473/12	3641/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3889										
153	139	579/2	607/2	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3890										
153	139	3475/12	3643/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3891										
153	139	869/3	911/3	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3892										
154	140	1159/4	1215/4	1.5		0	0	Chord	9/16	1	1	3/8		1/4	3/2	3893								25		
154	140	1165/4	1221/4	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3894				205				25		
154	140	1167/4	1223/4	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3895								25		
154	140	1159/4	1215/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3896								25		
154	140	290	304	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3897								25		
154	140	1161/4	1217/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3898								25		
154	140	581/2	609/2	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3899								25		
154	140	1163/4	1219/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3900								25		
154	140	291	305	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3901								25		
154	140	1165/4	1221/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3902								25		
154	140	583/2	611/2	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3903								25		
154	140	1167/4	1223/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3904								25		
154	140	1159/4	1215/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3905										
154	140	1739/6	1823/6	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3906										
154	140	3479/12	3647/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3907										
154	140	290	304	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3908										
154	140	3481/12	3649/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3909										
154	140	1741/6	1825/6	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3910										
154	140	1161/4	1217/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3911										
154	140	871/3	913/3	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3912										
154	140	3485/12	3653/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3913										
154	140	581/2	609/2	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3914										
154	140	3487/12	3655/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3915										
154	140	872/3	914/3	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3916										
154	140	1163/4	1219/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3917										
154	140	1745/6	1829/6	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3918										
154	140	3491/12	3659/12	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3919										
154	140	291	305	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3920										
154	140	3493/12	3661/12	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3921										
154	140	1747/6	1831/6	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3922										
154	140	1165/4	1221/4	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3923										
154	140	874/3	916/3	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3924										
154	140	3497/12	3665/12	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3925										
154	140	583/2	611/2	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3926										
154	140	3499/12	3667/12	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3927										
154	140	875/3	917/3	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3928										
154	140	1167/4	1223/4	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3929										
154	140	1751/6	1835/6	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3930										
154	140	3503/12	3671/12	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3931										
155	141	292	306	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3932								25		
155	141	1171/4	1227/4	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3933								25		
155	141	587/2	615/2	0.5		3/8	3/8	Chord	9/16	1	1	1/8		1/8	1	3934				206				25		
155	141	294	308	0.25		1/2	1/2	Chord	9/16	1	1	1/16		1/16	1	3935								25		
155	141	292	306	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3936								25		
155	141	1169/4	1225/4	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3937								25		
155	141	585/2	613/2	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3938								25		
155	141	1171/4	1227/4	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3939								25		
155	141	293	307	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3940								25		
155	141	1173/4	1229/4	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3941								25		
155	141	587/2	615/2	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3942								25		
155	141	1175/4	1231/4	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3943								25		
155	141	294	308	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3944								25		
155	141	292	306	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3945										
155	141	3505/12	3673/12	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3946										
155	141	1753/6	1837/6	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3947										
155	141	1169/4	1225/4	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3948										
155	141	877/3	919/3	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3949										
155	141	3509/12	3677/12	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3950										
155	141	585/2	613/2	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3951										
155	141	3511/12	3679/12	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3952										
155	141	878/3	920/3	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3953										
155	141	1171/4	1227/4	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3954										
155	141	1757/6	1841/6	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3955										
155	141	3515/12	3683/12	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3956										
155	141	293	307	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3957										
155	141	3517/12	3685/12	0.08333333333333333		13/48	13/48	Chord	9/16	2	1	1/48		1/32	2/3	3958										
155	141	1759/6	1843/6	0.08333333333333333		7/24	7/24	Chord	9/16	2	1	1/48		1/32	2/3	3959										
155	141	1173/4	1229/4	0.08333333333333333		5/16	5/16	Chord	9/16	2	1	1/48		1/32	2/3	3960										
155	141	880/3	922/3	0.08333333333333333		1/3	1/3	Chord	9/16	2	1	1/48		1/32	2/3	3961										
155	141	3521/12	3689/12	0.08333333333333333		17/48	17/48	Chord	9/16	2	1	1/48		1/32	2/3	3962										
155	141	587/2	615/2	0.08333333333333333		3/8	3/8	Chord	9/16	2	1	1/48		1/32	2/3	3963										
155	141	3523/12	3691/12	0.08333333333333333		19/48	19/48	Chord	9/16	2	1	1/48		1/32	2/3	3964										
155	141	881/3	923/3	0.08333333333333333		5/12	5/12	Chord	9/16	2	1	1/48		1/32	2/3	3965										
155	141	1175/4	1231/4	0.08333333333333333		7/16	7/16	Chord	9/16	2	1	1/48		1/32	2/3	3966										
155	141	1763/6	1847/6	0.08333333333333333		11/24	11/24	Chord	9/16	2	1	1/48		1/32	2/3	3967										
155	141	3527/12	3695/12	0.08333333333333333		23/48	23/48	Chord	9/16	2	1	1/48		1/32	2/3	3968										
155	141	294	308	0.08333333333333333		1/2	1/2	Chord	9/16	2	1	1/48		1/32	2/3	3969										
155	141	3529/12	3697/12	0.08333333333333333		25/48	25/48	Chord	9/16	2	1	1/48		1/32	2/3	3970										
155	141	1765/6	1849/6	0.08333333333333333		13/24	13/24	Chord	9/16	2	1	1/48		1/32	2/3	3971										
156	142	1177/4	1233/4	0.0		0	0	Dynamic	9/16	1	1	0						sf								
156	142	1177/4	1233/4	0.0		0	0	Spanner	9/16	1	1	0														
156	142	1177/4	1233/4	0.0		0	0	Spanner	9/16	1	1	0													28	
156	142	1177/4	1233/4	0.75		0	0	Chord	9/16	1	1	3/16		1/8	3/2	3972				207					28	
156	142	295	309	0.75		3/16	3/16	Chord	9/16	1	1	3/16		1/8	3/2	3973				207					28	
156	142	1183/4	1239/4	0.0		3/8	3/8	Spanner	9/16	1	1	0														
156	142	1183/4	1239/4	0.75		3/8	3/8	Chord	9/16	1	1	3/16		1/8	3/2	3974										
156	142	1177/4	1233/4	0.25		0	0	Chord	9/16	1	2	1/16		1/16	1	3975										
156	142	589/2	617/2	0.25		1/16	1/16	Chord	9/16	1	2	1/16		1/16	1	3976										
156	142	1179/4	1235/4	0.25		1/8	1/8	Chord	9/16	1	2	1/16		1/16	1	3977										
156	142	295	309	0.25		3/16	3/16	Chord	9/16	1	2	1/16		1/16	1	3978										
156	142	1181/4	1237/4	0.25		1/4	1/4	Chord	9/16	1	2	1/16		1/16	1	3979										
156	142	591/2	619/2	0.25		5/16	5/16	Chord	9/16	1	2	1/16		1/16	1	3980										
156	142	1183/4	1239/4	0.0		3/8	3/8	Dynamic	9/16	1	2	0						p								
156	142	1183/4	1239/4	0.25		3/8	3/8	Chord	9/16	1	2	1/16		1/16	1	3981										
156	142	296	310	0.25		7/16	7/16	Chord	9/16	1	2	1/16		1/16	1	3982										
156	142	1185/4	1241/4	0.25		1/2	1/2	Chord	9/16	1	2	1/16		1/16	1	3983										
156	142	1177/4	1233/4	0.08333333333333333		0	0	Chord	9/16	2	1	1/48		1/32	2/3	3984										
156	142	883/3	925/3	0.08333333333333333		1/48	1/48	Chord	9/16	2	1	1/48		1/32	2/3	3985										
156	142	3533/12	3701/12	0.08333333333333333		1/24	1/24	Chord	9/16	2	1	1/48		1/32	2/3	3986										
156	142	589/2	617/2	0.08333333333333333		1/16	1/16	Chord	9/16	2	1	1/48		1/32	2/3	3987										
156	142	3535/12	3703/12	0.08333333333333333		1/12	1/12	Chord	9/16	2	1	1/48		1/32	2/3	3988										
156	142	884/3	926/3	0.08333333333333333		5/48	5/48	Chord	9/16	2	1	1/48		1/32	2/3	3989										
156	142	1179/4	1235/4	0.08333333333333333		1/8	1/8	Chord	9/16	2	1	1/48		1/32	2/3	3990										
156	142	1769/6	1853/6	0.08333333333333333		7/48	7/48	Chord	9/16	2	1	1/48		1/32	2/3	3991										
156	142	3539/12	3707/12	0.08333333333333333		1/6	1/6	Chord	9/16	2	1	1/48		1/32	2/3	3992										
156	142	295	309	0.08333333333333333		3/16	3/16	Chord	9/16	2	1	1/48		1/32	2/3	3993										
156	142	3541/12	3709/12	0.08333333333333333		5/24	5/24	Chord	9/16	2	1	1/48		1/32	2/3	3994										
156	142	1771/6	1855/6	0.08333333333333333		11/48	11/48	Chord	9/16	2	1	1/48		1/32	2/3	3995										
156	142	1181/4	1237/4	0.08333333333333333		1/4	1/4	Chord	9/16	2	1	1/48		1/32	2/3	3996										
